lemma_slp1	layer	sense_id	sense_gloss	count_all	sense_rank	lemma_share	n_texts	dispersion_dp	largest_text_share	count_adj	sense_rank_adj	count_bal_uniform	sense_rank_bal	count_nonsastra	sense_rank_nonsastra	top_genre	top_genre_share	periods	provenance	confidence
AsvAdana	mw	AsvAdana#1	A-svAdana n. the act of eating, tasting, enjoying, Pañcat. ; Hit.	1	1	1.0	1	0.971	1.0	0.03	1	1.0	1	0	1	rasasastra	1.0		attested	
AsvAdana	semdom	act	act	1	1	1.0	1	0.971	1.0	0.03	1	1.0	1	0	1	rasasastra	1.0		attested	
AsvAdana	wn	4153	taste — distinguishing a taste by means of the taste buds; 'he loved the smell and taste of fresh br	1	1	1.0	1	0.971	1.0	0.03	1	1.0	1	0	1	rasasastra	1.0		attested	
AsvAday	wn	89621	sample — take a sample of; 'Try these new crackers'; 'Sample the regional dishes'	3	1	0.6	3	0.788	0.3333	0.64	1	3.33	1	2	1	katha	0.3333		attested	
AsvAday	wn	89621,89490	āsvāday — to taste	1	2	0.2	1	0.8032	1.0	0.2	2	0.83	2	1	2	epic	1.0		attested	
AsvAday	wn	94155	taste — perceive by the sense of taste; 'Can you taste the garlic?'	1	2	0.2	1	0.9917	1.0	0.01	3	0.83	2	0	3	ayurveda	1.0		attested	
Asya	mw	Asya#1	Asya^ am , n. [ ifc. mf( A )n. ] mouth, jaws, RV. ; AV. ; VS. ; MBh. &c.	98	1	0.9423	30	0.4195	0.1429	56.89	1	92.98	1	36	1	rasasastra	0.3469		attested	
Asya	mw	Asya#2	face, Yājñ.	6	2	0.0577	4	0.6971	0.3333	1.82	2	11.02	2	6	2	epic	0.5		attested	
Asya	semdom	body	body	73	1	0.7087	26	0.4039	0.2055	43.51	1	84.62	1	39	1	epic	0.3288		attested	
Asya	semdom	artifact	artifact	25	2	0.2427	10	0.8249	0.2	4.38	2	16.51	2	1	2	rasasastra	0.88		attested	
Asya	semdom	process	process	4	3	0.0388	3	0.9512	0.5	0.2	3	1.35	3	0	3	rasasastra	1.0		attested	
Asya	semdom	location	location	1	4	0.0097	1	0.9186	1.0	0.08	4	0.52	4	0	3	ayurveda	1.0		attested	
Asya	wn	26040	mouth — the opening through which food is taken in and vocalizations emerge; 'he stuffed his mouth w	67	1	0.6036	25	0.3995	0.194	40.23	1	76.85	1	33	1	epic	0.3134		attested	
Asya	wn	18963	mouth — the opening of a jar or bottle; 'the jar had a wide mouth'	25	2	0.2252	10	0.8249	0.2	4.38	2	16.74	2	1	3	rasasastra	0.88		attested	
Asya	wn	13555	aperture — an opening; usually small	6	3	0.0541	4	0.8474	0.3333	0.92	4	2.12	4	0	6	rasasastra	0.8333		attested	
Asya	wn	27276	face — the front of the head from the forehead to the chin and ear to ear; 'he washed his face'; 'I 	6	3	0.0541	4	0.6971	0.3333	1.82	3	11.76	3	6	2	epic	0.5		attested	
Asya	wn	129988	mukha — [alchemy] the 'mouth' of mercury	4	5	0.036	3	0.9512	0.5	0.2	6	1.26	5	0	6	rasasastra	1.0		attested	
Asya	wn	19830	point — sharp end; 'he stuck the point of the knife into a tree'; 'he broke the point of the pencil'	1	6	0.009	1	0.9186	1.0	0.08	7	0.54	7	0	6	ayurveda	1.0		attested	
Asya	wn	26040,13555	āsya — mouth	1	6	0.009	1	0.9563	1.0	0.04	8	1.23	6	1	3	veda	1.0		attested	
Asya	wn	26040,27285	āsya — mouth	1	6	0.009	1	0.8032	1.0	0.2	5	0.49	8	1	3	epic	1.0		attested	
At	wn	97342	then — subsequently or soon afterward (often used as sentence connectors); 'then he left'; 'go left 	13	1	0.8667	2	0.9443	0.7692	0.72	1	7.5	1	13	1	veda	1.0		attested	
At	wn	135106	āt — [gramm.] substitute for the ablative	2	2	0.1333	1	0.9711	1.0	0.06	2	7.5	1	0	2	vyakarana	1.0		attested	
AtAm	semdom	communication	communication	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
AtAm	wn	133682	ātām — verbal ending -ātām	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
AtAmra	mw	AtAmra#1	A-tAmra mf( A )n. reddish, slightly copper-coloured, Kāvyād. ; Ratnāv.	1	1	1.0	1	0.9999	1.0	0.0	1	1.0	1	0	1	alamkara	1.0		attested	
AtAmra	wn	68732,68761	ātāmra — reddish	1	1	1.0	1	0.9999	1.0	0.0	1	1.0	1	0	1	alamkara	1.0		attested	
AtAna	mw	AtAna#1	A-tAna m. an extended cord, string, &c., VS. vi, 12 ( voc. ), AitBr. ( cf. ekA hA tAna/ .)	1	1	1.0	1	0.9954	1.0	0.0	1	1.0	1	1	1	veda	1.0		attested	
AtAna	wn	4710,30140	ātāna — an extended cord	1	1	1.0	1	0.9954	1.0	0.0	1	1.0	1	1	1	veda	1.0		attested	
AtaNka	mw	AtaNka#1	A-taNka m. disease or sickness of body, Suśr.	7	1	0.875	4	0.831	0.4286	1.18	1	5.33	1	0	2	ayurveda	0.8571		attested	
AtaNka	mw	AtaNka#3	( ifc. f( A ). , MBh. ii, 285 ) pain or affliction of mind, disquietude, apprehension, fear, Vikr. ;	1	2	0.125	1	0.8032	1.0	0.2	2	2.67	2	1	1	epic	1.0		attested	
AtaNka	semdom	state	state	7	1	0.875	4	0.831	0.4286	1.18	1	5.33	1	0	2	ayurveda	0.8571		attested	
AtaNka	semdom	feeling	feeling	1	2	0.125	1	0.8032	1.0	0.2	2	2.67	2	1	1	epic	1.0		attested	
AtaNka	wn	61365	disease — an impairment of health or a condition of abnormal functioning	7	1	0.875	4	0.831	0.4286	1.18	1	5.33	1	0	2	ayurveda	0.8571		attested	
AtaNka	wn	35177	apprehension — fearful expectation or anticipation: 'the student looked around the examination room 	1	2	0.125	1	0.8032	1.0	0.2	2	2.67	2	1	1	epic	1.0		attested	
Atan	mw	Atan#6	to extend (a texture), spread, stretch (a bow for shooting), RV. ; AV. &c.:	2	1	0.6667	1	0.9855	1.0	0.03	2	1.5	1	0	2	ayurveda	1.0		attested	
Atan	mw	Atan#2	to extend or stretch over, penetrate, spread, overspread (said of the light), illuminate, RV. ;	1	2	0.3333	1	0.9563	1.0	0.04	1	1.5	1	1	1	veda	1.0		attested	
Atan	wn	86884	expand — make bigger or wider in size, volume, or quantity; 'expand the house by adding another wing	6	1	0.5455	2	0.8749	0.5	0.75	1	4.58	1	3	1	veda	0.5		attested	
Atan	wn	96194	prolong — lengthen or extend in duration or space	2	2	0.1818	1	0.9855	1.0	0.03	4	1.22	3	0	3	ayurveda	1.0		attested	
Atan	wn	85611	inflate — fill with gas or air; 'inflate a balloons'	1	3	0.0909	1	0.9186	1.0	0.08	2	0.61	5	0	3	ayurveda	1.0		attested	
Atan	wn	88921	chant — recite with musical intonation; recite as a chant; 'The rabbi chanted a prayer'	1	3	0.0909	1	0.9921	1.0	0.01	5	3.67	2	0	3	rasasastra	1.0		attested	
Atan	wn	96194,86884	ātan — to extend or stretch over	1	3	0.0909	1	0.9563	1.0	0.04	3	0.92	4	1	2	veda	1.0		attested	
Atap	mw	Atap#2	to radiate heat, AV. ; VS. ; Kauś. :	1	1	1.0	1	0.988	1.0	0.01	1	1.0	1	1	1	veda	1.0		attested	
Atap	wn	86119	heat — make hot or hotter; 'heat the soup'	1	1	1.0	1	0.988	1.0	0.01	1	1.0	1	1	1	veda	1.0		attested	
Atapa	mw	Atapa#2	A-tapa/ ( as ), m. ( ifc. f( A ). , R. ; Śak. ) heat (especially of the sun), sunshine, KaṭhUp. ; Mn	144	1	1.0	27	0.4842	0.2708	74.27	1	144.0	1	11	1	rasasastra	0.6597		attested	
Atapa	semdom	phenomenon	phenomenon	139	1	0.9392	27	0.5006	0.2806	69.42	1	138.27	1	9	1	rasasastra	0.6619		attested	
Atapa	semdom	attribute	attribute	4	2	0.027	3	0.7661	0.5	0.94	3	3.47	3	2	3	rasasastra	0.5		attested	
Atapa	semdom	time	time	4	2	0.027	2	0.703	0.75	1.19	2	6.04	2	4	2	epic	1.0		attested	
Atapa	semdom	cognition	cognition	1	4	0.0068	1	0.9498	1.0	0.05	4	0.22	4	0	4	rasasastra	1.0		attested	
Atapa	wn	49514	sunlight — the rays of the sun; 'the shingles were weathered by the sun and wind'	139	1	0.9392	27	0.5006	0.2806	69.42	1	138.27	1	9	1	rasasastra	0.6619		attested	
Atapa	wn	24860	hotness — the presence of heat	4	2	0.027	3	0.7661	0.5	0.94	3	3.47	3	2	3	rasasastra	0.5		attested	
Atapa	wn	66321	summer — the warmest season of the year; 'they spent a lazy summer at the shore'	4	2	0.027	2	0.703	0.75	1.19	2	6.04	2	4	2	epic	1.0		attested	
Atapa	wn	27778	heat — the sensation caused by heat energy	1	4	0.0068	1	0.9498	1.0	0.05	4	0.22	4	0	4	rasasastra	1.0		attested	
Atapatra	mw	Atapatra#1	A-tapa—tra n. ‘heat-protector’ ( ifc. f( A ). , Megh. ; Kathās. ), a large umbrella (of silk or leav	11	1	1.0	6	0.6327	0.3636	4.04	1	11.0	1	9	1	purana	0.4545		attested	
Atapatra	semdom	artifact	artifact	11	1	1.0	6	0.6327	0.3636	4.04	1	11.0	1	9	1	purana	0.4545		attested	
Atapatra	wn	22537	umbrella — a lightweight handheld collapsible shelter	11	1	1.0	6	0.6327	0.3636	4.04	1	11.0	1	9	1	purana	0.4545		attested	
AtatAyin	wn	68067	cutthroat — capable of or conducive to bloodshed; 'a cutthroat rogue'; 'a homicidal rage'; 'murderou	4	1	0.6667	2	0.703	0.75	1.19	1	2.4	2	4	1	epic	1.0		attested	
AtatAyin	wn	104217	killing	2	2	0.3333	2	0.8942	0.5	0.21	2	3.6	1	2	2	purana	0.5		attested	
AtatanTa	wn	135218	ātatantha — [gramm.] the word ātatantha	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
Ati	semdom	communication	communication	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
Ati	wn	134631	āti — [gramm.] a taddhita affix	1	1	0.5	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
Ati	wn	135017	āti [word] — the word āti	1	1	0.5	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
AtiSayya	semdom	attribute	attribute	1	1	1.0	1	0.9933	1.0	0.01	1	1.0	1	0	1	rasasastra	1.0		attested	
AtiSayya	wn	23543	superiority — the quality of being superior	1	1	1.0	1	0.9933	1.0	0.01	1	1.0	1	0	1	rasasastra	1.0		attested	
AtiTya	semdom	communication	communication	17	1	1.0	4	0.6961	0.7647	5.17	1	17.0	1	17	1	epic	0.8235		attested	
AtiTya	wn	31082	cordial reception — kindness in welcoming guests or strangers	17	1	1.0	4	0.6961	0.7647	5.17	1	17.0	1	17	1	epic	0.8235		attested	
AtmApahAraka	mw	AtmApahAraka#1	AtmA pahAra—ka mfn. self-concealing, dissembling, pretending to belong to a higher class than one's 	1	1	1.0	1	0.9824	1.0	0.02	1	1.0	1	0	1	dharmasastra	1.0		attested	
AtmApahAraka	wn	79010	dissembling — concealing under a false appearance with the intent to deceive; 'dissimulative arts'	1	1	1.0	1	0.9824	1.0	0.02	1	1.0	1	0	1	dharmasastra	1.0		attested	
AtmaBU	semdom	person	person	11	1	1.0	7	0.9769	0.1818	0.25	1	11.0	1	7	1	purana	0.3636		attested	
AtmaBU	wn	42961	Brahma — the Creator; one of the three major deities in the later Hindu pantheon	5	1	0.4545	5	0.9825	0.2	0.09	1	4.89	1	3	1	purana	0.4		attested	
AtmaBU	wn	42992	Shiva — the Destroyer; one of the three major divinities in the later Hindu pantheon	3	2	0.2727	2	0.9941	0.6667	0.02	2	3.06	2	3	1	purana	0.6667		attested	
AtmaBU	wn	42976	Kama — god of love and erotic desire; opposite of Mara	2	3	0.1818	2	0.9962	0.5	0.01	3	2.14	3	1	3	kosa	0.5		attested	
AtmaBU	wn	43002	Vishnu — the Sustainer; a Hindu divinity worshipped as the preserver of worlds	1	4	0.0909	1	0.9986	1.0	0.0	4	0.92	4	0	4	kosa	1.0		attested	
AtmaBUta	mw	AtmaBUta#1	Atma—BUta mfn. ‘become another's self’, attached to, faithful, Mn. vii, 217 ; R. vii, 83, 5.	1	1	1.0	1	0.9824	1.0	0.02	1	1.0	1	0	1	dharmasastra	1.0		attested	
AtmaBUta	wn	69850	faithful — (used of persons) dependable in devotion or allegiance or affection; 'a faithful old dog'	1	1	1.0	1	0.9824	1.0	0.02	1	1.0	1	0	1	dharmasastra	1.0		attested	
AtmaBava	semdom	person	person	1	1	1.0	1	0.9951	1.0	0.0	1	1.0	1	1	1	purana	1.0		attested	
AtmaBava	wn	48023	son — a male human offspring; 'their son became a famous judge'; 'his boy is taller than he is'	1	1	1.0	1	0.9951	1.0	0.0	1	1.0	1	1	1	purana	1.0		attested	
AtmaGAtin	semdom	person	person	1	1	1.0	1	0.9985	1.0	0.0	1	1.0	1	1	1	purana	1.0		attested	
AtmaGAtin	wn	48221	suicide — a person who kills himself intentionally	1	1	1.0	1	0.9985	1.0	0.0	1	1.0	1	1	1	purana	1.0		attested	
AtmaGoza	mw	AtmaGoza#1	Atma—Goza m. ‘uttering one's own name’, a crow, L.	1	1	1.0	1	0.9962	1.0	0.0	1	1.0	1	0	1	kosa	1.0		attested	
AtmaGoza	semdom	animal	animal	1	1	1.0	1	0.9962	1.0	0.0	1	1.0	1	0	1	kosa	1.0		attested	
AtmaGoza	wn	7212	crow — black birds having a raucous call	1	1	1.0	1	0.9962	1.0	0.0	1	1.0	1	0	1	kosa	1.0		attested	
AtmaSalyA	mw	AtmaSalyA#1	Atma—SalyA f. the plant Asparagus Racemosus Willd. , L.	1	1	1.0	1	0.9841	1.0	0.02	1	1.0	1	0	1	ayurveda	1.0		attested	
AtmaSalyA	semdom	plant	plant	1	1	1.0	1	0.9841	1.0	0.02	1	1.0	1	0	1	ayurveda	1.0		attested	
AtmaSalyA	wn	100954	Asparagus racemosus — a kind of asparagus	1	1	1.0	1	0.9841	1.0	0.02	1	1.0	1	0	1	ayurveda	1.0		attested	
AtmaguptA	mw	AtmaguptA#1	Atma—guptA f. the plant Mucuna Pruritus Hook , Suśr.	5	1	1.0	5	0.9645	0.2	0.18	1	5.0	1	0	1	ayurveda	0.8		attested	
AtmaguptA	semdom	Tops	Tops	5	1	1.0	5	0.9645	0.2	0.18	1	5.0	1	0	1	ayurveda	0.8		attested	
AtmaguptA	wn	103340	Mucuna prurita Hook. — a kind of plant (guter Eintrag); an herbaceous twining annual. The leaves are	5	1	1.0	5	0.9645	0.2	0.18	1	5.0	1	0	1	ayurveda	0.8		attested	
AtmajA	mw	AtmajA#1	Atma—jA f. a daughter, MBh. ; R. &c.	24	1	1.0	5	0.6984	0.5417	7.24	1	24.0	1	24	1	epic	0.8333		attested	
AtmajA	semdom	person	person	24	1	1.0	5	0.6984	0.5417	7.24	1	24.0	1	24	1	epic	0.8333		attested	
AtmajA	wn	45191	daughter — a female human offspring; 'her daughter cared for her in her old age'	24	1	1.0	5	0.6984	0.5417	7.24	1	24.0	1	24	1	epic	0.8333		attested	
Atmaja	mw	Atmaja#2	Atma—ja m. ( ifc. f( A ). , R. ) ‘born from or begotten by one's self’, a son, Nir. ; Mn. &c.	377	1	1.0	16	0.6624	0.5995	127.29	1	377.0	1	372	1	epic	0.9204		attested	
Atmaja	semdom	person	person	377	1	1.0	16	0.6624	0.5995	127.29	1	377.0	1	372	1	epic	0.9204		attested	
Atmaja	wn	48023	son — a male human offspring; 'their son became a famous judge'; 'his boy is taller than he is'	377	1	1.0	16	0.6624	0.5995	127.29	1	377.0	1	372	1	epic	0.9204		attested	
Atmajanman	mw	Atmajanman#2	Atma—janman m. (= -ja , m. ) a son, Ragh. i, 33 ; v, 36.	1	1	1.0	1	0.9882	1.0	0.01	1	1.0	1	0	1	rasasastra	1.0		attested	
Atmajanman	semdom	person	person	1	1	1.0	1	0.9882	1.0	0.01	1	1.0	1	0	1	rasasastra	1.0		attested	
Atmajanman	wn	48023	son — a male human offspring; 'their son became a famous judge'; 'his boy is taller than he is'	1	1	1.0	1	0.9882	1.0	0.01	1	1.0	1	0	1	rasasastra	1.0		attested	
Atmaka	mw	Atmaka#3	consisting or composed of Mn. ; MBh. &c. ( cf. paYcA tmaka &c.)	66	1	0.9429	25	0.5191	0.1364	31.74	1	68.38	1	12	1	rasasastra	0.5303		attested	
Atmaka	mw	Atmaka#1	Atmaka mf( ikA )n. belonging to or forming the nature of ( gen. ), MBh. xv, 926	4	2	0.0571	3	0.8404	0.5	0.64	2	1.62	2	1	2	rasasastra	0.75		attested	
Atmaka	wn	104052	consisting of	66	1	0.7416	25	0.5191	0.1364	31.74	1	69.42	1	12	1	rasasastra	0.5303		attested	
Atmaka	wn	84449	produced — that is caused by; 'if...such a change is produced by...insulin comas or electroshocks'; 	16	2	0.1798	2	0.8882	0.9375	1.79	2	6.03	3	0	3	ayurveda	0.9375		attested	
Atmaka	wn	70339	endowed — provided or supplied or equipped with (especially as by inheritance or nature); 'an well-e	4	3	0.0449	3	0.8404	0.5	0.64	3	1.76	4	1	2	rasasastra	0.75		attested	
Atmaka	wn	72286	appropriate — meant or adapted for an occasion or use; 'a tractor suitable (or fit) for heavy duty';	1	4	0.0112	1	0.9696	1.0	0.03	5	0.28	6	0	3	rasasastra	1.0		attested	
Atmaka	wn	73874	apt(p) — (usually followed by `to') naturally disposed toward; 'he is apt to ignore matters he consi	1	4	0.0112	1	0.9186	1.0	0.08	4	0.38	5	0	3	ayurveda	1.0		attested	
Atmaka	wn	74145	intended — intentional or planned; 'your intended trip abroud'; 'an intended insult'	1	4	0.0112	1	0.9977	1.0	0.0	6	11.12	2	0	3	arthasastra	1.0		attested	
AtmamBari	wn	133336	ātmambhari [word] — the word ātmambhari	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
Atman	mw	Atman#3	the individual soul, self, abstract individual [ e.g. Atma/n ( Ved. loc. ) Datte , or karoti , ‘he p	273	1	0.527	37	0.5267	0.3736	129.2	1	225.15	1	200	1	epic	0.6007		attested	
Atman	mw	Atman#4	essence, nature, character, peculiarity (often ifc. , e.g. karmA tman , &c.), RV. x, 97, 11 , &c.	105	2	0.2027	13	0.5311	0.6952	49.24	2	61.46	4	84	2	epic	0.7714		attested	
Atman	mw	Atman#2	the soul, principle of life and sensation, RV. ; AV. &c.	65	3	0.1255	25	0.7022	0.3077	19.36	3	147.37	2	35	4	epic	0.3231		attested	
Atman	mw	Atman#1	Atma/n m. (variously derived fr. an , to breathe; at , to move; vA , to blow; cf. tma/n ) the breath	53	4	0.1023	8	0.866	0.3396	7.1	4	67.53	3	45	3	veda	0.434		attested	
Atman	mw	Atman#7	( ifc. ) ‘the understanding, intellect, mind’, see nazwA tman , mandA ˚	17	5	0.0328	7	0.6219	0.3529	6.43	5	12.12	5	9	5	epic	0.4706		attested	
Atman	mw	Atman#6	the body, Ragh. i, 14 ; RāmatUp.	5	6	0.0097	5	0.6672	0.2	1.66	6	4.37	6	3	6	veda	0.4		attested	
Atman	semdom	cognition	cognition	281	1	0.6069	37	0.5304	0.3701	131.96	1	246.61	1	208	1	epic	0.6085		attested	
Atman	semdom	attribute	attribute	98	2	0.2117	11	0.5743	0.7449	41.72	2	32.9	3	82	2	epic	0.8163		attested	
Atman	semdom	person	person	73	3	0.1577	26	0.6977	0.2877	22.07	3	172.9	2	35	3	epic	0.3014		attested	
Atman	semdom	Tops	Tops	10	4	0.0216	9	0.6385	0.2	3.61	4	9.36	4	5	4	ayurveda	0.4		attested	
Atman	semdom	time	time	1	5	0.0022	1	0.9563	1.0	0.04	5	1.23	5	1	5	veda	1.0		attested	
Atman	wn	27561	self — your consciousness of your own identity	264	1	0.5077	35	0.5527	0.3864	118.1	1	216.95	1	199	1	epic	0.6174		attested	
Atman	wn	23537	nature — the essential qualities or characteristics by which something is recognized; 'it is the nat	97	2	0.1865	11	0.5827	0.7526	40.48	2	35.58	3	81	2	epic	0.8144		attested	
Atman	wn	100661	Ātman — the principle of life and sensation	62	3	0.1192	23	0.7322	0.3065	16.6	3	146.35	2	32	3	epic	0.3065		attested	
Atman	wn	27561,100661	ātman — the breath	30	4	0.0577	3	0.8962	0.4	3.11	5	15.48	7	30	4	veda	0.6		attested	
Atman	wn	27304	mind — that which is responsible for one's thoughts and feelings; the seat of the faculty of reason;	17	5	0.0327	7	0.6219	0.3529	6.43	4	11.89	8	9	5	epic	0.4706		attested	
Atman	wn	43355	self — a person considered as a unique individual; 'one's own self'	9	6	0.0173	4	0.7922	0.6667	1.87	6	8.39	9	1	12	ayurveda	0.7778		attested	
Atman	wn	100661,48038	ātman — the breath	6	7	0.0115	1	0.9984	1.0	0.01	21	21.82	5	0	20	darsana	1.0		attested	
Atman	wn	25712	body — the entire physical structure of an organism (especially an animal or human being); 'he felt 	5	8	0.0096	5	0.6672	0.2	1.66	7	4.34	10	3	8	veda	0.4		attested	
Atman	wn	100661,27561	ātman — the breath	4	9	0.0077	3	0.8949	0.5	0.42	10	16.95	6	4	6	purana	0.5		attested	
Atman	wn	132547	ātman [word] — the word ātman	4	9	0.0077	1	0.9711	1.0	0.12	12	22.86	4	0	20	vyakarana	1.0		attested	
Atman	wn	27561,25712	ātman — the breath	4	9	0.0077	1	0.9969	1.0	0.01	20	3.08	13	4	6	veda	1.0		attested	
Atman	wn	23091	character — the inherent complex of attributes that determine a persons moral and ethical actions an	3	12	0.0058	3	0.8101	0.3333	0.57	9	2.81	14	2	9	purana	0.3333		attested	
Atman	wn	27561,23537	ātman — the breath	2	13	0.0038	1	0.8998	1.0	0.2	11	0.27	19	2	9	epic	1.0		attested	
Atman	wn	48038	soul — the immaterial part of a person; the actuating cause of an individual life	2	13	0.0038	2	0.703	0.5	0.59	8	0.27	19	2	9	epic	1.0		attested	
Atman	wn	574	person — a human being; 'there was too much for one person to do'	2	13	0.0038	2	0.9828	0.5	0.03	19	1.86	15	0	20	ayurveda	1.0		attested	
Atman	wn	100661,27561,48038	ātman — the breath	1	16	0.0019	1	0.9984	1.0	0.0	23	3.64	11	0	20	darsana	1.0		attested	
Atman	wn	100661,574	ātman — the breath	1	16	0.0019	1	0.9984	1.0	0.0	23	3.64	11	0	20	darsana	1.0		attested	
Atman	wn	23091,23537,27561	ātman — the breath	1	16	0.0019	1	0.8998	1.0	0.1	13	0.14	21	1	12	epic	1.0		attested	
Atman	wn	23537,27561	ātman — the breath	1	16	0.0019	1	0.8998	1.0	0.1	13	0.14	21	1	12	epic	1.0		attested	
Atman	wn	23689	peculiarity — a distinguishing trait	1	16	0.0019	1	0.8998	1.0	0.1	13	0.14	21	1	12	epic	1.0		attested	
Atman	wn	27304,27561	ātman — the breath	1	16	0.0019	1	0.8998	1.0	0.1	13	0.14	21	1	12	epic	1.0		attested	
Atman	wn	27304,65837	ātman — the breath	1	16	0.0019	1	0.9563	1.0	0.04	17	0.77	17	1	12	veda	1.0		attested	
Atman	wn	27561,27304	ātman — the breath	1	16	0.0019	1	0.9951	1.0	0.0	22	1.74	16	1	12	purana	1.0		attested	
Atman	wn	65837	life — the period during which something is functional (as between birth and death); 'the battery ha	1	16	0.0019	1	0.9563	1.0	0.04	17	0.77	17	1	12	veda	1.0		attested	
Atmanepada	mw	Atmanepada#1	Atmane—pada n. ‘word to one's self’, form for one's self i.e. that form of the verb which implies an	11	1	1.0	1	0.9711	1.0	0.32	1	11.0	1	0	1	vyakarana	1.0		attested	
Atmanepada	semdom	relation	relation	11	1	1.0	1	0.9711	1.0	0.32	1	11.0	1	0	1	vyakarana	1.0		attested	
Atmanepada	wn	132030	medium voice — the (terminations of the) middle/medium voice	11	1	1.0	1	0.9711	1.0	0.32	1	11.0	1	0	1	vyakarana	1.0		attested	
Atmanvat	mw	Atmanvat#1	Atman—va/t mfn. animated, having a soul, RV. ; AV. ; TS.	4	1	1.0	2	0.9443	0.75	0.22	1	4.0	1	4	1	veda	1.0		attested	
Atmanvat	wn	67167	live — having life; 'a live canary'; 'hit a live nerve'; 'famous living painters'; 'living tissue'; 	4	1	1.0	2	0.9443	0.75	0.22	1	4.0	1	4	1	veda	1.0		attested	
Atmaruha	semdom	plant	plant	1	1	1.0	1	0.8998	1.0	0.1	1	1.0	1	1	1	epic	1.0		attested	
Atmaruha	wn	56963	tree — a tall perennial woody plant having a main trunk and branches forming a distinct elevated cro	1	1	1.0	1	0.8998	1.0	0.1	1	1.0	1	1	1	epic	1.0		attested	
AtmasaMtAna	mw	AtmasaMtAna#1	Atma—saMtAna m. ‘one's own offspring’, a son, Mn. iii, 185.	1	1	1.0	1	0.9824	1.0	0.02	1	1.0	1	0	1	dharmasastra	1.0		attested	
AtmasaMtAna	semdom	person	person	1	1	1.0	1	0.9824	1.0	0.02	1	1.0	1	0	1	dharmasastra	1.0		attested	
AtmasaMtAna	wn	48023	son — a male human offspring; 'their son became a famous judge'; 'his boy is taller than he is'	1	1	1.0	1	0.9824	1.0	0.02	1	1.0	1	0	1	dharmasastra	1.0		attested	
AtmasamBavA	mw	AtmasamBavA#1	Atma—samBavA f. a daughter, R.	2	1	1.0	1	0.8032	1.0	0.39	1	2.0	1	2	1	epic	1.0		attested	
AtmasamBavA	semdom	person	person	2	1	1.0	1	0.8032	1.0	0.39	1	2.0	1	2	1	epic	1.0		attested	
AtmasamBavA	wn	45191	daughter — a female human offspring; 'her daughter cared for her in her old age'	2	1	1.0	1	0.8032	1.0	0.39	1	2.0	1	2	1	epic	1.0		attested	
AtmasamBava	mw	AtmasamBava#1	Atma—samBava m. (= -ja ) a son, MBh. i, 6651 ; R. ; Ragh.	9	1	1.0	2	0.703	0.6667	2.67	1	9.0	1	9	1	epic	1.0		attested	
AtmasamBava	semdom	person	person	9	1	1.0	2	0.703	0.6667	2.67	1	9.0	1	9	1	epic	1.0		attested	
AtmasamBava	wn	48023	son — a male human offspring; 'their son became a famous judge'; 'his boy is taller than he is'	9	1	1.0	2	0.703	0.6667	2.67	1	9.0	1	9	1	epic	1.0		attested	
AtmavaDyA	semdom	act	act	1	1	1.0	1	0.8998	1.0	0.1	1	1.0	1	1	1	epic	1.0		attested	
AtmavaDyA	wn	1404	suicide — killing yourself	1	1	1.0	1	0.8998	1.0	0.1	1	1.0	1	1	1	epic	1.0		attested	
Atmavat	mw	Atmavat#2	self-possessed, composed, prudent, Mn. ; Yājñ. ; MBh. &c.	26	1	1.0	4	0.6657	0.5	8.69	1	26.0	1	14	1	epic	0.5385		attested	
Atmavat	wn	69543	composed — serenely self-possessed and free from agitation especially in times of stress; 'the perfo	23	1	0.8846	3	0.6783	0.5217	7.4	1	16.71	1	13	1	epic	0.5652		attested	
Atmavat	wn	69546	collected — in full control of your faculties; 'the witness remained collected throughout the cross-	3	2	0.1154	2	0.7856	0.6667	0.64	2	9.29	2	1	2	dharmasastra	0.6667		attested	
Atmayoni	semdom	person	person	1	1	1.0	1	0.9997	1.0	0.0	1	1.0	1	1	1	kavya	1.0		attested	
Atmayoni	wn	42976	Kama — god of love and erotic desire; opposite of Mara	1	1	1.0	1	0.9997	1.0	0.0	1	1.0	1	1	1	kavya	1.0		attested	
Atodya	mw	Atodya#1	A-todya n. ‘to be struck’, a musical instrument, Jain. ( Prākṛt āojja ), Ragh. ; Kathās.	4	1	1.0	3	0.9929	0.5	0.03	1	4.0	1	1	1	alamkara	0.5		attested	
Atodya	semdom	artifact	artifact	4	1	1.0	3	0.9929	0.5	0.03	1	4.0	1	1	1	alamkara	0.5		attested	
Atodya	wn	18995	musical instrument — an instrument used to produce music	4	1	1.0	3	0.9929	0.5	0.03	1	4.0	1	1	1	alamkara	0.5		attested	
