lemma_slp1	layer	sense_id	sense_gloss	count_all	sense_rank	lemma_share	n_texts	dispersion_dp	largest_text_share	count_adj	sense_rank_adj	count_bal_uniform	sense_rank_bal	count_nonsastra	sense_rank_nonsastra	top_genre	top_genre_share	periods	provenance	confidence
kzayaRa	mw	kzayaRa#7	2. kzayaRa mfn. ifc. ‘destroying, annihilating, driving away, dispersing’, see arAya- , asura- , piS	3	1	1.0	2	0.9843	0.6667	0.05	1	3.0	1	3	1	veda	1.0		attested	
kzayaRa	wn	103992	destroying	3	1	1.0	2	0.9843	0.6667	0.05	1	3.0	1	3	1	veda	1.0		attested	
kzayadvIra	semdom	person	person	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
kzayadvIra	wn	42992	Shiva — the Destroyer; one of the three major divinities in the later Hindu pantheon	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
kze	semdom	communication	communication	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
kze	wn	133618	kṣe [ending] — a verbal ending	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
kzema	mw	kzema#6	kze/ma m. n. ( Ved. only m. ; g. arDarcA di ), safety, tranquillity, peace, rest, security, any secu	11	1	0.7333	5	0.8457	0.3636	1.7	1	11.43	1	10	1	veda	0.4545		attested	
kzema	mw	kzema#3	at ease, prosperous, safe, W.	3	2	0.2	2	0.8561	0.6667	0.43	2	2.32	2	3	2	veda	0.6667		attested	
kzema	mw	kzema#1	kze/ma mf( A )n. (√ 2. kzi ) habitable	1	3	0.0667	1	0.8998	1.0	0.1	3	1.25	3	1	3	epic	1.0		attested	
kzema	semdom	state	state	5	1	0.7143	4	0.7437	0.4	1.28	1	6.07	1	4	1	veda	0.6		attested	
kzema	semdom	attribute	attribute	2	2	0.2857	1	0.9563	1.0	0.09	2	0.93	2	2	2	veda	1.0		attested	
kzema	wn	23479,61037,60962	kṣema — safety	4	1	0.25	1	0.9962	1.0	0.02	9	3.2	2	4	1	purana	1.0		attested	
kzema	wn	60968	peace — the state prevailing during the absence of war	3	2	0.1875	2	0.9443	0.6667	0.17	2	1.37	4	3	2	veda	1.0		attested	
kzema	wn	23479	ease — freedom from difficulty or hardship or effort: 'he rose through the ranks with apparent ease'	2	3	0.125	1	0.9563	1.0	0.09	5	0.91	7	2	3	veda	1.0		attested	
kzema	wn	61037	happiness — state of well-being characterized by emotions ranging from contentment to intense joy	2	3	0.125	2	0.7994	0.5	0.4	1	4.27	1	1	4	kosa	0.5		attested	
kzema	wn	133365	kṣema [word] — the word kṣema	1	5	0.0625	1	0.9711	1.0	0.03	8	3.2	2	0	9	vyakarana	1.0		attested	
kzema	wn	23479,60968	kṣema — safety	1	5	0.0625	1	0.9563	1.0	0.04	6	0.46	8	1	4	veda	1.0		attested	
kzema	wn	66486,61140	kṣema — safety	1	5	0.0625	1	0.9563	1.0	0.04	6	0.46	8	1	4	veda	1.0		attested	
kzema	wn	78310	safe — free from risk or danger; 'a safe trip'; 'you will be safe here'; 'a safe place'; 'a safe bet	1	5	0.0625	1	0.8998	1.0	0.1	3	1.07	5	1	4	epic	1.0		attested	
kzema	wn	78310,71185	kṣema — habitable	1	5	0.0625	1	0.8998	1.0	0.1	3	1.07	5	1	4	epic	1.0		attested	
kzemaka	mw	kzemaka#8	of the last descendant of Parīkṣit in the Kali-yuga , VP. ; BhP. ix, 22, 42 f.	2	1	1.0	1	0.9917	1.0	0.02	1	2.0	1	2	1	purana	1.0		attested	
kzemaka	wn	127415	Kṣemaka — name of a son of Niramitra, the last descendant of Parīkṣit in the Kaliyuga	2	1	1.0	1	0.9917	1.0	0.02	1	2.0	1	2	1	purana	1.0		attested	
kzematara	wn	132760	easier — dt. leichter	1	1	1.0	1	0.8998	1.0	0.1	1	1.0	1	1	1	epic	1.0		attested	
kzemin	mw	kzemin#1	kzemin mfn. enjoying peace or security, safe, secure, MBh. ( e.g. Nal. xii, 90 ), BhP. x, 88, 39 ; K	1	1	1.0	1	0.8998	1.0	0.1	1	1.0	1	1	1	epic	1.0		attested	
kzemin	wn	76520	peaceful — not disturbed by strife or turmoil or war; 'a peaceful nation'; 'peaceful times'; 'a far 	1	1	0.5	1	0.8998	1.0	0.1	1	1.0	1	1	1	epic	1.0		attested	
kzemin	wn	78310	safe — free from risk or danger; 'a safe trip'; 'you will be safe here'; 'a safe place'; 'a safe bet	1	1	0.5	1	0.8998	1.0	0.1	1	1.0	1	1	1	epic	1.0		attested	
kzepa	mw	kzepa#16	application of a term to something else, Bādar. iv, 1, 6 , Sch.	5	1	0.5556	3	0.9327	0.6	0.34	1	2.25	2	0	1	rasasastra	1.0		attested	
kzepa	mw	kzepa#13	( Pāṇ. ii, 1, 26 and v, 4, 46 ) insult, invective, abuse, reviling, MBh. i, 555 ; iii, 631 ; Yājñ. i	3	2	0.3333	2	0.9707	0.6667	0.09	2	4.5	1	0	1	dharmasastra	0.6667		attested	
kzepa	mw	kzepa#3	stretching (as of the legs), Suśr.	1	3	0.1111	1	0.9186	1.0	0.08	3	2.25	2	0	1	ayurveda	1.0		attested	
kzepa	semdom	act	act	24	1	0.4211	11	0.8271	0.25	4.15	2	28.37	1	1	1	rasasastra	0.9167		attested	
kzepa	semdom	process	process	18	2	0.3158	10	0.7533	0.2222	4.44	1	4.56	3	0	2	rasasastra	1.0		attested	
kzepa	semdom	communication	communication	10	3	0.1754	2	0.9707	0.8	0.29	3	22.8	2	0	2	vyakarana	0.8		attested	
kzepa	semdom	Tops	Tops	4	4	0.0702	3	0.9327	0.5	0.27	4	1.01	4	0	2	rasasastra	1.0		attested	
kzepa	semdom	artifact	artifact	1	5	0.0175	1	0.9498	1.0	0.05	5	0.25	5	0	2	rasasastra	1.0		attested	
kzepa	wn	2035	addition — the act of adding one thing to another; 'the addition of flowers created a pleasing effec	21	1	0.3684	9	0.8698	0.2857	2.73	2	5.32	5	0	2	rasasastra	1.0		attested	
kzepa	wn	127722	kṣepavedha — a kind of vedha	18	2	0.3158	10	0.7533	0.2222	4.44	1	4.56	6	0	2	rasasastra	1.0		attested	
kzepa	wn	31462	reproach — a mild rebuke or criticism; 'words of reproach'	7	3	0.1228	1	0.9711	1.0	0.2	4	9.97	4	0	2	vyakarana	1.0		attested	
kzepa	wn	4871	location — the act of putting something in a certain place or location	4	4	0.0702	3	0.9327	0.5	0.27	3	1.01	7	0	2	rasasastra	1.0		attested	
kzepa	wn	31472	abuse — a rude expression intended to offend or hurt; 'when a student made a stupid mistake he spare	3	5	0.0526	2	0.9707	0.6667	0.09	5	12.82	1	0	2	dharmasastra	0.6667		attested	
kzepa	wn	127688	prakṣepa — anything added or thrown into drugs while in course of decoction	1	6	0.0175	1	0.9498	1.0	0.05	7	0.25	8	0	2	rasasastra	1.0		attested	
kzepa	wn	2059	extension — act of stretching or straightening out a flexed limb	1	6	0.0175	1	0.9186	1.0	0.08	6	11.4	2	0	2	ayurveda	1.0		attested	
kzepa	wn	4122	look — the act of directing the eyes toward something and perceiving it visually; 'he went out to ha	1	6	0.0175	1	0.971	1.0	0.03	8	0.25	8	0	2	rasasastra	1.0		attested	
kzepa	wn	970	shooting — the act of firing a projectile; 'his shooting was slow but accurate'	1	6	0.0175	1	0.999	1.0	0.0	9	11.4	2	1	1	katha	1.0		attested	
kzepaRI	mw	kzepaRI#2	an oar, L.	1	1	1.0	1	0.9962	1.0	0.0	1	1.0	1	0	1	kosa	1.0		attested	
kzepaRI	semdom	artifact	artifact	1	1	1.0	1	0.9962	1.0	0.0	1	1.0	1	0	1	kosa	1.0		attested	
kzepaRI	wn	19159	oar — an implement used to propel or steer a boat	1	1	1.0	1	0.9962	1.0	0.0	1	1.0	1	0	1	kosa	1.0		attested	
kzepaRa	mw	kzepaRa#1	kzepaRa n. the act of throwing, casting, letting fly or go (a bow-string), Nir. ii, 28 ; MBh. iv, 35	13	1	1.0	8	0.8793	0.2308	1.57	1	13.0	1	0	1	rasasastra	0.8462		attested	
kzepaRa	semdom	act	act	13	1	1.0	8	0.8793	0.2308	1.57	1	13.0	1	0	1	rasasastra	0.8462		attested	
kzepaRa	wn	2035	addition — the act of adding one thing to another; 'the addition of flowers created a pleasing effec	10	1	0.7692	8	0.8793	0.2	1.21	1	11.23	1	0	1	rasasastra	0.8		attested	
kzepaRa	wn	892	throw — the act of throwing (propelling something through the air with a rapid movement of the arm a	3	2	0.2308	2	0.9643	0.6667	0.11	2	1.77	2	0	1	rasasastra	1.0		attested	
kzepaveDa	semdom	process	process	3	1	1.0	3	0.9612	0.3333	0.12	1	3.0	1	0	1	rasasastra	1.0		attested	
kzepaveDa	wn	127722	kṣepavedha — a kind of vedha	3	1	1.0	3	0.9612	0.3333	0.12	1	3.0	1	0	1	rasasastra	1.0		attested	
kzepay	wn	85257	add — make an addition (to); join with others; increase by another or several; 'We added two student	1	1	1.0	1	0.9881	1.0	0.01	1	1.0	1	0	1	rasasastra	1.0		attested	
