whitney_no,root_iast,homonym,talmud_root,talmud_whitney_ref,talmud_tip,talmud_ryad,talmud_set,mp1_grade,mp2_grade,mp3_grade,alternation_class,mp1_deviation,derivation_method,grade_confidence,match_kind,unclassifiable_reason
487,psā,,psø̄,psā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
488,phakk,,phakk,phakk,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
489,phaṇ,,phaṇ,phaṇ,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
490,phar,,phar,phar,II,R,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
491,phal,1,phal,1 phal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
492,phal,2,phal,2 phal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
493,baṃh,,bn̥h,baṃh,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
494,bandh,,bn̥dh,bandh,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
495,bal,,bal,bal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
496,bādh,,bādh,bādh,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
497,budh,,budh,budh,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
498,bul,,bul,bul,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
499,bṛṃh,,vṛṃh,"vṛṃh, bṛṃh",III,R₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
500,bṛh,1,bṛh,1 bṛh,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
501,bṛh,2,vṛh,"vṛh, bṛh",I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
502,brū,,brū,brū,I,U₂,,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
503,blī,,vlī,"vlī, blī",I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
504,bhakṣ,,bhakṣ,bhakṣ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
505,bhaj,,bhaj,bhaj,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
506,bhañj,,bhn̥j,bhañj,I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
507,bhaṭ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
508,bhaṇ,,bhaṇ,bhaṇ,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
509,bhan,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
510,bhand,,bhn̥d,bhand,I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
511,bharts,,bharts,bharts,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
512,bharv,,bharv,bharv,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
513,bhal,,bhal,bhal,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
514,bhaṣ,,bhaṣ,bhaṣ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
515,bhas,,bhas,bhas,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
516,bhā,,bhā,bhā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
517,bhām,,bhām,bhām,IV,M,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
518,bhāṣ,,bhāṣ,bhāṣ,II,A₂,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
519,bhās,,bhās,bhās,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
520,bhikṣ,,bhikṣ,bhikṣ,III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
521,bhid,,bhid,bhid,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
522,bhiṣaj,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
523,bhī,,bhī,"bhī, bhīṣ",I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
524,bhuj,1,bhuj,1 bhuj,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
525,bhuj,2,bhuj,2 bhuj,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
526,bhur,,bhur,bhur,III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
527,bhuraj,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
528,bhū,,bhū,bhū,I,U₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
529,bhūṣ,,bhūṣ,bhūṣ,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
530,bhṛ,,bhṛ,bhṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
531,bhṛjj,,bhṛjj,bhṛjj,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
532,bhyas,,bhyas,bhyas,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
533,bhraṃś,,bhrn̥ś,"bhraṃś, bhraś",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
534,bhram,,bhrm̥̄,bhram,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
535,bhrāj,,bhrāj,bhrāj,II,A₂,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
536,bhrī,,bhrī,bhrī,I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
537,bhreṣ,,bhreṣ,bhreṣ,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
538,maṃh,,mn̥h,"maṃh, mah",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
539,majj,,majj,majj,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
540,mañc,,manc,mañc,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
541,maṇ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
542,maṇṭ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
543,maṇḍ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
544,math,,mn̥th,"math, manth",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
545,mad,,mad,"mad, mand",II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
546,man,,mn̥,man,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
547,mah,,mn̥h,"maṃh, mah",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
548,mā,1,mø̄,1 mā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
549,mā,2,mø̄,2 mā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
550,mā,3,mi,3 mā,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
551,mārg,,mārg,mārg,IV,R,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
553,mi,2,mi,1 mi,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
554,mikṣ,,mikṣ,mikṣ (miś),I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
555,migh,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
556,mith,,mith,mith,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
557,mid,,mid,med (mid),I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,manualroot,
558,mil,,mil,mil,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
559,miṣ,,miṣ,miṣ,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
560,mih,,mih,mih,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
561,mī,,mø̄,"mī, mi",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
562,mīl,,mīl,mīl,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
563,mīv,,mīv,"mīv, mū",III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
564,muc,,muc,muc,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
565,muṭ,,muṭ,muṭ,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
566,mud,,mud,mud,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
567,muṣ,,muṣ,muṣ,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
568,muh,,muh,muh,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
569,mū,,mīv,"mīv, mū",III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
570,mūrch,,mūrch,"mūrch, mūr",III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
571,mṛ,1,mṛ,1 mṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
572,mṛ,2,mṝ,"2 mṛ, mṛṇ",I,R₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
573,mṛkṣ,,mṛøkṣ,mṛkṣ,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
574,mṛc,,mṛc,mṛc,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
575,mṛch,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
576,mṛj,,mṛj,mṛj,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
577,mṛḍ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
578,mṛṇ,,mṝ,"2 mṛ, mṛṇ",I,R₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
579,mṛd,,mṛḍ,mṛd,I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
580,mṛdh,,mṛdh,mṛdh,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
581,mṛś,,mṛś,mṛś,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
582,mṛṣ,,mṛṣ,mṛṣ,I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
584,mokṣ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
585,mnā,,mnā,mnā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
586,myakṣ,,miøkṣ,myakṣ,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
587,mrad,,mṛd,"mṛd, mrad",I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
588,mrit,,mrit,"mrit, mlit",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
589,mruc,,mluc,"mruc, mluc, mlup",I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
590,mreḍ,,mreḍ,mreḍ,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
591,mlā,,mlā,mlā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
592,mluc,,mluc,"mruc, mluc, mlup",I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
593,mlup,,mluc,"mruc, mluc, mlup",I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
594,mlech,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
595,yakṣ,,yakṣ,yakṣ,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
596,yach,,ym̥,"yam, yach",I,M₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
597,yaj,,iøj,yaj,I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
598,yat,,yat,yat,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
599,yabh,,yabh,yabh,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
600,yam,,ym̥,"yam, yach",I,M₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
601,yas,,yas,"yas, yeṣ",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
602,yah,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
603,yā,,yā,yā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
604,yāc,,yāc,yāc,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
605,yād,,yād,yād,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
606,yu,1,yu,1 yu,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
607,yu,2,yu,"2 yu, yuch",I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
608,yuj,,yuj,yuj,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
609,yudh,,yudh,yudh,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
610,yup,,yup,yup,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
611,yeṣ,,yas,"yas, yeṣ",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
612,raṃh,,ranh,raṃh,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
613,rakṣ,,rakṣ,rakṣ,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
614,raṅg,,rang,raṅg,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
615,rac,,rac,rac,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
616,raj,1,,,,,,,,,unclassifiable,,,,,no_authorial_binding
617,raj,2,rn̥j,"2 raj, rañj",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
618,rañch,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
619,raṭ,,raṭ,raṭ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
620,raṇv,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
621,rad,,rad,rad,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
622,radh,,radh,"radh, randh",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
623,ran,1,ran,1 ran,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
624,ran,2,ran,2 ran,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
625,rap,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
626,rapś,,rapś,rapś,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
627,raph,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
628,rabh,,rn̥bh,"rabh, rambh",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
629,ram,,rm̥,ram,I,M₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
630,ramb,,ranb,ramb,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
631,rambh,,ranbh,rambh,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
632,raś,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
633,ras,,ras,ras,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
634,rah,,rah,rah,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
635,rā,1,rā,"1 rā, rās",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
636,rā,2,rā,2 rā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
637,rāj,,rāj,rāj,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
638,rādh,,rādh,rādh,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
639,rās,1,rās,1 rās,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
640,rās,2,,,,,,,,,unclassifiable,,,,,no_authorial_binding
641,ri,,ri,"ri, rī",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
642,rikh,,rikh,rikh,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
643,riñkh,,riṅg,"riñkh, riñg",III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
644,ric,,ric,ric,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
645,rip,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
646,riph,,riph,riph,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
647,ribh,,ribh,ribh,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
648,riś,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
649,riṣ,,riṣ,riṣ,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
650,rih,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
651,rī,,ri,"ri, rī",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
652,ru,1,ru,1 ru,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
653,ru,2,ru,2 ru,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
654,ruc,,ruc,ruc,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
655,ruj,,ruj,ruj,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
656,ruṭh,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
657,rud,,rud,rud,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
658,rudh,1,,,,,,,,,unclassifiable,,,,,no_authorial_binding
659,rudh,2,rudh,2 rudh,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
660,rup,,rup,rup,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
661,ruṣ,,ruṣ,ruṣ,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
662,ruh,,ruh,ruh,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
663,rūṣ,,rūṣ,rūṣ,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
664,rej,,rej,rej,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
665,reḍ,,reḍ,reḍ,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
666,rebh,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
667,lakṣ,,lakṣ,lakṣ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
668,lag,,lag,lag,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
669,laṅgh,,langh,laṅgh,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
670,lajj,,lajj,lajj,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
671,laḍ,,laḍ,laḍ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
672,lap,,lap,lap,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
673,labh,,labh,labh,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
674,lam,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
675,lamb,,lanb,lamb,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
676,lal,,lal,lal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
677,laṣ,,laṣ,laṣ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
678,las,,las,las,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
679,lā,,lā,lā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
680,lāñch,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
681,likh,,likh,likh,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
682,lip,,lip,"lip, limp",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
