whitney_no,root_iast,homonym,talmud_root,talmud_whitney_ref,talmud_tip,talmud_ryad,talmud_set,mp1_grade,mp2_grade,mp3_grade,alternation_class,mp1_deviation,derivation_method,grade_confidence,match_kind,unclassifiable_reason
1,aṃh,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
2,akṣ,1,akṣ,1 akṣ,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
3,akṣ,2,akṣ,2 akṣ,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
4,aṅg,,n̥g,aṅg,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
5,ac,,n̥c,"ac, añc",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
6,aj,,aj,aj,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
7,añj,,n̥j,añj,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
8,aṭ,,aṭ,aṭ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
9,aṇṭh,,anṭh,aṇṭh,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
10,at,,at,at,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
11,ad,,ad,ad,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
12,an,,an,an,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
13,am,,m̥̄,am,I,M₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
14,ay,,i,"1 i, ī, ay",I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
15,arc,,ṛc,"arc, ṛc",I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
16,arj,,ṛj,"ṛj, ṛñj, arj",I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
17,art,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
18,arh,,ṛh,arh,I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
19,av,,o,av,II,U,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
20,aś,1,aś,"1 aś, aṃś",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
21,aś,2,aś,2 aś,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
22,as,1,øs,1 as,I,A₁,,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
23,as,2,as,2 as,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
24,ah,,ah,ah,II,A₁,,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
25,āñch,,ānch,āñch,IV,N,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
26,āp,,āp,āp,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
27,ār,,ār,ār,IV,R,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
28,ās,,ās,ās,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
29,i,1,i,"1 i, ī, ay",I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
30,i,2,in,"2 i, inv, in",III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
31,iṅg,,iṅg,iṅg,III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
32,ich,,iṣ,"is, ich",I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
33,iṭ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
34,iḍ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
35,idh,,idh,"idh, indh",I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
36,in,,in,"2 i, inv, in",III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
37,inakṣ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
38,iyakṣ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
39,irajy,,irajy,irajy,II,A₁,,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
40,iradh,,iradh,iradh,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
41,il,,il,il,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
42,iṣ,1,,,,,,,,,unclassifiable,,,,,no_authorial_binding
43,iṣ,2,iṣ,2 iṣ,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
44,ī,,i,"1 i, ī, ay",I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
45,īkṣ,,īkṣ,īkṣ,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
46,īṅkh,,īṅkh,īṅkh,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
47,īj,,ej,"ej, īj",II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
48,īḍ,,īḍ,īḍ,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
49,īr,,īr,īr,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
50,īrṣy,,īrṣy,īrṣy,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
51,īś,,īś,īś,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
52,īṣ,,īṣ,"īṣ, eṣ",III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
53,īh,,īh,īh,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
54,u,,u,u,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
55,ukṣ,1,,,,,,,,,unclassifiable,,,,,no_authorial_binding
56,ukṣ,2,,,,,,,,,unclassifiable,,,,,no_authorial_binding
57,uc,,uc,uc,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
58,uch,,uøs,"1 vas, uṣ, uch",I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
59,ujh,,ujh,ujh,III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
60,uñch,,uñch,uñch,III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
61,ud,,ud,"ud, und",I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
62,ubj,,ubj,ubj,III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
63,ubh,,umbh,"ubh, umbh",III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
64,uṣ,1,uøs,"1 vas, uṣ, uch",I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
65,uṣ,2,uṣ,2 uṣ,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
66,ūrṇu,1,,,,,,,,,unclassifiable,,,,,no_authorial_binding
67,ūh,1,ūh,1 ūh,III,U₂,veṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
68,ūh,2,ūh,2 ūh,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
69,ṛ,,ṛ,"ṛ, ṛch",I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
70,ṛc,,ṛc,"arc, ṛc",I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
72,ṛj,2,ṛj,"ṛj, ṛñj, arj",I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
73,ṛt,,ṛt,ṛt,I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
74,ṛd,,ṛd,ṛd,I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
75,ṛdh,,ṛdh,ṛdh,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
76,ṛś,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
77,ṛṣ,,ṛṣ,ṛṣ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
78,ej,,ej,"ej, īj",II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
79,edh,,edh,edh,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
80,katth,,katth,katth,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
81,kath,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
82,kad,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
83,kan,,kn̥̄,"kan, kā",I,N₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
84,kam,,km̥̄,kam,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
85,kamp,,kanp,kamp,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
86,kal,,kal,kal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
87,kaṣ,,kaṣ,kaṣ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
88,kas,,kas,kas,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
89,kā,,kn̥̄,"kan, kā",I,N₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
90,kāṅkṣ,,kānkṣ,kāṅkṣ,IV,N,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
91,kāś,,kāś,kāś,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
92,kās,,kās,kās,II,A₂,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
93,ku,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
94,kuc,,kuc,"kuc, kuñc",I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
95,kuñj,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
96,kuṭṭ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
97,kuṇṭh,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
98,kuth,,kuth,kuth,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
99,kup,,kup,kup,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
100,kuṣ,,kuṣ,kuṣ,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
101,kū,,kū,kū,I,U₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
102,kūj,,kūj,kūj,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
103,kūḍ,,kūḍ,"kūḍ, kūl",III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
104,kūṇ,,kūṇ,kūṇ,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
105,kūrd,,kūrd,kūrd,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
106,kṛ,1,kṛ,1 kṛ (skṛ),I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
107,kṛ,2,kṝ,"2 kṛ, kir",I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
108,kṛ,3,kṝ,3 kṛ,I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
109,kṛt,1,kṛt,1 kṛt,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
110,kṛt,2,kṛt,2 kṛt,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
111,kṛp,,kṛp,kṛp,III,R₁,veṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
112,kṛś,,kṛś,kṛś,I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
113,kṛṣ,,kṛṣ,kṛṣ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
114,kḷp,,kḷp,kḷp,I,L,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
115,knū,,knū,knū,I,U₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
116,krakṣ,,krakṣ,krakṣ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
117,krath,,krath,krath,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
118,krand,,krn̥d,"krand, kland",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
119,kram,,krm̥̄,kram,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
120,krī,,krī,krī,I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
121,krīḍ,,krīḍ,krīḍ,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
122,kru,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
123,krudh,,krudh,krudh,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
124,kruś,,kruś,kruś,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
125,krūḍ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
126,klath,,klath,klath,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
127,kland,,krn̥d,"krand, kland",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
128,klam,,klm̥̄,klam,I,M₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
129,klav,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
130,klid,,klid,klid,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
131,kliś,,kliś,kliś,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
132,kvaṇ,,kvaṇ,kvaṇ,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
133,kvath,,kvath,kvath,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
134,kṣad,,kṣad,kṣad,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
135,kṣan,,kṣn̥,kṣan,I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
136,kṣap,,kṣap,kṣap,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
137,kṣam,,kṣm̥̄,kṣam,I,M₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
138,kṣar,,kṣar,kṣar,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
139,kṣal,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
140,kṣā,,kṣā,kṣā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
141,kṣi,1,kṣi,1 kṣi,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
142,kṣi,2,kṣi,2 kṣi,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
143,kṣip,,kṣip,kṣip,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
144,kṣu,,kṣu,kṣu,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
145,kṣud,,kṣud,kṣud,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
146,kṣudh,,kṣudh,kṣudh,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
147,kṣup,,kṣup,kṣup,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
148,kṣubh,,kṣubh,kṣubh,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
149,kṣṇu,,kṣṇu,kṣṇu,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
150,kṣmā,,kṣmai,kṣmā,IV,I,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
151,kṣviḍ,,kṣviḍ,kṣviḍ,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
152,kṣvid,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
153,kṣvel,,kṣvel,kṣvel,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
154,khac,,khac,khac,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
155,khañj,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
156,khad,,khad,khad,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
157,khan,,khn̥̄,"khan, khā",I,N₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
158,kharj,,kharj,kharj,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
159,khall,,khall,khall,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
160,khā,,khn̥̄,"khan, khā",I,N₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
161,khād,,khād,khād,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
162,khid,,khid,khid,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
163,khud,,khud,khud,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
164,khel,,khel,khel,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
165,khyā,,khyā,khyā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
166,gach,,gm̥,"gam, gach",I,M₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
167,gad,,gad,gad,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
168,gadh,,gadh,gadh,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
169,gabh,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
170,gam,,gm̥,"gam, gach",I,M₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
171,garj,,garj,garj,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
172,gard,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
173,garh,,garh,garh,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
174,gal,,gal,gal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
175,galbh,,galbh,galbh,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
176,gā,1,gø̄,1 gā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
177,gā,2,gø̄,2 gā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
178,gāh,,gāh,gāh,II,A₂,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
179,gir,,gṝ,"2 gṛ, gir, gil",I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
180,gu,,gu,gu,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
181,guñj,,guñj,guñj,III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
182,guṇṭh,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
183,gup,,gup,gup,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
184,guph,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
185,gur,,gur,gur,III,U₁,veṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
186,gulph,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
187,guh,,guh,guh,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
188,gūrd,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
189,gūrdh,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
190,gṛ,1,gṝ,1 gṛ,I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
191,gṛ,2,gṝ,"2 gṛ, gir, gil",I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
192,gṛ,3,jāgṛ,"3 gṛ, jāgṛ",I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
193,gṛdh,,gṛdh,gṛdh,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
194,gai,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
195,grath,,grn̥th,"grath, granth",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
196,grabh,,gṛøh,"grabh, grah",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
197,gras,,gras,gras,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
198,glap,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
