lemma_slp1	varga	eid	mw_sense_units	pwg_sense_units
ASraya	AK-3.3	4132	20	2
nivAta	AK-3.3	4133	6	2
avAta	AK-3.3	4133	4	3
nivAta	AK-3.3	4134	6	2
SastrABedyavarman	AK-3.3	4134	0	0
ucCrita	AK-3.3	4135	9	1
jAta	AK-3.3	4135	22	2
ucCrita	AK-3.3	4136	9	1
unnadDa	AK-3.3	4136	4	0
ucCrita	AK-3.3	4137	9	1
pravfdDa	AK-3.3	4137	8	0
utTita	AK-3.3	4138	12	1
vfdDimat	AK-3.3	4138	3	0
utTita	AK-3.3	4139	12	1
pradyota	AK-3.3	4139	5	2
utTita	AK-3.3	4140	12	1
utpanna	AK-3.3	4140	5	1
Adfta	AK-3.3	4141	2	1
sAdara	AK-3.3	4141	2	1
Adfta	AK-3.3	4142	2	1
arcita	AK-3.3	4142	2	0
arTa	AK-3.3	4143	15	3
aBaDeya	AK-3.3	4143	0	0
arTa	AK-3.3	4144	15	3
rE	AK-3.3	4144	5	1
arTa	AK-3.3	4145	15	3
vastu	AK-3.3	4145	12	2
arTa	AK-3.3	4146	15	3
prayojana	AK-3.3	4146	9	2
arTa	AK-3.3	4147	15	3
nivftti	AK-3.3	4147	10	2
tIrTa	AK-3.3	4148	19	2
nipAna	AK-3.3	4148	4	3
tIrTa	AK-3.3	4149	19	2
Agama	AK-3.3	4149	14	3
tIrTa	AK-3.3	4150	19	2
fzijuzwajala	AK-3.3	4150	0	0
tIrTa	AK-3.3	4151	19	2
guru	AK-3.3	4151	24	2
samarTa	AK-3.3	4152	8	1
SaktisTa	AK-3.3	4152	0	0
samarTa	AK-3.3	4153	8	1
sambadDArTa	AK-3.3	4153	0	0
samarTa	AK-3.3	4154	8	1
hita	AK-3.3	4154	15	2
daSamIsTa	AK-3.3	4155	1	0
kzIRarAga	AK-3.3	4155	0	0
daSamIsTa	AK-3.3	4156	1	0
vfdDa	AK-3.3	4156	18	2
vITI	AK-3.3	4157	2	0
padavI	AK-3.3	4157	4	1
AsTA	AK-3.3	4158	8	3
AsTAnI	AK-3.3	4158	1	0
AsTA	AK-3.3	4159	8	3
yatna	AK-3.3	4159	5	1
prasTa	AK-3.3	4160	7	2
sAnu	AK-3.3	4160	1	1
prasTa	AK-3.3	4161	7	2
mAna	AK-3.3	4161	19	7
granTa	AK-3.3	4162	7	2
SAstra	AK-3.3	4162	4	1
granTa	AK-3.3	4163	7	2
draviRa	AK-3.3	4163	7	2
saMsTA	AK-3.3	4164	18	0
ADAra	AK-3.3	4164	12	2
saMsTA	AK-3.3	4165	18	0
sTiti	AK-3.3	4165	29	1
saMsTA	AK-3.3	4166	18	0
mfti	AK-3.3	4166	1	1
Canda	AK-3.3	4167	13	2
aBiprAya	AK-3.3	4167	5	2
Canda	AK-3.3	4168	13	2
vaSa	AK-3.3	4168	14	3
abda	AK-3.3	4169	5	2
jImUta	AK-3.3	4169	11	2
abda	AK-3.3	4170	5	2
vatsara	AK-3.3	4170	5	1
apavAda	AK-3.3	4171	7	2
nindA	AK-3.3	4171	2	2
apavAda	AK-3.3	4172	7	2
AjYA	AK-3.3	4172	5	2
dAyAda	AK-3.3	4173	3	2
suta	AK-3.3	4173	9	3
dAyAda	AK-3.3	4174	3	2
bAnDava	AK-3.3	4174	2	2
pAda	AK-3.3	4175	12	3
raSmi	AK-3.3	4175	5	2
pAda	AK-3.3	4176	12	3
aNGri	AK-3.3	4176	4	2
pAda	AK-3.3	4177	12	3
turyAMSa	AK-3.3	4177	0	0
tamonud	AK-3.3	4178	6	1
candra	AK-3.3	4178	25	3
tamonud	AK-3.3	4179	6	1
agni	AK-3.3	4179	10	4
tamonud	AK-3.3	4180	6	1
arka	AK-3.3	4180	18	3
nirvAda	AK-3.3	4181	5	1
janavAda	AK-3.3	4181	1	1
SAda	AK-3.3	4182	4	1
jambAla	AK-3.3	4182	3	2
SAda	AK-3.3	4183	4	1
Sazpa	AK-3.3	4183	2	1
Akranda	AK-3.3	4184	6	2
ArAva	AK-3.3	4184	5	1
Akranda	AK-3.3	4185	6	2
rudita	AK-3.3	4185	3	0
Akranda	AK-3.3	4186	6	2
dAruRaraRa	AK-3.3	4186	0	0
prasAda	AK-3.3	4187	17	2
anurAga	AK-3.3	4187	2	3
sUda	AK-3.3	4188	6	1
vyaYjana	AK-3.3	4188	21	1
govinda	AK-3.3	4189	8	2
gozWADyakza	AK-3.3	4189	1	1
Amoda	AK-3.3	4190	5	3
harza	AK-3.3	4190	9	1
mada	AK-3.3	4191	18	2
harza	AK-3.3	4191	9	1
kakuda	AK-3.3	4192	6	2
prADAnya	AK-3.3	4192	3	2
kakuda	AK-3.3	4193	6	2
rAjaliNga	AK-3.3	4193	1	1
kakuda	AK-3.3	4194	6	2
vfzANga	AK-3.3	4194	0	0
saMvid	AK-3.3	4195	18	3
jYAna	AK-3.3	4195	6	3
saMvid	AK-3.3	4196	18	3
samBAzA	AK-3.3	4196	5	0
saMvid	AK-3.3	4197	18	3
kriyAkAra	AK-3.3	4197	3	1
saMvid	AK-3.3	4198	18	3
Aji	AK-3.3	4198	8	2
saMvid	AK-3.3	4199	18	3
nAman	AK-3.3	4199	8	3
upanizad	AK-3.3	4200	5	2
Darma	AK-3.3	4200	33	2
upanizad	AK-3.3	4201	5	2
rahas	AK-3.3	4201	5	2
Sarad	AK-3.3	4202	2	2
ftuBeda	AK-3.3	4202	0	0
Sarad	AK-3.3	4203	2	2
vatsara	AK-3.3	4203	5	1
pada	AK-3.3	4204	22	3
vyavasiti	AK-3.3	4204	1	1
pada	AK-3.3	4205	22	3
trARa	AK-3.3	4205	5	1
pada	AK-3.3	4206	22	3
sTAna	AK-3.3	4206	32	1
pada	AK-3.3	4207	22	3
lakzman	AK-3.3	4207	6	2
pada	AK-3.3	4208	22	3
aNGri	AK-3.3	4208	4	2
pada	AK-3.3	4209	22	3
vastu	AK-3.3	4209	12	2
gozpada	AK-3.3	4210	3	2
sevita	AK-3.3	4210	3	1
gozpada	AK-3.3	4211	3	2
mAna	AK-3.3	4211	19	7
Aspada	AK-3.3	4212	5	3
pratizWA	AK-3.3	4212	18	3
Aspada	AK-3.3	4213	5	3
kftya	AK-3.3	4213	10	2
svAdu	AK-3.3	4214	8	1
izwa	AK-3.3	4214	15	3
svAdu	AK-3.3	4215	8	1
maDura	AK-3.3	4215	18	2
mfdu	AK-3.3	4216	11	1
atIkzRa	AK-3.3	4216	2	1
mfdu	AK-3.3	4217	11	1
komala	AK-3.3	4217	6	2
manda	AK-3.3	4218	15	3
mUQa	AK-3.3	4218	12	1
manda	AK-3.3	4219	15	3
alpa	AK-3.3	4219	1	1
manda	AK-3.3	4220	15	3
apawu	AK-3.3	4220	3	1
manda	AK-3.3	4221	15	3
nirBAgya	AK-3.3	4221	1	1
SArada	AK-3.3	4222	12	1
pratyagra	AK-3.3	4222	5	2
SArada	AK-3.3	4223	12	1
apratiBa	AK-3.3	4223	1	1
viSArada	AK-3.3	4224	12	1
vidvas	AK-3.3	4224	3	0
viSArada	AK-3.3	4225	12	1
supragalBa	AK-3.3	4225	0	0
nyagroDa	AK-3.3	4226	6	2
vyAma	AK-3.3	4226	6	2
nyagroDa	AK-3.3	4227	6	2
vawa	AK-3.3	4227	11	2
utseDa	AK-3.3	4228	8	3
kAya	AK-3.3	4228	12	3
utseDa	AK-3.3	4229	8	3
unnati	AK-3.3	4229	5	3
vivaDa	AK-3.3	4230	1	1
paryAhAra	AK-3.3	4230	5	2
vivaDa	AK-3.3	4231	1	1
mArga	AK-3.3	4231	21	4
vIvaDa	AK-3.3	4232	2	1
paryAhAra	AK-3.3	4232	5	2
vIvaDa	AK-3.3	4233	2	1
mArga	AK-3.3	4233	21	4
pariDi	AK-3.3	4234	10	2
yajYiyataruSAKA	AK-3.3	4234	0	0
pariDi	AK-3.3	4235	10	2
upasUryaka	AK-3.3	4235	2	2
ADi	AK-3.3	4236	12	4
banDaka	AK-3.3	4236	11	1
ADi	AK-3.3	4237	12	4
vyasana	AK-3.3	4237	12	3
ADi	AK-3.3	4238	12	4
cetaHpIqA	AK-3.3	4238	1	0
ADi	AK-3.3	4239	12	4
aDizWAna	AK-3.3	4239	11	2
samADi	AK-3.3	4240	14	2
samarTana	AK-3.3	4240	5	1
samADi	AK-3.3	4241	14	2
nIvAka	AK-3.3	4241	2	1
samADi	AK-3.3	4242	14	2
niyama	AK-3.3	4242	14	4
anubanDa	AK-3.3	4243	15	3
dozotpAda	AK-3.3	4243	0	0
anubanDa	AK-3.3	4244	15	3
prakftyAdivinaSvara	AK-3.3	4244	0	0
anubanDa	AK-3.3	4245	15	3
muKyAnuyAyin	AK-3.3	4245	0	0
anubanDa	AK-3.3	4246	15	3
SiSu	AK-3.3	4246	10	1
anubanDa	AK-3.3	4247	15	3
prakftAnuvartana	AK-3.3	4247	0	0
viDu	AK-3.3	4248	6	2
vizRu	AK-3.3	4248	13	1
viDi	AK-3.3	4249	17	2
candramas	AK-3.3	4249	3	1
avaDi	AK-3.3	4250	7	3
paricCeda	AK-3.3	4250	6	1
avaDi	AK-3.3	4251	7	3
bila	AK-3.3	4251	5	1
viDi	AK-3.3	4252	17	2
viDAna	AK-3.3	4252	15	1
viDi	AK-3.3	4253	17	2
dEva	AK-3.3	4253	12	2
praRiDi	AK-3.3	4254	8	1
prArTana	AK-3.3	4254	1	2
praRiDi	AK-3.3	4255	8	1
cara	AK-3.3	4255	15	2
buDa	AK-3.3	4256	9	1
paRqita	AK-3.3	4256	5	2
vfdDa	AK-3.3	4257	18	2
paRqita	AK-3.3	4257	5	2
skanDa	AK-3.3	4258	22	1
samudaya	AK-3.3	4258	10	1
sinDu	AK-3.3	4259	17	1
nadaviSeza	AK-3.3	4259	0	0
sinDu	AK-3.3	4260	17	1
abDi	AK-3.3	4260	3	3
sinDu	AK-3.3	4261	17	1
sarit	AK-3.3	4261	6	1
viDA	AK-3.3	4262	8	2
viDi	AK-3.3	4262	17	2
viDA	AK-3.3	4263	8	2
prakAra	AK-3.3	4263	6	2
sADu	AK-3.3	4264	29	1
ramya	AK-3.3	4264	9	1
vaDU	AK-3.3	4265	6	1
jAyA	AK-3.3	4265	3	1
vaDU	AK-3.3	4266	6	1
snuzA	AK-3.3	4266	3	1
vaDU	AK-3.3	4267	6	1
strI	AK-3.3	4267	6	1
suDA	AK-3.3	4268	17	2
lepa	AK-3.3	4268	7	1
suDA	AK-3.3	4269	17	2
amfta	AK-3.3	4269	31	3
suDA	AK-3.3	4270	17	2
snuhI	AK-3.3	4270	1	1
sanDA	AK-3.3	4271	0	0
pratijYA	AK-3.3	4271	6	2
sanDA	AK-3.3	4272	0	0
maryAdA	AK-3.3	4272	7	2
SradDA	AK-3.3	4273	15	1
sampratyaya	AK-3.3	4273	5	0
SradDA	AK-3.3	4274	15	1
spfhA	AK-3.3	4274	2	1
maDu	AK-3.3	4275	26	1
madya	AK-3.3	4275	4	1
maDu	AK-3.3	4276	26	1
puzparasa	AK-3.3	4276	1	1
maDu	AK-3.3	4277	26	1
kzOdra	AK-3.3	4277	6	2
anDa	AK-3.3	4278	5	2
tamas	AK-3.3	4278	7	2
samunnadDa	AK-3.3	4279	7	1
paRqitammanya	AK-3.3	4279	1	0
samunnadDa	AK-3.3	4280	7	1
garvita	AK-3.3	4280	1	1
brahmabanDu	AK-3.3	4281	1	1
aDikzepa	AK-3.3	4281	1	2
brahmabanDu	AK-3.3	4282	1	1
nirdeSa	AK-3.3	4282	5	2
avazwabDa	AK-3.3	4283	5	0
avalambita	AK-3.3	4283	7	0
avazwabDa	AK-3.3	4284	5	0
avidUra	AK-3.3	4284	2	1
prasidDa	AK-3.3	4285	3	1
KyAta	AK-3.3	4285	3	0
prasidDa	AK-3.3	4286	3	1
BUzita	AK-3.3	4286	0	0
citraBAnu	AK-3.3	4287	9	2
sUrya	AK-3.3	4287	9	1
citraBAnu	AK-3.3	4288	9	2
vahni	AK-3.3	4288	16	1
BAnu	AK-3.3	4289	21	2
raSmi	AK-3.3	4289	5	2
BAnu	AK-3.3	4290	21	2
divAkara	AK-3.3	4290	8	2
BUtAtman	AK-3.3	4291	7	2
DAtf	AK-3.3	4291	9	0
BUtAtman	AK-3.3	4292	7	2
deha	AK-3.3	4292	7	2
pfTagjana	AK-3.3	4293	6	1
mUrKa	AK-3.3	4293	7	1
pfTagjana	AK-3.3	4294	6	1
nIca	AK-3.3	4294	7	1
grAvan	AK-3.3	4295	6	2
SEla	AK-3.3	4295	8	1
grAvan	AK-3.3	4296	6	2
pAzARa	AK-3.3	4296	1	2
patrin	AK-3.3	4297	0	0
Sara	AK-3.3	4297	10	3
patrin	AK-3.3	4298	0	0
pakzin	AK-3.3	4298	8	2
SiKarin	AK-3.3	4299	12	2
taru	AK-3.3	4299	3	2
SiKarin	AK-3.3	4300	12	2
SEla	AK-3.3	4300	8	1
SiKin	AK-3.3	4301	25	1
vahni	AK-3.3	4301	16	1
SiKin	AK-3.3	4302	25	1
barhin	AK-3.3	4302	4	1
pratiyatna	AK-3.3	4303	8	2
lipsA	AK-3.3	4303	2	1
pratiyatna	AK-3.3	4304	8	2
upagraha	AK-3.3	4304	11	4
sAdin	AK-3.3	4305	3	1
sAraTi	AK-3.3	4305	6	1
sAdin	AK-3.3	4306	3	1
hayAroha	AK-3.3	4306	2	1
vAjin	AK-3.3	4307	14	1
aSva	AK-3.3	4307	10	1
vAjin	AK-3.3	4308	14	1
izu	AK-3.3	4308	8	3
vAjin	AK-3.3	4309	14	1
pakzin	AK-3.3	4309	8	2
aBijana	AK-3.3	4310	7	2
kula	AK-3.3	4310	15	2
aBijana	AK-3.3	4311	7	2
janmaBUmi	AK-3.3	4311	1	1
hAyana	AK-3.3	4312	6	1
varza	AK-3.3	4312	10	2
hAyana	AK-3.3	4313	6	1
arcis	AK-3.3	4313	2	2
hAyana	AK-3.3	4314	6	1
vrIhiBeda	AK-3.3	4314	1	1
virocana	AK-3.3	4315	8	1
candra	AK-3.3	4315	25	3
virocana	AK-3.3	4316	8	1
agni	AK-3.3	4316	10	4
virocana	AK-3.3	4317	8	1
arka	AK-3.3	4317	18	3
vfjina	AK-3.3	4318	7	1
keSa	AK-3.3	4318	10	3
viSvakarman	AK-3.3	4319	9	2
arka	AK-3.3	4319	18	3
viSvakarman	AK-3.3	4320	9	2
suraSilpin	AK-3.3	4320	1	0
Atman	AK-3.3	4321	14	2
yatna	AK-3.3	4321	5	1
Atman	AK-3.3	4322	14	2
Dfti	AK-3.3	4322	20	2
Atman	AK-3.3	4323	14	2
budDi	AK-3.3	4323	14	3
Atman	AK-3.3	4324	14	2
svaBAva	AK-3.3	4324	3	1
Atman	AK-3.3	4325	14	2
brahman	AK-3.3	4325	28	5
Atman	AK-3.3	4326	14	2
varzman	AK-3.3	4326	8	2
GanAGana	AK-3.3	4327	6	2
Sakra	AK-3.3	4327	6	1
GanAGana	AK-3.3	4328	6	2
GAtukamatteBa	AK-3.3	4328	0	0
GanAGana	AK-3.3	4329	6	2
varzukAbda	AK-3.3	4329	1	0
aBimAna	AK-3.3	4330	7	3
arTAdidarpa	AK-3.3	4330	0	0
aBimAna	AK-3.3	4331	7	3
jYAna	AK-3.3	4331	6	3
aBimAna	AK-3.3	4332	7	3
praRaya	AK-3.3	4332	10	2
aBimAna	AK-3.3	4333	7	3
hiMsA	AK-3.3	4333	4	0
Gana	AK-3.3	4334	30	3
meGa	AK-3.3	4334	10	1
Gana	AK-3.3	4335	30	3
mUrtiguRa	AK-3.3	4335	0	0
Gana	AK-3.3	4336	30	3
mUrta	AK-3.3	4336	5	1
Gana	AK-3.3	4337	30	3
nirantara	AK-3.3	4337	5	2
ina	AK-3.3	4338	9	2
sUrya	AK-3.3	4338	9	1
ina	AK-3.3	4339	9	2
praBu	AK-3.3	4339	18	2
rAjan	AK-3.3	4340	7	3
praBu	AK-3.3	4340	18	2
rAjan	AK-3.3	4341	7	3
mfgANka	AK-3.3	4341	5	1
rAjan	AK-3.3	4342	7	3
kzatriya	AK-3.3	4342	7	1
rAjan	AK-3.3	4343	7	3
nfpa	AK-3.3	4343	4	1
vARinI	AK-3.3	4344	4	1
nartakI	AK-3.3	4344	4	0
vARinI	AK-3.3	4345	4	1
dUtI	AK-3.3	4345	3	0
vAhinI	AK-3.3	4346	6	0
sravantI	AK-3.3	4346	3	1
hlAdinI	AK-3.3	4347	6	0
vajra	AK-3.3	4347	35	1
hlAdinI	AK-3.3	4348	6	0
taqit	AK-3.3	4348	2	1
kAminI	AK-3.3	4349	8	0
vandA	AK-3.3	4349	4	1
tanu	AK-3.3	4350	8	2
tvac	AK-3.3	4350	12	3
tanu	AK-3.3	4351	8	2
deha	AK-3.3	4351	7	2
sUnA	AK-3.3	4352	10	0
aDojihvikA	AK-3.3	4352	1	2
vitAna	AK-3.3	4353	15	1
kratu	AK-3.3	4353	13	2
vitAna	AK-3.3	4354	15	1
vistAra	AK-3.3	4354	7	1
vitAna	AK-3.3	4355	15	1
tucCaka	AK-3.3	4355	1	1
vitAna	AK-3.3	4356	15	1
manda	AK-3.3	4356	15	3
ketana	AK-3.3	4357	7	3
kftya	AK-3.3	4357	10	2
ketana	AK-3.3	4358	7	3
ketu	AK-3.3	4358	17	2
ketana	AK-3.3	4359	7	3
upanimantraRa	AK-3.3	4359	3	1
brahman	AK-3.3	4360	28	5
veda	AK-3.3	4360	9	5
brahman	AK-3.3	4361	28	5
tattva	AK-3.3	4361	9	2
brahman	AK-3.3	4362	28	5
tapas	AK-3.3	4362	9	1
brahman	AK-3.3	4363	28	5
vipra	AK-3.3	4363	15	1
brahman	AK-3.3	4364	28	5
prajApati	AK-3.3	4364	10	2
ganDana	AK-3.3	4365	5	3
utsAhana	AK-3.3	4365	1	2
ganDana	AK-3.3	4366	5	3
hiMsA	AK-3.3	4366	4	0
ganDana	AK-3.3	4367	5	3
sUcana	AK-3.3	4367	3	1
AtaYcana	AK-3.3	4368	4	1
pratIvApa	AK-3.3	4368	2	1
AtaYcana	AK-3.3	4369	4	1
javana	AK-3.3	4369	7	3
AtaYcana	AK-3.3	4370	4	1
ApyAyana	AK-3.3	4370	13	2
vyaYjana	AK-3.3	4371	21	1
lAYCana	AK-3.3	4371	3	1
vyaYjana	AK-3.3	4372	21	1
SmaSru	AK-3.3	4372	3	1
vyaYjana	AK-3.3	4373	21	1
nizWAna	AK-3.3	4373	1	1
vyaYjana	AK-3.3	4374	21	1
avayava	AK-3.3	4374	3	2
kOlIna	AK-3.3	4375	11	3
lokavAda	AK-3.3	4375	1	1
kOlIna	AK-3.3	4376	11	3
paSuyudDa	AK-3.3	4376	0	0
kOlIna	AK-3.3	4377	11	3
ahiyudDa	AK-3.3	4377	0	0
kOlIna	AK-3.3	4378	11	3
pakziyudDa	AK-3.3	4378	0	0
udyAna	AK-3.3	4379	5	2
niHsaraRa	AK-3.3	4379	4	2
udyAna	AK-3.3	4380	5	2
vanaBeda	AK-3.3	4380	0	0
udyAna	AK-3.3	4381	5	2
prayojana	AK-3.3	4381	9	2
sTAna	AK-3.3	4382	32	1
avakASa	AK-3.3	4382	5	2
sTAna	AK-3.3	4383	32	1
sTiti	AK-3.3	4383	29	1
devana	AK-3.3	4384	11	2
krIqAdi	AK-3.3	4384	0	0
utTAna	AK-3.3	4385	22	2
pOruza	AK-3.3	4385	14	2
utTAna	AK-3.3	4386	22	2
tantra	AK-3.3	4386	20	3
utTAna	AK-3.3	4387	22	2
sannivizwodgama	AK-3.3	4387	0	0
vyutTAna	AK-3.3	4388	6	2
pratiroDa	AK-3.3	4388	2	2
vyutTAna	AK-3.3	4389	6	2
viroDAcaraRa	AK-3.3	4389	0	1
sADana	AK-3.3	4390	28	1
mAraRa	AK-3.3	4390	5	2
sADana	AK-3.3	4391	28	1
mftasaMskAra	AK-3.3	4391	1	1
sADana	AK-3.3	4392	28	1
gati	AK-3.3	4392	28	3
sADana	AK-3.3	4393	28	1
dravya	AK-3.3	4393	15	5
sADana	AK-3.3	4394	28	1
arTadApana	AK-3.3	4394	0	0
sADana	AK-3.3	4395	28	1
nirvartana	AK-3.3	4395	2	1
sADana	AK-3.3	4396	28	1
upakaraRa	AK-3.3	4396	10	3
sADana	AK-3.3	4397	28	1
anuvrajyA	AK-3.3	4397	1	1
niryAtana	AK-3.3	4398	3	1
vEraSudDi	AK-3.3	4398	1	1
niryAtana	AK-3.3	4399	3	1
dAna	AK-3.3	4399	18	9
niryAtana	AK-3.3	4400	3	1
nyAsArpaRa	AK-3.3	4400	0	0
vyasana	AK-3.3	4401	12	3
vipad	AK-3.3	4401	2	1
vyasana	AK-3.3	4402	12	3
BraMSa	AK-3.3	4402	5	2
vyasana	AK-3.3	4403	12	3
doza	AK-3.3	4403	8	4
pakzman	AK-3.3	4404	7	2
akziloman	AK-3.3	4404	1	1
pakzman	AK-3.3	4405	7	2
kiYjalka	AK-3.3	4405	2	2
pakzman	AK-3.3	4406	7	2
tantvAdyaMSa	AK-3.3	4406	0	0
pakzman	AK-3.3	4407	7	2
aRIyas	AK-3.3	4407	1	0
parvan	AK-3.3	4408	16	4
tiTiBeda	AK-3.3	4408	0	0
parvan	AK-3.3	4409	16	4
kzaRa	AK-3.3	4409	15	2
vartman	AK-3.3	4410	4	1
netracCada	AK-3.3	4410	1	1
vartman	AK-3.3	4411	4	1
aDvan	AK-3.3	4411	9	2
kOpIna	AK-3.3	4412	5	2
akArya	AK-3.3	4412	2	3
kOpIna	AK-3.3	4413	5	2
guhya	AK-3.3	4413	6	2
mETuna	AK-3.3	4414	5	1
saNgati	AK-3.3	4414	0	0
mETuna	AK-3.3	4415	5	1
rata	AK-3.3	4415	7	1
praDAna	AK-3.3	4416	14	2
paramAtman	AK-3.3	4416	2	1
praDAna	AK-3.3	4417	14	2
DI	AK-3.3	4417	8	6
prajYAna	AK-3.3	4418	5	2
budDi	AK-3.3	4418	14	3
prajYAna	AK-3.3	4419	5	2
cihna	AK-3.3	4419	4	2
prasUna	AK-3.3	4420	3	1
puzpa	AK-3.3	4420	17	2
prasUna	AK-3.3	4421	3	1
Pala	AK-3.3	4421	22	2
niDana	AK-3.3	4422	8	2
kula	AK-3.3	4422	15	2
niDana	AK-3.3	4423	8	2
nASa	AK-3.3	4423	4	2
krandana	AK-3.3	4424	4	1
rodana	AK-3.3	4424	2	1
krandana	AK-3.3	4425	4	1
AhvAna	AK-3.3	4425	6	2
varzman	AK-3.3	4426	8	2
deha	AK-3.3	4426	7	2
varzman	AK-3.3	4427	8	2
pramARa	AK-3.3	4427	16	3
DAman	AK-3.3	4428	10	3
gfha	AK-3.3	4428	16	2
DAman	AK-3.3	4429	10	3
deha	AK-3.3	4429	7	2
DAman	AK-3.3	4430	10	3
tviz	AK-3.3	4430	6	5
DAman	AK-3.3	4431	10	3
praBAva	AK-3.3	4431	7	1
saMsTAna	AK-3.3	4432	19	2
catuzpaTa	AK-3.3	4432	3	2
saMsTAna	AK-3.3	4433	19	2
sanniveSa	AK-3.3	4433	0	0
lakzman	AK-3.3	4434	6	2
cihna	AK-3.3	4434	4	2
lakzman	AK-3.3	4435	6	2
praDAna	AK-3.3	4435	14	2
AcCAdana	AK-3.3	4436	4	2
saMpiDAna	AK-3.3	4436	0	1
AcCAdana	AK-3.3	4437	4	2
apavAraRa	AK-3.3	4437	1	1
ArADana	AK-3.3	4438	5	2
sADana	AK-3.3	4438	28	1
ArADana	AK-3.3	4439	5	2
avApti	AK-3.3	4439	2	1
ArADana	AK-3.3	4440	5	2
tozaRa	AK-3.3	4440	3	1
aDizWAna	AK-3.3	4441	11	2
cakra	AK-3.3	4441	35	2
aDizWAna	AK-3.3	4442	11	2
pura	AK-3.3	4442	16	2
aDizWAna	AK-3.3	4443	11	2
praBAva	AK-3.3	4443	7	1
aDizWAna	AK-3.3	4444	11	2
aDyAsana	AK-3.3	4444	3	2
ratna	AK-3.3	4445	7	1
svajAtiSrezWa	AK-3.3	4445	0	0
vana	AK-3.3	4446	16	3
salila	AK-3.3	4446	8	1
vana	AK-3.3	4447	16	3
kAnana	AK-3.3	4447	4	2
talina	AK-3.3	4448	8	1
virala	AK-3.3	4448	3	1
talina	AK-3.3	4449	8	1
stoka	AK-3.3	4449	5	1
samAna	AK-3.3	4450	15	3
sat	AK-3.3	4450	15	0
samAna	AK-3.3	4451	15	3
sama	AK-3.3	4451	33	4
samAna	AK-3.3	4452	15	3
eka	AK-3.3	4452	12	3
piSuna	AK-3.3	4453	11	1
Kala	AK-3.3	4453	10	2
piSuna	AK-3.3	4454	11	1
sUcaka	AK-3.3	4454	17	1
hIna	AK-3.3	4455	13	1
Una	AK-3.3	4455	4	2
hIna	AK-3.3	4456	13	1
garhya	AK-3.3	4456	2	1
nyUna	AK-3.3	4457	5	2
Una	AK-3.3	4457	4	2
nyUna	AK-3.3	4458	5	2
garhya	AK-3.3	4458	2	1
tarasvin	AK-3.3	4459	7	1
vegin	AK-3.3	4459	4	1
tarasvin	AK-3.3	4460	7	1
SUra	AK-3.3	4460	25	2
aBipanna	AK-3.3	4461	8	1
aparAdDa	AK-3.3	4461	4	1
aBipanna	AK-3.3	4462	8	1
aBigrasta	AK-3.3	4462	1	0
aBipanna	AK-3.3	4463	8	1
vyApadgata	AK-3.3	4463	0	0
kalApa	AK-3.3	4464	14	3
BUzaRa	AK-3.3	4464	5	2
kalApa	AK-3.3	4465	14	3
barha	AK-3.3	4465	3	2
kalApa	AK-3.3	4466	14	3
tURIra	AK-3.3	4466	1	1
kalApa	AK-3.3	4467	14	3
saMhati	AK-3.3	4467	7	1
parIvApa	AK-3.3	4468	4	0
paricCada	AK-3.3	4468	5	1
parIvApa	AK-3.3	4469	4	0
paryupti	AK-3.3	4469	1	1
parIvApa	AK-3.3	4470	4	0
salilasTiti	AK-3.3	4470	0	0
gopa	AK-3.3	4471	10	1
goduh	AK-3.3	4471	2	1
gopa	AK-3.3	4472	10	1
gozWapati	AK-3.3	4472	1	1
vfzAkapi	AK-3.3	4473	8	1
hara	AK-3.3	4473	13	1
vfzAkapi	AK-3.3	4474	8	1
vizRu	AK-3.3	4474	13	1
bAzpa	AK-3.3	4475	5	1
Uzman	AK-3.3	4475	3	2
bAzpa	AK-3.3	4476	5	1
aSru	AK-3.3	4476	2	3
kaSipu	AK-3.3	4477	6	2
anna	AK-3.3	4477	7	1
kaSipu	AK-3.3	4478	6	2
AcCAdana	AK-3.3	4478	4	2
talpa	AK-3.3	4479	6	2
SayyA	AK-3.3	4479	4	1
talpa	AK-3.3	4480	6	2
awwa	AK-3.3	4480	8	4
talpa	AK-3.3	4481	6	2
dArA	AK-3.3	4481	0	0
viwapa	AK-3.3	4482	6	1
stamba	AK-3.3	4482	8	1
prAptarUpa	AK-3.3	4483	3	1
buDa	AK-3.3	4483	9	1
prAptarUpa	AK-3.3	4484	3	1
manojYa	AK-3.3	4484	5	1
svarUpa	AK-3.3	4485	15	1
buDa	AK-3.3	4485	9	1
svarUpa	AK-3.3	4486	15	1
manojYa	AK-3.3	4486	5	1
aBirUpa	AK-3.3	4487	7	1
buDa	AK-3.3	4487	9	1
aBirUpa	AK-3.3	4488	7	1
manojYa	AK-3.3	4488	5	1
kacCapI	AK-3.3	4489	3	0
kUrmI	AK-3.3	4489	1	0
kacCapI	AK-3.3	4490	3	0
vIRABeda	AK-3.3	4490	0	0
kutapa	AK-3.3	4491	15	2
mfgaromotTapawa	AK-3.3	4491	0	0
kutapa	AK-3.3	4492	15	2
ahnAzwamAMSa	AK-3.3	4492	0	0
rePa	AK-3.3	4493	6	1
ravarRa	AK-3.3	4493	0	0
rePa	AK-3.3	4494	6	1
kutsita	AK-3.3	4494	2	1
ganDarva	AK-3.3	4495	15	2
antarABavasattva	AK-3.3	4495	1	0
ganDarva	AK-3.3	4496	15	2
