lemma_slp1	varga	eid	mw_sense_units	pwg_sense_units
puroga	AK-2.8	2391	2	2
agresara	AK-2.8	2391	1	2
prazWa	AK-2.8	2391	3	3
agrataHsara	AK-2.8	2391	1	1
puraHsara	AK-2.8	2391	3	2
purogama	AK-2.8	2391	1	1
purogAmin	AK-2.8	2391	2	1
mandagAmin	AK-2.8	2392	1	1
manTara	AK-2.8	2392	17	2
jaNGAla	AK-2.8	2393	1	2
atijava	AK-2.8	2393	2	3
jaNGAkarika	AK-2.8	2394	1	0
jANGika	AK-2.8	2394	5	1
tarasvin	AK-2.8	2395	7	1
tvarita	AK-2.8	2395	3	1
vegin	AK-2.8	2395	4	1
prajavin	AK-2.8	2395	2	2
javana	AK-2.8	2395	7	3
java	AK-2.8	2395	3	2
jayya	AK-2.8	2396	2	2
jeya	AK-2.8	2397	3	1
jEtra	AK-2.8	2398	5	2
jetf	AK-2.8	2398	3	0
aByamitrya	AK-2.8	2399	1	0
aByamitrIya	AK-2.8	2399	1	0
aByamitrIRa	AK-2.8	2399	2	1
Urjasvala	AK-2.8	2400	2	2
Urjasvin	AK-2.8	2400	2	1
UrjAtiSayAnvita	AK-2.8	2400	0	0
urasvat	AK-2.8	2401	1	0
urasila	AK-2.8	2401	1	1
raTira	AK-2.8	2402	2	1
raTika	AK-2.8	2402	3	1
raTin	AK-2.8	2402	7	1
kAmaNgAmin	AK-2.8	2403	0	0
anukAmIna	AK-2.8	2403	1	2
atyantIna	AK-2.8	2404	1	1
SUra	AK-2.8	2405	25	2
vIra	AK-2.8	2405	30	2
vikrAnta	AK-2.8	2405	13	1
jetf	AK-2.8	2406	3	0
jizRu	AK-2.8	2406	12	1
jitvara	AK-2.8	2406	1	2
sAMyugIna	AK-2.8	2407	2	1
DvajinI	AK-2.8	2408	1	0
vAhinI	AK-2.8	2408	6	0
senA	AK-2.8	2408	8	1
pftanA	AK-2.8	2408	4	0
anIkinI	AK-2.8	2408	4	1
camU	AK-2.8	2408	4	1
varUTinI	AK-2.8	2408	2	0
bala	AK-2.8	2408	27	4
sEnya	AK-2.8	2408	6	1
cakra	AK-2.8	2408	35	2
anIka	AK-2.8	2408	5	1
vyUha	AK-2.8	2409	13	2
balavinyAsa	AK-2.8	2409	1	1
pratyAsAra	AK-2.8	2410	0	1
vyUhapArzRi	AK-2.8	2410	1	1
pratigraha	AK-2.8	2411	13	3
patti	AK-2.8	2412	5	1
senAmuKa	AK-2.8	2413	3	1
gulma	AK-2.8	2414	7	2
gaRa	AK-2.8	2415	16	2
vAhinI	AK-2.8	2416	6	0
pftanA	AK-2.8	2417	4	0
camU	AK-2.8	2418	4	1
anIkinI	AK-2.8	2419	4	1
akzOhiRI	AK-2.8	2420	1	2
sampad	AK-2.8	2421	15	0
sampatti	AK-2.8	2421	9	0
SrI	AK-2.8	2421	13	6
lakzmI	AK-2.8	2421	17	1
vipatti	AK-2.8	2422	5	1
vipad	AK-2.8	2422	2	1
Apad	AK-2.8	2422	3	2
AyuDa	AK-2.8	2423	4	1
praharaRa	AK-2.8	2423	8	2
Sastra	AK-2.8	2424	7	2
astra	AK-2.8	2425	7	2
Danus	AK-2.8	2426	9	3
cApa	AK-2.8	2426	8	2
Danvan	AK-2.8	2426	7	4
SarAsana	AK-2.8	2426	2	1
kodaRqa	AK-2.8	2426	4	1
kArmuka	AK-2.8	2426	13	4
izvAsa	AK-2.8	2426	4	1
kAlapfzWa	AK-2.8	2427	4	1
gARqIva	AK-2.8	2428	2	1
gARqiva	AK-2.8	2428	2	1
kowi	AK-2.8	2429	7	3
awanI	AK-2.8	2429	1	1
goDA	AK-2.8	2430	7	1
tala	AK-2.8	2430	18	2
lastaka	AK-2.8	2431	1	1
DanurmaDya	AK-2.8	2431	1	1
morvI	AK-2.8	2432	0	0
jyA	AK-2.8	2432	10	4
SiYjinI	AK-2.8	2432	3	0
guRa	AK-2.8	2432	28	3
pratyAlIQa	AK-2.8	2433	3	1
AlIQa	AK-2.8	2433	5	1
lakza	AK-2.8	2434	5	1
lakzya	AK-2.8	2434	15	1
Saravya	AK-2.8	2434	3	1
SarAByAsa	AK-2.8	2435	1	1
upAsana	AK-2.8	2435	7	2
pfzatka	AK-2.8	2436	3	1
bARa	AK-2.8	2436	16	3
viSiKa	AK-2.8	2436	12	1
ajihmaga	AK-2.8	2436	2	2
Kaga	AK-2.8	2436	11	2
ASuga	AK-2.8	2436	5	2
kalamba	AK-2.8	2436	6	3
mArgaRa	AK-2.8	2436	8	1
Sara	AK-2.8	2436	10	3
patrin	AK-2.8	2436	0	0
ropa	AK-2.8	2436	6	2
izu	AK-2.8	2436	8	3
prakzveqana	AK-2.8	2437	1	1
nArAca	AK-2.8	2437	5	2
pakza	AK-2.8	2438	35	3
vAja	AK-2.8	2438	20	2
nirasta	AK-2.8	2439	5	1
digDa	AK-2.8	2440	7	1
liptaka	AK-2.8	2440	2	1
tURa	AK-2.8	2441	1	1
upAsaNga	AK-2.8	2441	1	2
tURIra	AK-2.8	2441	1	1
nizaNga	AK-2.8	2441	3	2
izuDi	AK-2.8	2441	1	1
tURI	AK-2.8	2441	5	0
Kaqga	AK-2.8	2442	8	1
nistriMSa	AK-2.8	2442	5	2
candrahAsa	AK-2.8	2442	5	2
asi	AK-2.8	2442	4	2
rizwi	AK-2.8	2442	3	2
kOkzeyaka	AK-2.8	2442	2	2
maRqalAgra	AK-2.8	2442	3	1
karavAla	AK-2.8	2442	2	0
kfpARa	AK-2.8	2442	2	2
tsaru	AK-2.8	2443	4	2
meKalA	AK-2.8	2444	16	0
Palaka	AK-2.8	2445	19	2
Pala	AK-2.8	2445	22	2
carman	AK-2.8	2445	6	2
saNgrAha	AK-2.8	2446	0	0
druGaRa	AK-2.8	2447	4	1
mudgara	AK-2.8	2447	6	1
Gana	AK-2.8	2447	30	3
IlI	AK-2.8	2448	1	1
karavAlikA	AK-2.8	2448	1	0
BindipAla	AK-2.8	2449	1	1
sfga	AK-2.8	2449	1	1
pariGa	AK-2.8	2450	15	2
pariGAtana	AK-2.8	2450	1	1
kuWAra	AK-2.8	2451	5	2
svaDiti	AK-2.8	2451	3	3
paraSu	AK-2.8	2451	4	2
paraSvaDa	AK-2.8	2451	1	1
SastrI	AK-2.8	2452	2	0
asiputrI	AK-2.8	2452	1	1
CurikA	AK-2.8	2452	2	1
asiDenukA	AK-2.8	2452	1	1
Salya	AK-2.8	2453	15	1
SaNku	AK-2.8	2453	20	1
sarvalA	AK-2.8	2454	1	1
tomara	AK-2.8	2454	4	1
prAsa	AK-2.8	2455	5	1
kunta	AK-2.8	2455	5	1
koRa	AK-2.8	2456	9	2
pAlI	AK-2.8	2456	2	0
aSri	AK-2.8	2456	3	2
kowi	AK-2.8	2456	7	3
sarvABisAra	AK-2.8	2457	1	1
sarvOGa	AK-2.8	2457	3	1
sarvasannahana	AK-2.8	2457	0	0
lohABihAra	AK-2.8	2458	1	1
aBizeRana	AK-2.8	2459	1	2
yAtrA	AK-2.8	2460	12	1
vrajyA	AK-2.8	2460	4	1
aBiniryARa	AK-2.8	2460	2	1
prasTAna	AK-2.8	2460	9	2
gamana	AK-2.8	2460	7	2
gama	AK-2.8	2460	12	2
AsAra	AK-2.8	2461	5	3
prasaraRa	AK-2.8	2461	6	1
pracakra	AK-2.8	2462	1	1
calita	AK-2.8	2462	9	0
aBikrama	AK-2.8	2463	5	2
vEtAlika	AK-2.8	2464	7	1
boDakara	AK-2.8	2464	2	1
cAkrika	AK-2.8	2465	10	1
GARwika	AK-2.8	2465	2	1
mAgaDa	AK-2.8	2466	9	1
magaDa	AK-2.8	2466	2	3
vandin	AK-2.8	2467	1	1
stutipAWaka	AK-2.8	2467	1	1
saMSaptaka	AK-2.8	2468	1	1
reRu	AK-2.8	2469	10	1
DUli	AK-2.8	2469	2	2
pAMsu	AK-2.8	2469	7	1
rajas	AK-2.8	2469	16	1
cUrRa	AK-2.8	2470	7	3
kzoda	AK-2.8	2470	8	2
samutpiYja	AK-2.8	2471	2	1
piYjala	AK-2.8	2471	4	1
patAkA	AK-2.8	2472	7	0
vEjayantI	AK-2.8	2472	11	0
ketana	AK-2.8	2472	7	3
Dvaja	AK-2.8	2472	15	3
vIrASaMsana	AK-2.8	2473	4	1
ahampUrvikA	AK-2.8	2474	1	0
AhopuruzikA	AK-2.8	2475	2	2
ahamahamikA	AK-2.8	2476	1	1
draviRa	AK-2.8	2477	7	2
taras	AK-2.8	2477	8	3
sahas	AK-2.8	2477	7	1
bala	AK-2.8	2477	27	4
SOrya	AK-2.8	2477	3	1
sTAman	AK-2.8	2477	3	2
Suzma	AK-2.8	2477	13	1
Sakti	AK-2.8	2477	15	4
parAkrama	AK-2.8	2477	5	2
prARa	AK-2.8	2477	22	3
vikrama	AK-2.8	2478	21	1
atiSaktitA	AK-2.8	2478	1	1
vIrapARa	AK-2.8	2479	1	1
yudDa	AK-2.8	2480	4	1
AyoDana	AK-2.8	2480	3	1
janya	AK-2.8	2480	18	5
praDana	AK-2.8	2480	5	2
pravidAraRa	AK-2.8	2480	3	1
mfDa	AK-2.8	2480	1	1
Askandana	AK-2.8	2480	5	2
saNKya	AK-2.8	2480	0	0
samIka	AK-2.8	2480	4	1
sAmparAyika	AK-2.8	2480	5	0
samara	AK-2.8	2480	6	1
anIka	AK-2.8	2480	5	1
raRa	AK-2.8	2480	5	1
kalaha	AK-2.8	2480	6	2
vigraha	AK-2.8	2480	13	2
samprahAra	AK-2.8	2480	3	0
aBisampAta	AK-2.8	2480	1	0
kali	AK-2.8	2480	12	4
saMsPowa	AK-2.8	2480	2	1
saMyuga	AK-2.8	2480	2	1
aByAmarda	AK-2.8	2480	1	1
samAGAta	AK-2.8	2480	3	1
saNgrAma	AK-2.8	2480	0	0
aByAgama	AK-2.8	2480	7	1
Ahava	AK-2.8	2480	5	3
samudAya	AK-2.8	2480	5	1
saMyat	AK-2.8	2480	8	1
samiti	AK-2.8	2480	8	2
Aji	AK-2.8	2480	8	2
samit	AK-2.8	2480	2	1
yuD	AK-2.8	2480	4	2
niyudDa	AK-2.8	2481	1	2
bAhuyudDa	AK-2.8	2481	1	1
tumula	AK-2.8	2482	3	2
raRasaNkula	AK-2.8	2482	0	0
kzveqA	AK-2.8	2483	3	0
siMhanAda	AK-2.8	2483	14	1
GawanA	AK-2.8	2484	7	0
GawA	AK-2.8	2484	7	0
krandana	AK-2.8	2485	4	1
yoDasaMrAva	AK-2.8	2485	1	0
bfMhita	AK-2.8	2486	2	0
karigarjita	AK-2.8	2486	1	0
visPAra	AK-2.8	2487	3	1
pawaha	AK-2.8	2488	3	3
Aqambara	AK-2.8	2488	9	3
prasaBa	AK-2.8	2489	4	0
balAtkAra	AK-2.8	2489	3	1
haWa	AK-2.8	2489	8	1
sKalita	AK-2.8	2490	13	0
Cala	AK-2.8	2490	4	2
ajanya	AK-2.8	2491	3	1
utpAta	AK-2.8	2491	8	2
upasarga	AK-2.8	2491	10	2
mUrCA	AK-2.8	2492	4	3
kaSmala	AK-2.8	2492	6	3
moha	AK-2.8	2492	7	1
avamarda	AK-2.8	2493	4	2
pIqana	AK-2.8	2493	8	1
aByavaskandana	AK-2.8	2494	1	1
aByAsAdana	AK-2.8	2494	1	1
vijaya	AK-2.8	2495	46	1
jaya	AK-2.8	2495	23	2
vEraSudDi	AK-2.8	2496	1	1
pratIkAra	AK-2.8	2496	2	1
vEraniryAtana	AK-2.8	2496	1	1
pradrAva	AK-2.8	2497	2	1
uddrAva	AK-2.8	2497	3	2
sandrAva	AK-2.8	2497	0	0
sandAva	AK-2.8	2497	0	0
vidrava	AK-2.8	2497	6	1
drava	AK-2.8	2497	10	3
apakrama	AK-2.8	2497	3	4
apayAna	AK-2.8	2497	2	3
BaNga	AK-2.8	2498	26	3
parAjaya	AK-2.8	2498	3	2
parAjita	AK-2.8	2499	1	1
parABUta	AK-2.8	2499	2	0
nazwa	AK-2.8	2500	6	1
tirohita	AK-2.8	2500	2	1
pramApaRa	AK-2.8	2501	5	2
nibarhaRa	AK-2.8	2501	3	1
nikAraRa	AK-2.8	2501	1	1
viSAraRa	AK-2.8	2501	1	1
pravAsana	AK-2.8	2501	2	1
parAsana	AK-2.8	2501	1	1
nizUdana	AK-2.8	2501	3	1
nihiMsana	AK-2.8	2501	1	1
nirvAsana	AK-2.8	2501	4	2
saMjYapana	AK-2.8	2501	3	1
nirgranTana	AK-2.8	2501	1	1
apAsana	AK-2.8	2501	2	1
nistarhaRa	AK-2.8	2501	1	1
nihanana	AK-2.8	2501	1	1
kzaRana	AK-2.8	2501	2	1
parivarjana	AK-2.8	2501	2	1
nirvApaRa	AK-2.8	2501	5	4
viSasana	AK-2.8	2501	6	1
mAraRa	AK-2.8	2501	5	2
pratiGAtana	AK-2.8	2501	2	1
udvAsana	AK-2.8	2501	4	1
pramaTana	AK-2.8	2501	6	2
kraTana	AK-2.8	2501	7	2
ujjAsana	AK-2.8	2501	1	1
AlamBa	AK-2.8	2501	3	2
piYja	AK-2.8	2501	5	1
viSara	AK-2.8	2501	4	1
GAta	AK-2.8	2501	7	2
unmATa	AK-2.8	2501	5	2
vaDa	AK-2.8	2501	12	1
paYcatA	AK-2.8	2502	2	1
kAlaDarma	AK-2.8	2502	4	2
dizwAnta	AK-2.8	2502	1	1
pralaya	AK-2.8	2502	10	3
atyaya	AK-2.8	2502	9	3
anta	AK-2.8	2502	14	4
nASa	AK-2.8	2502	4	2
mftyu	AK-2.8	2502	8	1
maraRa	AK-2.8	2502	5	1
niDana	AK-2.8	2502	8	2
parAsu	AK-2.8	2503	2	2
prAptapaYcatva	AK-2.8	2503	1	0
pareta	AK-2.8	2503	2	1
preta	AK-2.8	2503	3	1
saMsTita	AK-2.8	2503	20	1
mfta	AK-2.8	2503	8	1
pramIta	AK-2.8	2503	3	0
citA	AK-2.8	2504	3	0
cityA	AK-2.8	2504	3	0
citi	AK-2.8	2504	9	3
kabanDa	AK-2.8	2505	9	2
SmaSAna	AK-2.8	2506	3	1
pitfvana	AK-2.8	2506	1	1
kuRapa	AK-2.8	2507	7	3
Sava	AK-2.8	2507	2	1
pragraha	AK-2.8	2508	20	2
upagraha	AK-2.8	2508	11	4
vandI	AK-2.8	2508	1	0
kArA	AK-2.8	2509	7	2
banDanAlaya	AK-2.8	2509	1	1
asu	AK-2.8	2510	7	2
prARa	AK-2.8	2510	22	3
jIva	AK-2.8	2511	18	2
asuDAraRa	AK-2.8	2511	1	1
Ayus	AK-2.8	2512	10	4
jIvitakAla	AK-2.8	2512	1	1
jIvAtu	AK-2.8	2513	3	1
jIvanOzaDa	AK-2.8	2513	1	1
Uravya	AK-2.9	2514	1	1
uraja	AK-2.9	2514	0	0
arya	AK-2.9	2514	6	3
vESya	AK-2.9	2514	4	1
BUmispfS	AK-2.9	2514	6	1
viS	AK-2.9	2514	11	4
AjIva	AK-2.9	2515	2	2
jIvikA	AK-2.9	2515	5	1
vArtA	AK-2.9	2515	0	0
vftti	AK-2.9	2515	19	2
vartana	AK-2.9	2515	15	1
jIvana	AK-2.9	2515	16	3
kfzi	AK-2.9	2516	4	2
pASupAlya	AK-2.9	2517	0	2
vARijya	AK-2.9	2518	1	1
sevA	AK-2.9	2519	5	1
Svavftti	AK-2.9	2519	3	2
anfta	AK-2.9	2520	3	3
kfzi	AK-2.9	2520	4	2
uYCaSila	AK-2.9	2521	1	0
fta	AK-2.9	2521	20	2
mfta	AK-2.9	2522	8	1
amfta	AK-2.9	2523	31	3
satyAnfta	AK-2.9	2524	4	1
vaRigBAva	AK-2.9	2524	1	1
fRa	AK-2.9	2525	11	4
paryudaYcana	AK-2.9	2525	1	1
udDAra	AK-2.9	2525	19	3
arTaprayoga	AK-2.9	2526	1	2
kusIda	AK-2.9	2526	4	1
vfdDijIvikA	AK-2.9	2526	1	1
yAcitaka	AK-2.9	2527	2	1
Apamityaka	AK-2.9	2528	2	1
uttamarRa	AK-2.9	2529	3	1
aDamarRa	AK-2.9	2530	2	1
kusIdika	AK-2.9	2531	1	1
vArDUzika	AK-2.9	2531	0	0
vfdDyAjIva	AK-2.9	2531	1	1
vArDuzi	AK-2.9	2531	0	0
kzetrAjIva	AK-2.9	2532	2	1
karzaka	AK-2.9	2532	2	2
kfzaka	AK-2.9	2532	3	1
kfzIvala	AK-2.9	2532	1	2
vrEheya	AK-2.9	2533	3	1
SAleya	AK-2.9	2534	4	1
yavya	AK-2.9	2535	8	3
yavakya	AK-2.9	2536	1	1
zazwikya	AK-2.9	2537	2	1
tilya	AK-2.9	2538	2	1
tElIna	AK-2.9	2538	1	1
mAzya	AK-2.9	2539	3	1
mAzIRa	AK-2.9	2539	2	1
umya	AK-2.9	2540	2	1
OmIna	AK-2.9	2540	1	1
aRavya	AK-2.9	2541	2	1
aRavIna	AK-2.9	2541	0	0
BaNgya	AK-2.9	2542	2	2
BANgIna	AK-2.9	2542	1	1
mOdgIna	AK-2.9	2543	1	1
kOdravIRa	AK-2.9	2544	1	1
cARakIRa	AK-2.9	2545	0	0
gODumIRa	AK-2.9	2546	0	0
kAlAyIRa	AK-2.9	2547	0	0
kOdumIRa	AK-2.9	2548	0	0
prEyaNgavIRa	AK-2.9	2549	0	0
SAkaSAkawa	AK-2.9	2550	1	1
SAkaSAkina	AK-2.9	2550	1	1
bIjAkfta	AK-2.9	2551	1	0
uptakfzwa	AK-2.9	2551	1	0
sItya	AK-2.9	2552	2	1
kfzwa	AK-2.9	2552	4	0
halyavat	AK-2.9	2552	0	0
triguRAkfta	AK-2.9	2553	1	1
tftIyAkfta	AK-2.9	2553	0	0
trihalya	AK-2.9	2553	1	3
trisItya	AK-2.9	2553	1	1
dviguRAkfta	AK-2.9	2554	0	0
dvitIyAkfta	AK-2.9	2554	0	0
dvihalya	AK-2.9	2554	1	1
dvisItya	AK-2.9	2554	1	1
SambAkfta	AK-2.9	2554	1	0
drORikA	AK-2.9	2555	0	1
AQakika	AK-2.9	2556	1	1
kOqavika	AK-2.9	2557	1	1
prAsTika	AK-2.9	2558	3	1
KArIka	AK-2.9	2559	2	1
vapra	AK-2.9	2560	15	1
kedAra	AK-2.9	2560	14	3
kzetra	AK-2.9	2560	20	2
kEdAraka	AK-2.9	2561	1	1
kEdArya	AK-2.9	2561	1	0
kzEtra	AK-2.9	2561	3	2
kEdArika	AK-2.9	2561	1	0
lozwa	AK-2.9	2562	4	1
lezwu	AK-2.9	2562	1	1
kowiSa	AK-2.9	2563	2	1
lozwaBedana	AK-2.9	2563	1	1
prAjana	AK-2.9	2564	1	1
todana	AK-2.9	2564	3	1
totra	AK-2.9	2564	0	0
Kanitra	AK-2.9	2565	2	3
avadAraRa	AK-2.9	2565	4	2
dAtra	AK-2.9	2566	2	3
lavitra	AK-2.9	2566	1	1
AbanDa	AK-2.9	2567	4	1
yotra	AK-2.9	2567	2	1
yoktra	AK-2.9	2567	4	1
Pala	AK-2.9	2568	22	2
nirISa	AK-2.9	2568	1	1
kuwaka	AK-2.9	2568	4	1
PAla	AK-2.9	2568	13	1
kfzika	AK-2.9	2568	2	1
lANgala	AK-2.9	2569	11	2
hala	AK-2.9	2569	7	1
godAraRa	AK-2.9	2569	2	2
sIra	AK-2.9	2569	4	1
SamyA	AK-2.9	2570	8	1
yugakIlaka	AK-2.9	2570	1	1
IzA	AK-2.9	2571	4	2
lANgaladaRqa	AK-2.9	2571	1	0
sItA	AK-2.9	2572	7	1
lANgalapadDati	AK-2.9	2572	1	1
meDi	AK-2.9	2573	2	1
KaledAru	AK-2.9	2573	0	0
ASu	AK-2.9	2574	6	2
vrIhi	AK-2.9	2574	4	1
pAwala	AK-2.9	2574	8	3
SitaSUka	AK-2.9	2575	0	0
yava	AK-2.9	2575	9	3
tokma	AK-2.9	2576	7	2
kalAya	AK-2.9	2577	2	2
satInaka	AK-2.9	2577	1	1
hareRu	AK-2.9	2577	6	1
KaRqika	AK-2.9	2577	8	3
koradUza	AK-2.9	2578	1	1
kodrava	AK-2.9	2578	1	1
maNgalyaka	AK-2.9	2579	1	1
masUra	AK-2.9	2579	3	1
makuzWaka	AK-2.9	2580	0	0
mayuzWaka	AK-2.9	2580	0	0
vanamudga	AK-2.9	2580	1	1
sarzapa	AK-2.9	2581	3	1
tantuBa	AK-2.9	2581	2	1
kadambaka	AK-2.9	2581	4	2
sidDArTa	AK-2.9	2582	13	1
goDUma	AK-2.9	2583	4	1
sumana	AK-2.9	2583	6	1
yAvaka	AK-2.9	2584	3	3
kulmAza	AK-2.9	2584	7	2
caRaka	AK-2.9	2585	3	1
harimanTaka	AK-2.9	2585	1	1
tilapeja	AK-2.9	2586	1	1
tilapiYja	AK-2.9	2586	2	1
kzava	AK-2.9	2587	4	1
kzuDABijanana	AK-2.9	2587	1	1
rAjikA	AK-2.9	2587	5	0
kfzRikA	AK-2.9	2587	4	2
AsurI	AK-2.9	2587	4	0
kaNgu	AK-2.9	2588	1	2
priyaNgu	AK-2.9	2588	9	1
atasI	AK-2.9	2589	2	0
umA	AK-2.9	2589	8	2
kzumA	AK-2.9	2589	2	1
mAtulAnI	AK-2.9	2590	3	1
BaNgA	AK-2.9	2590	4	0
aRu	AK-2.9	2591	10	2
kiMSAru	AK-2.9	2592	4	1
sasyaSUka	AK-2.9	2592	0	1
kaRiSa	AK-2.9	2593	1	2
sasyamaYjarI	AK-2.9	2593	1	1
DAnya	AK-2.9	2594	7	3
vrIhi	AK-2.9	2594	4	1
stambakari	AK-2.9	2594	2	1
stamba	AK-2.9	2595	8	1
gucCa	AK-2.9	2595	4	2
nAqI	AK-2.9	2596	11	2
nAla	AK-2.9	2596	9	2
palAla	AK-2.9	2597	3	2
kaqaNgara	AK-2.9	2598	1	0
busa	AK-2.9	2598	6	2
DAnyatvac	AK-2.9	2599	1	1
tuza	AK-2.9	2599	3	2
SUka	AK-2.9	2600	7	1
SamI	AK-2.9	2601	4	3
SimbA	AK-2.9	2601	1	0
fdDa	AK-2.9	2602	4	1
Avasita	AK-2.9	2602	1	1
pUta	AK-2.9	2603	7	1
bahulIkfta	AK-2.9	2603	5	0
SamIDAnya	AK-2.9	2604	1	1
SUkaDAnya	AK-2.9	2605	1	1
SAli	AK-2.9	2606	5	1
tfRaDAnya	AK-2.9	2607	1	1
nIvAra	AK-2.9	2607	1	1
gaveDu	AK-2.9	2608	1	1
gaveDukA	AK-2.9	2608	3	0
ayogra	AK-2.9	2609	1	1
musala	AK-2.9	2609	7	1
udUKala	AK-2.9	2610	3	2
ulUKala	AK-2.9	2610	6	3
prasPowana	AK-2.9	2611	6	1
SUrpa	AK-2.9	2611	2	2
cAlanI	AK-2.9	2612	1	0
titau	AK-2.9	2612	2	2
syUta	AK-2.9	2613	5	1
praseva	AK-2.9	2613	2	1
kaRqola	AK-2.9	2614	3	2
piwa	AK-2.9	2614	3	1
kawa	AK-2.9	2615	20	2
kiliYjaka	AK-2.9	2615	1	0
rasavatI	AK-2.9	2616	4	0
pAkasTAna	AK-2.9	2616	1	1
mahAnasa	AK-2.9	2616	4	2
pOrogava	AK-2.9	2617	1	1
sUpakAra	AK-2.9	2618	1	1
ballava	AK-2.9	2618	4	3
ArAlika	AK-2.9	2618	1	2
AnDasika	AK-2.9	2618	2	1
sUdA	AK-2.9	2618	0	0
Odanika	AK-2.9	2618	1	1
guRa	AK-2.9	2618	28	3
ApUpika	AK-2.9	2619	3	2
kAndavika	AK-2.9	2619	2	1
BakzyakAra	AK-2.9	2619	1	1
aSmanta	AK-2.9	2620	8	1
udDAna	AK-2.9	2620	5	3
aDiSrayaRI	AK-2.9	2620	1	0
cullI	AK-2.9	2620	5	1
antikA	AK-2.9	2620	3	0
aNgAraDAnikA	AK-2.9	2621	1	1
aNgAraSakawI	AK-2.9	2621	1	1
hasantI	AK-2.9	2621	4	1
hasanI	AK-2.9	2621	3	0
aNgAra	AK-2.9	2622	6	2
alAta	AK-2.9	2623	1	2
ulmuka	AK-2.9	2623	3	3
ambarIza	AK-2.9	2624	12	2
BrAzwra	AK-2.9	2624	4	2
kandu	AK-2.9	2625	4	2
svedanI	AK-2.9	2625	1	0
aliYjara	AK-2.9	2626	1	1
maRika	AK-2.9	2626	3	1
karkarI	AK-2.9	2627	2	0
Alu	AK-2.9	2627	6	2
galantikA	AK-2.9	2627	1	2
piWara	AK-2.9	2628	7	1
sTAlI	AK-2.9	2628	5	0
uKA	AK-2.9	2628	3	0
kuRqa	AK-2.9	2628	13	3
kalaSa	AK-2.9	2629	8	2
Gawa	AK-2.9	2629	12	2
kuwa	AK-2.9	2629	7	2
nipa	AK-2.9	2629	4	1
SarAva	AK-2.9	2630	2	1
varDamAnaka	AK-2.9	2630	6	1
fjIza	AK-2.9	2631	5	4
pizwapacana	AK-2.9	2631	1	1
kaMsa	AK-2.9	2632	6	2
pAnaBAjana	AK-2.9	2632	1	1
kutU	AK-2.9	2633	1	1
kftti	AK-2.9	2633	11	1
kutupa	AK-2.9	2634	2	1
Avapana	AK-2.9	2635	6	2
BARqa	AK-2.9	2635	11	2
pAtra	AK-2.9	2635	12	3
amatra	AK-2.9	2635	4	3
BAjana	AK-2.9	2635	8	3
darvi	AK-2.9	2636	3	1
kambi	AK-2.9	2636	2	1
KajAkA	AK-2.9	2636	1	0
tardU	AK-2.9	2637	1	1
dAruhastaka	AK-2.9	2637	1	1
SAka	AK-2.9	2638	13	5
haritaka	AK-2.9	2638	3	1
Sigru	AK-2.9	2638	5	1
kalamba	AK-2.9	2639	6	3
kaqamba	AK-2.9	2639	3	3
vezavAra	AK-2.9	2640	1	1
upaskara	AK-2.9	2640	7	2
tintiqIka	AK-2.9	2641	2	1
cukra	AK-2.9	2641	3	1
vfkzAmla	AK-2.9	2641	2	1
vellaja	AK-2.9	2642	1	1
marIca	AK-2.9	2642	6	1
kolaka	AK-2.9	2642	4	2
kfzRa	AK-2.9	2642	49	2
OzaRa	AK-2.9	2642	1	1
Darmapattana	AK-2.9	2642	2	1
jIraka	AK-2.9	2643	2	1
jaraRa	AK-2.9	2643	13	2
ajAjI	AK-2.9	2643	1	2
kaRA	AK-2.9	2643	4	0
suzavI	AK-2.9	2644	2	1
kAravI	AK-2.9	2644	7	2
pfTvI	AK-2.9	2644	8	1
pfTu	AK-2.9	2644	28	2
kAlA	AK-2.9	2644	5	0
upakuYjikA	AK-2.9	2644	0	0
Ardraka	AK-2.9	2645	4	3
SfNgabera	AK-2.9	2645	0	0
CatrA	AK-2.9	2646	0	0
vitunnaka	AK-2.9	2646	4	1
kustumbaru	AK-2.9	2646	1	1
DAnyAka	AK-2.9	2646	0	1
SuRWI	AK-2.9	2647	2	0
mahOzaDa	AK-2.9	2647	2	1
viSva	AK-2.9	2647	14	1
nAgara	AK-2.9	2647	19	3
viSvaBezaja	AK-2.9	2647	3	1
AranAlaka	AK-2.9	2648	1	1
sOvIra	AK-2.9	2648	6	1
kulmAza	AK-2.9	2648	7	2
aBizuta	AK-2.9	2648	2	1
avantisoma	AK-2.9	2648	1	1
DAnyAmla	AK-2.9	2648	1	1
kuYjala	AK-2.9	2648	2	2
kAYjika	AK-2.9	2648	1	1
sahasraveDi	AK-2.9	2649	0	0
jatuka	AK-2.9	2649	3	1
balhIka	AK-2.9	2649	0	1
hiNgu	AK-2.9	2649	2	1
rAmaWa	AK-2.9	2649	3	1
kAravI	AK-2.9	2650	7	2
pfTvI	AK-2.9	2650	8	1
bAzpikA	AK-2.9	2650	1	0
kabarI	AK-2.9	2650	0	0
pfTu	AK-2.9	2650	28	2
niSAhvA	AK-2.9	2651	1	1
kAYcanI	AK-2.9	2651	4	0
pItA	AK-2.9	2651	3	0
haridrA	AK-2.9	2651	3	0
varavarRinI	AK-2.9	2651	0	0
sAmudra	AK-2.9	2652	12	2
lavaRa	AK-2.9	2652	14	2
akzIva	AK-2.9	2652	0	2
