chain_id	step_index	source	sutra_code	step_result
ch0000004	13	Ashtadhyayi	1.3.9	kf a si
ch0000004	14	Ashtadhyayi	3.4.113	kf a si
ch0000004	15	Ashtadhyayi	3.4.87	kf a hi
ch0000004	16	Ashtadhyayi	1.2.4	kf a hi
ch0000004	17	Ashtadhyayi	1.4.13	kf a hi
ch0000004	18	Ashtadhyayi	7.3.84	kar a hi
ch0000004	19	Ashtadhyayi	1.4.14	kar a hi
ch0000004	20	Ashtadhyayi	6.4.105	kar a 
ch0000004	21	Ashtadhyayi	8.4.68	kar a 
ch0000005	0	Ashtadhyayi	1.3.1	kf
ch0000005	1	Ashtadhyayi	3.2.123	kf la~w
ch0000005	2	Ashtadhyayi	1.3.2	kf la~w
ch0000005	3	Ashtadhyayi	1.3.3	kf la~w
ch0000005	4	Ashtadhyayi	1.3.9	kf l
ch0000005	5	Ashtadhyayi	1.3.13	kf l
ch0000005	6	Ashtadhyayi	3.4.78	kf ta
ch0000005	7	Ashtadhyayi	3.4.113	kf ta
ch0000005	8	Ashtadhyayi	3.1.67	kf yak ta
ch0000005	9	Ashtadhyayi	1.3.3	kf yak ta
ch0000005	10	Ashtadhyayi	1.3.9	kf ya ta
ch0000005	11	Ashtadhyayi	3.4.114	kf ya ta
ch0000005	12	Ashtadhyayi	3.4.79	kf ya te
ch0000005	13	Ashtadhyayi	1.2.4	kf ya te
ch0000005	14	Ashtadhyayi	1.4.13	kf ya te
ch0000005	15	Ashtadhyayi	1.1.5	kf ya te
ch0000005	16	Ashtadhyayi	7.4.28	kri ya te
ch0000005	17	Ashtadhyayi	1.4.14	kri ya te
ch0000005	18	Ashtadhyayi	8.4.68	kri ya te
ch0000006	0	Ashtadhyayi	1.3.1	kf
ch0000006	1	Ashtadhyayi	3.3.162	kf lo~w
ch0000006	2	Ashtadhyayi	1.3.2	kf lo~w
ch0000006	3	Ashtadhyayi	1.3.3	kf lo~w
ch0000006	4	Ashtadhyayi	1.3.9	kf l
ch0000006	5	Ashtadhyayi	1.3.13	kf l
ch0000006	6	Ashtadhyayi	3.4.78	kf ta
ch0000006	7	Ashtadhyayi	3.4.113	kf ta
ch0000006	8	Ashtadhyayi	3.1.67	kf yak ta
ch0000006	9	Ashtadhyayi	1.3.3	kf yak ta
ch0000006	10	Ashtadhyayi	1.3.9	kf ya ta
ch0000006	11	Ashtadhyayi	3.4.114	kf ya ta
ch0000006	12	Ashtadhyayi	3.4.79	kf ya te
ch0000006	13	Ashtadhyayi	3.4.90	kf ya tAm
ch0000006	14	Ashtadhyayi	1.2.4	kf ya tAm
ch0000006	15	Ashtadhyayi	1.4.13	kf ya tAm
ch0000006	16	Ashtadhyayi	1.1.5	kf ya tAm
ch0000006	17	Ashtadhyayi	7.4.28	kri ya tAm
ch0000006	18	Ashtadhyayi	1.4.14	kri ya tAm
ch0000006	19	Ashtadhyayi	8.4.68	kri ya tAm
ch0000007	0	Ashtadhyayi	1.2.45	pitta
ch0000007	1	Ashtadhyayi	4.1.2	pitta su~
ch0000007	2	Ashtadhyayi	1.3.2	pitta su~
ch0000007	3	Ashtadhyayi	1.3.9	pitta s
ch0000007	4	Ashtadhyayi	2.3.48	pitta s
ch0000007	5	Ashtadhyayi	2.3.49	pitta s
ch0000007	6	Ashtadhyayi	2.3.48	pitta s
ch0000007	7	Ashtadhyayi	2.3.49	pitta s
ch0000007	8	Ashtadhyayi	7.1.24	pitta am
ch0000007	9	Ashtadhyayi	1.3.4	pitta am
ch0000007	10	Ashtadhyayi	1.4.13	pitta am
ch0000007	11	Ashtadhyayi	1.4.18	pitta am
ch0000007	12	Ashtadhyayi	1.4.14	pitta am
ch0000007	13	Ashtadhyayi	6.1.107	pitta m
ch0000007	14	Ashtadhyayi	6.1.69	pitta 
ch0000007	15	Ashtadhyayi	8.4.68	pitta 
ch0000008	0	Ashtadhyayi	1.2.45	sattva
ch0000008	1	Ashtadhyayi	4.1.2	sattva Nas
ch0000008	2	Ashtadhyayi	1.3.4	sattva Nas
ch0000008	3	Ashtadhyayi	1.3.8	sattva Nas
ch0000008	4	Ashtadhyayi	1.3.9	sattva as
ch0000008	5	Ashtadhyayi	1.4.13	sattva as
ch0000008	6	Ashtadhyayi	7.1.12	sattva sya
ch0000008	7	Ashtadhyayi	1.4.17	sattva sya
ch0000008	8	Ashtadhyayi	1.4.14	sattva sya
ch0000008	9	Ashtadhyayi	8.3.111	sattva sya
ch0000008	10	Ashtadhyayi	8.4.68	sattva sya
ch0000009	0	Ashtadhyayi	1.2.45	sattva
ch0000009	1	Ashtadhyayi	4.1.2	sattva Am
ch0000009	2	Ashtadhyayi	1.3.4	sattva Am
ch0000009	3	Ashtadhyayi	7.1.54	sattva nu~w Am
ch0000009	4	Ashtadhyayi	1.3.2	sattva nu~w Am
ch0000009	5	Ashtadhyayi	1.3.3	sattva nu~w Am
ch0000009	6	Ashtadhyayi	1.3.9	sattva n Am
ch0000009	7	Ashtadhyayi	1.4.13	sattva n Am
ch0000009	8	Ashtadhyayi	1.4.17	sattva n Am
ch0000009	9	Ashtadhyayi	1.4.14	sattva n Am
ch0000009	10	Ashtadhyayi	6.4.3	sattvA n Am
ch0000009	11	Ashtadhyayi	8.3.111	sattvA n Am
ch0000009	12	Ashtadhyayi	8.4.68	sattvA n Am
ch0000010	0	Ashtadhyayi	1.3.1	vada~
ch0000010	1	Ashtadhyayi	1.3.2	vada~
ch0000010	2	Ashtadhyayi	1.3.9	vad
ch0000010	3	Ashtadhyayi	3.2.123	vad la~w
ch0000010	4	Ashtadhyayi	1.3.2	vad la~w
ch0000010	5	Ashtadhyayi	1.3.3	vad la~w
ch0000010	6	Ashtadhyayi	1.3.9	vad l
ch0000010	7	Ashtadhyayi	1.3.78	vad l
ch0000010	8	Ashtadhyayi	3.4.78	vad Ji
ch0000010	9	Ashtadhyayi	3.4.113	vad Ji
ch0000010	10	Ashtadhyayi	3.1.68	vad Sap Ji
ch0000010	11	Ashtadhyayi	1.3.3	vad Sap Ji
ch0000010	12	Ashtadhyayi	1.3.8	vad Sap Ji
ch0000010	13	Ashtadhyayi	1.3.9	vad a Ji
ch0000010	14	Ashtadhyayi	3.4.113	vad a Ji
ch0000010	15	Ashtadhyayi	1.2.4	vad a Ji
ch0000010	16	Ashtadhyayi	7.1.3	vad a anti
ch0000010	17	Ashtadhyayi	1.4.13	vad a anti
ch0000010	18	Ashtadhyayi	1.4.14	vad a anti
ch0000010	19	Ashtadhyayi	6.1.97	vad  anti
ch0000010	20	Ashtadhyayi	8.3.24	vad  aMti
ch0000010	21	Ashtadhyayi	8.4.58	vad  anti
ch0000010	22	Ashtadhyayi	8.4.68	vad  anti
ch0000011	0	Ashtadhyayi	1.3.1	vada~
ch0000011	1	Ashtadhyayi	1.3.2	vada~
ch0000011	2	Ashtadhyayi	1.3.9	vad
ch0000011	3	Ashtadhyayi	3.3.162	vad lo~w
ch0000011	4	Ashtadhyayi	1.3.2	vad lo~w
ch0000011	5	Ashtadhyayi	1.3.3	vad lo~w
ch0000011	6	Ashtadhyayi	1.3.9	vad l
ch0000011	7	Ashtadhyayi	1.3.78	vad l
ch0000011	8	Ashtadhyayi	3.4.78	vad sip
ch0000011	9	Ashtadhyayi	1.3.3	vad sip
ch0000011	10	Ashtadhyayi	1.3.9	vad si
ch0000011	11	Ashtadhyayi	3.4.113	vad si
ch0000011	12	Ashtadhyayi	3.1.68	vad Sap si
ch0000011	13	Ashtadhyayi	1.3.3	vad Sap si
ch0000011	14	Ashtadhyayi	1.3.8	vad Sap si
ch0000011	15	Ashtadhyayi	1.3.9	vad a si
ch0000011	16	Ashtadhyayi	3.4.113	vad a si
ch0000011	17	Ashtadhyayi	3.4.87	vad a hi
ch0000011	18	Ashtadhyayi	1.2.4	vad a hi
ch0000011	19	Ashtadhyayi	1.4.13	vad a hi
ch0000011	20	Ashtadhyayi	1.4.14	vad a hi
ch0000011	21	Ashtadhyayi	6.4.105	vad a 
ch0000011	22	Ashtadhyayi	8.4.68	vad a 
ch0000012	0	Ashtadhyayi	1.3.1	vada~
ch0000012	1	Ashtadhyayi	1.3.2	vada~
ch0000012	2	Ashtadhyayi	1.3.9	vad
ch0000012	3	Ashtadhyayi	3.2.123	vad la~w
ch0000012	4	Ashtadhyayi	1.3.2	vad la~w
ch0000012	5	Ashtadhyayi	1.3.3	vad la~w
ch0000012	6	Ashtadhyayi	1.3.9	vad l
ch0000012	7	Ashtadhyayi	1.3.78	vad l
ch0000012	8	Ashtadhyayi	3.4.78	vad tip
ch0000012	9	Ashtadhyayi	1.3.3	vad tip
ch0000012	10	Ashtadhyayi	1.3.9	vad ti
ch0000012	11	Ashtadhyayi	3.4.113	vad ti
ch0000012	12	Ashtadhyayi	3.1.68	vad Sap ti
ch0000012	13	Ashtadhyayi	1.3.3	vad Sap ti
ch0000012	14	Ashtadhyayi	1.3.8	vad Sap ti
ch0000012	15	Ashtadhyayi	1.3.9	vad a ti
ch0000012	16	Ashtadhyayi	3.4.113	vad a ti
ch0000012	17	Ashtadhyayi	1.4.13	vad a ti
ch0000012	18	Ashtadhyayi	1.4.14	vad a ti
ch0000012	19	Ashtadhyayi	8.4.68	vad a ti
ch0000013	0	Ashtadhyayi	1.3.1	vada~
ch0000013	1	Ashtadhyayi	1.3.2	vada~
ch0000013	2	Ashtadhyayi	1.3.9	vad
ch0000013	3	Ashtadhyayi	3.3.161	vad li~N
ch0000013	4	Ashtadhyayi	1.3.2	vad li~N
ch0000013	5	Ashtadhyayi	1.3.3	vad li~N
ch0000013	6	Ashtadhyayi	1.3.9	vad l
ch0000013	7	Ashtadhyayi	1.3.78	vad l
ch0000013	8	Ashtadhyayi	3.4.78	vad tip
ch0000013	9	Ashtadhyayi	1.3.3	vad tip
ch0000013	10	Ashtadhyayi	1.3.9	vad ti
ch0000013	11	Ashtadhyayi	3.4.113	vad ti
ch0000013	12	Ashtadhyayi	3.1.68	vad Sap ti
ch0000013	13	Ashtadhyayi	1.3.3	vad Sap ti
ch0000013	14	Ashtadhyayi	1.3.8	vad Sap ti
ch0000013	15	Ashtadhyayi	1.3.9	vad a ti
ch0000013	16	Ashtadhyayi	3.4.113	vad a ti
ch0000013	17	Ashtadhyayi	3.4.100	vad a t
ch0000013	18	Ashtadhyayi	3.4.103	vad a yAsu~w t
ch0000013	19	Ashtadhyayi	1.3.2	vad a yAsu~w t
ch0000013	20	Ashtadhyayi	1.3.3	vad a yAsu~w t
ch0000013	21	Ashtadhyayi	1.3.9	vad a yAs t
ch0000013	22	Ashtadhyayi	3.4.107	vad a yAs st
ch0000013	23	Ashtadhyayi	1.4.13	vad a yAs st
ch0000013	24	Ashtadhyayi	7.2.79	vad a yA t
ch0000013	25	Ashtadhyayi	7.2.80	vad a iy t
ch0000013	26	Ashtadhyayi	6.1.66	vad a i t
ch0000013	27	Ashtadhyayi	1.4.14	vad a i t
ch0000013	28	Ashtadhyayi	6.1.87	vad  e t
ch0000013	29	Ashtadhyayi	8.2.39	vad  e d
ch0000013	30	Ashtadhyayi	8.4.56	vad  e t
ch0000013	31	Ashtadhyayi	8.4.68	vad  e t
ch0000014	0	Ashtadhyayi	1.3.1	vada~
ch0000014	1	Ashtadhyayi	1.3.2	vada~
ch0000014	2	Ashtadhyayi	1.3.9	vad
ch0000014	3	Ashtadhyayi	3.2.111	vad laN
ch0000014	4	Ashtadhyayi	1.3.3	vad laN
ch0000014	5	Ashtadhyayi	1.3.9	vad la
ch0000014	6	Ashtadhyayi	1.3.78	vad la
ch0000014	7	Ashtadhyayi	3.4.78	vad tip
ch0000014	8	Ashtadhyayi	1.3.3	vad tip
ch0000014	9	Ashtadhyayi	1.3.9	vad ti
ch0000014	10	Ashtadhyayi	3.4.113	vad ti
ch0000014	11	Ashtadhyayi	3.1.68	vad Sap ti
ch0000014	12	Ashtadhyayi	1.3.3	vad Sap ti
ch0000014	13	Ashtadhyayi	1.3.8	vad Sap ti
ch0000014	14	Ashtadhyayi	1.3.9	vad a ti
ch0000014	15	Ashtadhyayi	3.4.113	vad a ti
ch0000014	16	Ashtadhyayi	3.4.100	vad a t
ch0000014	17	Ashtadhyayi	1.4.13	vad a t
ch0000014	18	Ashtadhyayi	6.4.71	aw vad a t
ch0000014	19	Ashtadhyayi	1.3.3	aw vad a t
ch0000014	20	Ashtadhyayi	1.3.9	a vad a t
ch0000014	21	Ashtadhyayi	1.4.14	a vad a t
ch0000014	22	Ashtadhyayi	8.2.39	a vad a d
ch0000014	23	Ashtadhyayi	8.4.56	a vad a t
ch0000014	24	Ashtadhyayi	8.4.68	a vad a t
ch0000015	0	Ashtadhyayi	1.3.1	vada~
ch0000015	1	Ashtadhyayi	1.3.2	vada~
ch0000015	2	Ashtadhyayi	1.3.9	vad
ch0000015	3	Ashtadhyayi	3.2.123	vad la~w
ch0000015	4	Ashtadhyayi	1.3.2	vad la~w
ch0000015	5	Ashtadhyayi	1.3.3	vad la~w
ch0000015	6	Ashtadhyayi	1.3.9	vad l
ch0000015	7	Ashtadhyayi	1.3.78	vad l
ch0000015	8	Ashtadhyayi	3.4.78	vad mip
ch0000015	9	Ashtadhyayi	1.3.3	vad mip
ch0000015	10	Ashtadhyayi	1.3.9	vad mi
ch0000015	11	Ashtadhyayi	3.4.113	vad mi
ch0000015	12	Ashtadhyayi	3.1.68	vad Sap mi
ch0000015	13	Ashtadhyayi	1.3.3	vad Sap mi
ch0000015	14	Ashtadhyayi	1.3.8	vad Sap mi
ch0000015	15	Ashtadhyayi	1.3.9	vad a mi
ch0000015	16	Ashtadhyayi	3.4.113	vad a mi
ch0000015	17	Ashtadhyayi	1.4.13	vad a mi
ch0000015	18	Ashtadhyayi	1.4.14	vad a mi
ch0000015	19	Ashtadhyayi	7.3.101	vad A mi
ch0000015	20	Ashtadhyayi	8.4.68	vad A mi
ch0000016	0	Ashtadhyayi	1.2.45	idam
ch0000016	1	Ashtadhyayi	4.1.2	idam Nas
ch0000016	2	Ashtadhyayi	1.3.4	idam Nas
ch0000016	3	Ashtadhyayi	1.3.8	idam Nas
ch0000016	4	Ashtadhyayi	1.3.9	idam as
ch0000016	5	Ashtadhyayi	1.1.74	idam as
ch0000016	6	Ashtadhyayi	1.1.27	idam as
ch0000016	7	Ashtadhyayi	1.1.74	idam as
ch0000016	8	Ashtadhyayi	1.1.27	idam as
ch0000016	9	Ashtadhyayi	7.2.102	idaa as
ch0000016	10	Ashtadhyayi	1.4.13	idaa as
ch0000016	11	Ashtadhyayi	7.1.12	idaa sya
ch0000016	12	Ashtadhyayi	1.4.17	idaa sya
ch0000016	13	Ashtadhyayi	1.4.14	idaa sya
ch0000016	14	Ashtadhyayi	7.2.113	aa sya
ch0000016	15	Ashtadhyayi	6.1.97	a sya
ch0000016	16	Ashtadhyayi	8.4.68	a sya
ch0000017	0	Ashtadhyayi	1.2.45	idam
ch0000017	1	Ashtadhyayi	4.1.2	idam su~
ch0000017	2	Ashtadhyayi	1.3.2	idam su~
ch0000017	3	Ashtadhyayi	1.3.9	idam s
ch0000017	4	Ashtadhyayi	1.1.74	idam s
ch0000017	5	Ashtadhyayi	1.1.27	idam s
ch0000017	6	Ashtadhyayi	1.1.43	idam s
ch0000017	7	Ashtadhyayi	1.1.74	idam s
ch0000017	8	Ashtadhyayi	1.1.27	idam s
ch0000017	9	Ashtadhyayi	1.1.43	idam s
ch0000017	10	Ashtadhyayi	7.2.108	idam s
ch0000017	11	Ashtadhyayi	7.2.111	ayam s
ch0000017	12	Ashtadhyayi	1.4.13	ayam s
ch0000017	13	Ashtadhyayi	1.4.14	ayam s
ch0000017	14	Ashtadhyayi	6.1.68	ayam 
ch0000017	15	Ashtadhyayi	8.4.68	ayam 
ch0000018	0	Ashtadhyayi	1.2.45	idam
ch0000018	1	Ashtadhyayi	4.1.2	idam su~
ch0000018	2	Ashtadhyayi	1.3.2	idam su~
ch0000018	3	Ashtadhyayi	1.3.9	idam s
ch0000018	4	Ashtadhyayi	1.1.74	idam s
ch0000018	5	Ashtadhyayi	1.1.27	idam s
ch0000018	6	Ashtadhyayi	1.1.43	idam s
ch0000018	7	Ashtadhyayi	1.1.74	idam s
ch0000018	8	Ashtadhyayi	1.1.27	idam s
ch0000018	9	Ashtadhyayi	1.1.43	idam s
ch0000018	10	Ashtadhyayi	7.2.108	idam s
ch0000018	11	Ashtadhyayi	7.2.110	iyam s
ch0000018	12	Ashtadhyayi	1.4.13	iyam s
ch0000018	13	Ashtadhyayi	1.4.14	iyam s
ch0000018	14	Ashtadhyayi	6.1.68	iyam 
ch0000018	15	Ashtadhyayi	8.4.68	iyam 
ch0000019	0	Ashtadhyayi	1.2.45	idam
ch0000019	1	Ashtadhyayi	4.1.2	idam Ni
ch0000019	2	Ashtadhyayi	1.3.8	idam Ni
ch0000019	3	Ashtadhyayi	1.3.9	idam i
ch0000019	4	Ashtadhyayi	1.1.74	idam i
ch0000019	5	Ashtadhyayi	1.1.27	idam i
ch0000019	6	Ashtadhyayi	1.1.74	idam i
ch0000019	7	Ashtadhyayi	1.1.27	idam i
ch0000019	8	Ashtadhyayi	7.2.102	idaa i
ch0000019	9	Ashtadhyayi	1.4.13	idaa i
ch0000019	10	Ashtadhyayi	7.1.15	idaa smin
ch0000019	11	Ashtadhyayi	1.4.17	idaa smin
ch0000019	12	Ashtadhyayi	1.4.14	idaa smin
ch0000019	13	Ashtadhyayi	7.2.113	aa smin
ch0000019	14	Ashtadhyayi	6.1.97	a smin
ch0000019	15	Ashtadhyayi	8.4.68	a smin
ch0000020	0	Ashtadhyayi	1.2.45	idam
ch0000020	1	Ashtadhyayi	4.1.2	idam wA
ch0000020	2	Ashtadhyayi	1.3.7	idam wA
ch0000020	3	Ashtadhyayi	1.3.9	idam A
ch0000020	4	Ashtadhyayi	1.1.74	idam A
ch0000020	5	Ashtadhyayi	1.1.27	idam A
ch0000020	6	Ashtadhyayi	1.1.74	idam A
ch0000020	7	Ashtadhyayi	1.1.27	idam A
ch0000020	8	Ashtadhyayi	7.2.102	idaa A
ch0000020	9	Ashtadhyayi	1.4.13	idaa A
ch0000020	10	Ashtadhyayi	7.1.12	idaa ina
ch0000020	11	Ashtadhyayi	1.4.18	idaa ina
ch0000020	12	Ashtadhyayi	1.4.14	idaa ina
ch0000020	13	Ashtadhyayi	7.2.112	ana ina
ch0000020	14	Ashtadhyayi	6.1.87	an ena
ch0000020	15	Ashtadhyayi	8.4.68	an ena
ch0000021	0	Ashtadhyayi	1.2.45	idam
ch0000021	1	Ashtadhyayi	4.1.2	idam jas
ch0000021	2	Ashtadhyayi	1.3.4	idam jas
ch0000021	3	Ashtadhyayi	1.3.7	idam jas
ch0000021	4	Ashtadhyayi	1.3.9	idam as
ch0000021	5	Ashtadhyayi	1.1.74	idam as
ch0000021	6	Ashtadhyayi	1.1.27	idam as
ch0000021	7	Ashtadhyayi	1.1.43	idam as
ch0000021	8	Ashtadhyayi	1.1.74	idam as
ch0000021	9	Ashtadhyayi	1.1.27	idam as
ch0000021	10	Ashtadhyayi	1.1.43	idam as
ch0000021	11	Ashtadhyayi	7.2.102	idaa as
ch0000021	12	Ashtadhyayi	1.4.13	idaa as
ch0000021	13	Ashtadhyayi	7.1.17	idaa SI
ch0000021	14	Ashtadhyayi	1.3.8	idaa SI
ch0000021	15	Ashtadhyayi	1.3.9	idaa I
ch0000021	16	Ashtadhyayi	1.4.14	idaa I
ch0000021	17	Ashtadhyayi	7.2.109	ima I
ch0000021	18	Ashtadhyayi	6.1.104	ima I
ch0000021	19	Ashtadhyayi	6.1.87	im e
ch0000022	0	Ashtadhyayi	1.2.45	idam
ch0000022	1	Ashtadhyayi	4.1.2	idam am
ch0000022	2	Ashtadhyayi	1.3.4	idam am
ch0000022	3	Ashtadhyayi	1.1.74	idam am
ch0000022	4	Ashtadhyayi	1.1.27	idam am
ch0000022	5	Ashtadhyayi	1.1.43	idam am
ch0000022	6	Ashtadhyayi	1.1.74	idam am
ch0000022	7	Ashtadhyayi	1.1.27	idam am
ch0000022	8	Ashtadhyayi	1.1.43	idam am
ch0000022	9	Ashtadhyayi	7.2.102	idaa am
ch0000022	10	Ashtadhyayi	1.4.13	idaa am
ch0000022	11	Ashtadhyayi	1.4.14	idaa am
ch0000022	12	Ashtadhyayi	7.2.109	ima am
ch0000022	13	Ashtadhyayi	6.1.107	ima m
ch0000022	14	Ashtadhyayi	8.4.68	ima m
ch0000023	0	Ashtadhyayi	1.2.45	idam
ch0000023	1	Ashtadhyayi	4.1.2	idam Sas
ch0000023	2	Ashtadhyayi	1.3.4	idam Sas
ch0000023	3	Ashtadhyayi	1.3.8	idam Sas
ch0000023	4	Ashtadhyayi	1.3.9	idam as
ch0000023	5	Ashtadhyayi	1.1.74	idam as
ch0000023	6	Ashtadhyayi	1.1.27	idam as
ch0000023	7	Ashtadhyayi	1.1.74	idam as
ch0000023	8	Ashtadhyayi	1.1.27	idam as
ch0000023	9	Ashtadhyayi	7.2.102	idaa as
ch0000023	10	Ashtadhyayi	1.4.13	idaa as
ch0000023	11	Ashtadhyayi	1.4.18	idaa as
ch0000023	12	Ashtadhyayi	1.4.14	idaa as
ch0000023	13	Ashtadhyayi	7.2.109	ima as
ch0000023	14	Ashtadhyayi	6.1.102	ima As
ch0000023	15	Ashtadhyayi	6.1.103	ima An
ch0000023	16	Ashtadhyayi	6.1.101	imA n
ch0000024	0	Ashtadhyayi	1.2.45	idam
ch0000024	1	Ashtadhyayi	4.1.2	idam am
ch0000024	2	Ashtadhyayi	1.3.4	idam am
ch0000024	3	Ashtadhyayi	1.1.74	idam am
ch0000024	4	Ashtadhyayi	1.1.27	idam am
ch0000024	5	Ashtadhyayi	1.1.43	idam am
ch0000024	6	Ashtadhyayi	1.1.74	idam am
ch0000024	7	Ashtadhyayi	1.1.27	idam am
ch0000024	8	Ashtadhyayi	1.1.43	idam am
ch0000024	9	Ashtadhyayi	7.2.102	idaa am
ch0000024	10	Ashtadhyayi	4.1.4	idaa wAp am
ch0000024	11	Ashtadhyayi	1.3.3	idaa wAp am
ch0000024	12	Ashtadhyayi	1.3.7	idaa wAp am
ch0000024	13	Ashtadhyayi	1.3.9	idaa A am
ch0000024	14	Ashtadhyayi	1.4.13	idaa A am
ch0000024	15	Ashtadhyayi	1.4.18	idaa A am
ch0000024	16	Ashtadhyayi	1.4.14	idaa A am
ch0000024	17	Ashtadhyayi	7.2.109	ima A am
ch0000024	18	Ashtadhyayi	6.1.107	ima A m
ch0000024	19	Ashtadhyayi	6.1.101	imA  m
ch0000025	0	Ashtadhyayi	1.2.45	idam
ch0000025	1	Ashtadhyayi	4.1.2	idam Nasi~
ch0000025	2	Ashtadhyayi	1.3.2	idam Nasi~
ch0000025	3	Ashtadhyayi	1.3.8	idam Nasi~
ch0000025	4	Ashtadhyayi	1.3.9	idam as
ch0000025	5	Ashtadhyayi	1.1.74	idam as
ch0000025	6	Ashtadhyayi	1.1.27	idam as
ch0000025	7	Ashtadhyayi	1.1.74	idam as
ch0000025	8	Ashtadhyayi	1.1.27	idam as
ch0000025	9	Ashtadhyayi	7.2.102	idaa as
ch0000025	10	Ashtadhyayi	1.4.13	idaa as
ch0000025	11	Ashtadhyayi	7.1.15	idaa smAt
ch0000025	12	Ashtadhyayi	1.4.17	idaa smAt
ch0000025	13	Ashtadhyayi	1.4.14	idaa smAt
ch0000025	14	Ashtadhyayi	7.2.113	aa smAt
ch0000025	15	Ashtadhyayi	6.1.97	a smAt
ch0000025	16	Ashtadhyayi	8.2.39	a smAd
ch0000025	17	Ashtadhyayi	8.4.56	a smAt
ch0000025	18	Ashtadhyayi	8.4.68	a smAt
ch0000026	0	Ashtadhyayi	1.2.45	idam
ch0000026	1	Ashtadhyayi	4.1.2	idam Ni
ch0000026	2	Ashtadhyayi	1.3.8	idam Ni
ch0000026	3	Ashtadhyayi	1.3.9	idam i
ch0000026	4	Ashtadhyayi	1.1.74	idam i
ch0000026	5	Ashtadhyayi	1.1.27	idam i
ch0000026	6	Ashtadhyayi	1.1.74	idam i
ch0000026	7	Ashtadhyayi	1.1.27	idam i
ch0000026	8	Ashtadhyayi	7.2.102	idaa i
ch0000026	9	Ashtadhyayi	4.1.4	idaa wAp i
ch0000026	10	Ashtadhyayi	1.3.3	idaa wAp i
ch0000026	11	Ashtadhyayi	1.3.7	idaa wAp i
ch0000026	12	Ashtadhyayi	1.3.9	idaa A i
ch0000026	13	Ashtadhyayi	1.4.13	idaa A i
ch0000026	14	Ashtadhyayi	1.4.18	idaa A i
ch0000026	15	Ashtadhyayi	1.4.18	idaa A i
ch0000026	16	Ashtadhyayi	1.4.14	idaa A i
ch0000026	17	Ashtadhyayi	7.3.116	idaa A Am
ch0000026	18	Ashtadhyayi	1.3.4	idaa A Am
ch0000026	19	Ashtadhyayi	7.3.114	idaa a syAw Am
ch0000026	20	Ashtadhyayi	1.3.3	idaa a syAw Am
ch0000026	21	Ashtadhyayi	1.3.9	idaa a syA Am
ch0000026	22	Ashtadhyayi	7.2.113	aa a syA Am
ch0000026	23	Ashtadhyayi	6.1.97	a a syA Am
ch0000026	24	Ashtadhyayi	6.1.97	 a syA Am
ch0000026	25	Ashtadhyayi	6.1.101	 a syA m
ch0000026	26	Ashtadhyayi	8.4.68	 a syA m
ch0000027	0	Ashtadhyayi	1.2.45	idam
ch0000027	1	Ashtadhyayi	4.1.2	idam Bis
ch0000027	2	Ashtadhyayi	1.3.4	idam Bis
ch0000027	3	Ashtadhyayi	1.1.74	idam Bis
ch0000027	4	Ashtadhyayi	1.1.27	idam Bis
ch0000027	5	Ashtadhyayi	1.1.74	idam Bis
ch0000027	6	Ashtadhyayi	1.1.27	idam Bis
ch0000027	7	Ashtadhyayi	7.2.102	idaa Bis
ch0000027	8	Ashtadhyayi	1.4.13	idaa Bis
ch0000027	9	Ashtadhyayi	7.1.11	idaa Bis
ch0000027	10	Ashtadhyayi	1.4.17	idaa Bis
ch0000027	11	Ashtadhyayi	1.4.14	idaa Bis
ch0000027	12	Ashtadhyayi	7.2.113	aa Bis
ch0000027	13	Ashtadhyayi	7.3.103	ae Bis
ch0000027	14	Ashtadhyayi	6.1.97	e Bis
ch0000027	15	Ashtadhyayi	8.2.66	e Biru~
ch0000027	16	Ashtadhyayi	1.3.2	e Bir
ch0000027	17	Ashtadhyayi	8.3.15	e BiH
ch0000028	0	Ashtadhyayi	1.2.45	idam
ch0000028	1	Ashtadhyayi	4.1.2	idam O
ch0000028	2	Ashtadhyayi	1.1.74	idam O
ch0000028	3	Ashtadhyayi	1.1.27	idam O
ch0000028	4	Ashtadhyayi	1.1.43	idam O
ch0000028	5	Ashtadhyayi	1.1.74	idam O
ch0000028	6	Ashtadhyayi	1.1.27	idam O
ch0000028	7	Ashtadhyayi	1.1.43	idam O
ch0000028	8	Ashtadhyayi	7.2.102	idaa O
ch0000028	9	Ashtadhyayi	1.4.13	idaa O
ch0000028	10	Ashtadhyayi	1.4.14	idaa O
ch0000028	11	Ashtadhyayi	7.2.109	ima O
ch0000028	12	Ashtadhyayi	6.1.104	ima O
ch0000028	13	Ashtadhyayi	6.1.88	im O
ch0000029	0	Ashtadhyayi	1.2.45	idam
ch0000029	1	Ashtadhyayi	4.1.2	idam Byas
ch0000029	2	Ashtadhyayi	1.3.4	idam Byas
ch0000029	3	Ashtadhyayi	1.1.74	idam Byas
ch0000029	4	Ashtadhyayi	1.1.27	idam Byas
ch0000029	5	Ashtadhyayi	1.1.74	idam Byas
ch0000029	6	Ashtadhyayi	1.1.27	idam Byas
ch0000029	7	Ashtadhyayi	7.2.102	idaa Byas
ch0000029	8	Ashtadhyayi	1.4.13	idaa Byas
ch0000029	9	Ashtadhyayi	1.4.17	idaa Byas
ch0000029	10	Ashtadhyayi	1.4.14	idaa Byas
