chain_id	step_index	source	sutra_code	step_result
ch0001164	24	Ashtadhyayi	7.2.79	tizWa a yA t
ch0001164	25	Ashtadhyayi	7.2.80	tizWa a iy t
ch0001164	26	Ashtadhyayi	6.1.66	tizWa a i t
ch0001164	27	Ashtadhyayi	1.4.14	tizWa a i t
ch0001164	28	Ashtadhyayi	6.1.97	tizW a i t
ch0001164	29	Ashtadhyayi	6.1.87	tizW  e t
ch0001164	30	Ashtadhyayi	8.2.39	tizW  e d
ch0001165	0	Ashtadhyayi	1.3.1	zWA\
ch0001165	1	Varttika	6.1.64.2	sTA
ch0001165	2	Ashtadhyayi	3.2.123	sTA la~w
ch0001165	3	Ashtadhyayi	1.3.2	sTA la~w
ch0001165	4	Ashtadhyayi	1.3.3	sTA la~w
ch0001165	5	Ashtadhyayi	1.3.9	sTA l
ch0001165	6	Ashtadhyayi	1.3.78	sTA l
ch0001165	7	Ashtadhyayi	3.4.78	sTA mip
ch0001165	8	Ashtadhyayi	1.3.3	sTA mip
ch0001165	9	Ashtadhyayi	1.3.9	sTA mi
ch0001165	10	Ashtadhyayi	3.4.113	sTA mi
ch0001165	11	Ashtadhyayi	3.1.68	sTA Sap mi
ch0001165	12	Ashtadhyayi	1.3.3	sTA Sap mi
ch0001165	13	Ashtadhyayi	1.3.8	sTA Sap mi
ch0001165	14	Ashtadhyayi	1.3.9	sTA a mi
ch0001165	15	Ashtadhyayi	3.4.113	sTA a mi
ch0001165	16	Ashtadhyayi	1.4.13	sTA a mi
ch0001165	17	Ashtadhyayi	7.3.78	tizWa a mi
ch0001165	18	Ashtadhyayi	1.4.14	tizWa a mi
ch0001165	19	Ashtadhyayi	7.3.101	tizWa A mi
ch0001165	20	Ashtadhyayi	6.1.101	tizWA  mi
ch0001166	0	Ashtadhyayi	1.3.1	zWA\
ch0001166	1	Varttika	6.1.64.2	sTA
ch0001166	2	Ashtadhyayi	3.2.111	sTA laN
ch0001166	3	Ashtadhyayi	1.3.3	sTA laN
ch0001166	4	Ashtadhyayi	1.3.9	sTA la
ch0001166	5	Ashtadhyayi	1.3.78	sTA la
ch0001166	6	Ashtadhyayi	3.4.78	sTA tip
ch0001166	7	Ashtadhyayi	1.3.3	sTA tip
ch0001166	8	Ashtadhyayi	1.3.9	sTA ti
ch0001166	9	Ashtadhyayi	3.4.113	sTA ti
ch0001166	10	Ashtadhyayi	3.1.68	sTA Sap ti
ch0001166	11	Ashtadhyayi	1.3.3	sTA Sap ti
ch0001166	12	Ashtadhyayi	1.3.8	sTA Sap ti
ch0001166	13	Ashtadhyayi	1.3.9	sTA a ti
ch0001166	14	Ashtadhyayi	3.4.113	sTA a ti
ch0001166	15	Ashtadhyayi	3.4.100	sTA a t
ch0001166	16	Ashtadhyayi	1.4.13	sTA a t
ch0001166	17	Ashtadhyayi	7.3.78	tizWa a t
ch0001166	18	Ashtadhyayi	6.4.71	aw tizWa a t
ch0001166	19	Ashtadhyayi	1.3.3	aw tizWa a t
ch0001166	20	Ashtadhyayi	1.3.9	a tizWa a t
ch0001166	21	Ashtadhyayi	1.4.14	a tizWa a t
ch0001166	22	Ashtadhyayi	6.1.97	a tizW a t
ch0001166	23	Ashtadhyayi	8.2.39	a tizW a d
ch0001166	24	Ashtadhyayi	8.4.68	a tizW a d
ch0001167	0	Ashtadhyayi	1.3.1	zWA\
ch0001167	1	Varttika	6.1.64.2	sTA
ch0001167	2	Ashtadhyayi	3.3.162	sTA lo~w
ch0001167	3	Ashtadhyayi	1.3.2	sTA lo~w
ch0001167	4	Ashtadhyayi	1.3.3	sTA lo~w
ch0001167	5	Ashtadhyayi	1.3.9	sTA l
ch0001167	6	Ashtadhyayi	1.3.13	sTA l
ch0001167	7	Ashtadhyayi	3.4.78	sTA ta
ch0001167	8	Ashtadhyayi	3.4.113	sTA ta
ch0001167	9	Ashtadhyayi	3.1.67	sTA yak ta
ch0001167	10	Ashtadhyayi	1.3.3	sTA yak ta
ch0001167	11	Ashtadhyayi	1.3.9	sTA ya ta
ch0001167	12	Ashtadhyayi	3.4.114	sTA ya ta
ch0001167	13	Ashtadhyayi	3.4.79	sTA ya te
ch0001167	14	Ashtadhyayi	3.4.90	sTA ya tAm
ch0001167	15	Ashtadhyayi	1.2.4	sTA ya tAm
ch0001167	16	Ashtadhyayi	1.4.13	sTA ya tAm
ch0001167	17	Ashtadhyayi	7.4.25	sTA ya tAm
ch0001167	18	Ashtadhyayi	6.4.66	sTI ya tAm
ch0001167	19	Ashtadhyayi	1.4.14	sTI ya tAm
ch0001167	20	Ashtadhyayi	8.3.111	sTI ya tAm
ch0001167	21	Ashtadhyayi	8.4.68	sTI ya tAm
ch0001168	0	Ashtadhyayi	1.3.1	zWA\
ch0001168	1	Varttika	6.1.64.2	sTA
ch0001168	2	Ashtadhyayi	3.2.111	sTA laN
ch0001168	3	Ashtadhyayi	1.3.3	sTA laN
ch0001168	4	Ashtadhyayi	1.3.9	sTA la
ch0001168	5	Ashtadhyayi	1.3.78	sTA la
ch0001168	6	Ashtadhyayi	3.4.78	sTA Ji
ch0001168	7	Ashtadhyayi	3.4.113	sTA Ji
ch0001168	8	Ashtadhyayi	3.1.68	sTA Sap Ji
ch0001168	9	Ashtadhyayi	1.3.3	sTA Sap Ji
ch0001168	10	Ashtadhyayi	1.3.8	sTA Sap Ji
ch0001168	11	Ashtadhyayi	1.3.9	sTA a Ji
ch0001168	12	Ashtadhyayi	3.4.113	sTA a Ji
ch0001168	13	Ashtadhyayi	1.2.4	sTA a Ji
ch0001168	14	Ashtadhyayi	3.4.100	sTA a J
ch0001168	15	Ashtadhyayi	7.1.3	sTA a ant
ch0001168	16	Ashtadhyayi	1.4.13	sTA a ant
ch0001168	17	Ashtadhyayi	7.3.78	tizWa a ant
ch0001168	18	Ashtadhyayi	6.4.71	aw tizWa a ant
ch0001168	19	Ashtadhyayi	1.3.3	aw tizWa a ant
ch0001168	20	Ashtadhyayi	1.3.9	a tizWa a ant
ch0001168	21	Ashtadhyayi	1.4.14	a tizWa a ant
ch0001168	22	Ashtadhyayi	6.1.97	a tizW a ant
ch0001168	23	Ashtadhyayi	6.1.97	a tizW  ant
ch0001168	24	Ashtadhyayi	8.2.23	a tizW  an
ch0001168	25	Ashtadhyayi	8.4.68	a tizW  an
ch0001169	0	Ashtadhyayi	1.3.1	zWA\
ch0001169	1	Varttika	6.1.64.2	sTA
ch0001169	2	Ashtadhyayi	3.2.111	sTA laN
ch0001169	3	Ashtadhyayi	1.3.3	sTA laN
ch0001169	4	Ashtadhyayi	1.3.9	sTA la
ch0001169	5	Ashtadhyayi	1.3.23	sTA la
ch0001169	6	Ashtadhyayi	3.4.78	sTA Ja
ch0001169	7	Ashtadhyayi	3.4.113	sTA Ja
ch0001169	8	Ashtadhyayi	3.1.68	sTA Sap Ja
ch0001169	9	Ashtadhyayi	1.3.3	sTA Sap Ja
ch0001169	10	Ashtadhyayi	1.3.8	sTA Sap Ja
ch0001169	11	Ashtadhyayi	1.3.9	sTA a Ja
ch0001169	12	Ashtadhyayi	3.4.113	sTA a Ja
ch0001169	13	Ashtadhyayi	1.2.4	sTA a Ja
ch0001169	14	Ashtadhyayi	7.1.3	sTA a anta
ch0001169	15	Ashtadhyayi	1.4.13	sTA a anta
ch0001169	16	Ashtadhyayi	7.3.78	tizWa a anta
ch0001169	17	Ashtadhyayi	6.4.71	aw tizWa a anta
ch0001169	18	Ashtadhyayi	1.3.3	aw tizWa a anta
ch0001169	19	Ashtadhyayi	1.3.9	a tizWa a anta
ch0001169	20	Ashtadhyayi	1.4.14	a tizWa a anta
ch0001169	21	Ashtadhyayi	6.1.97	a tizW a anta
ch0001169	22	Ashtadhyayi	6.1.97	a tizW  anta
ch0001169	23	Ashtadhyayi	8.3.24	a tizW  aMta
ch0001169	24	Ashtadhyayi	8.4.58	a tizW  anta
ch0001169	25	Ashtadhyayi	8.4.68	a tizW  anta
ch0001170	0	Ashtadhyayi	1.3.1	zWA\
ch0001170	1	Varttika	6.1.64.2	sTA
ch0001170	2	Ashtadhyayi	3.2.123	sTA la~w
ch0001170	3	Ashtadhyayi	1.3.2	sTA la~w
ch0001170	4	Ashtadhyayi	1.3.3	sTA la~w
ch0001170	5	Ashtadhyayi	1.3.9	sTA l
ch0001170	6	Ashtadhyayi	1.3.23	sTA l
ch0001170	7	Ashtadhyayi	3.4.78	sTA Ja
ch0001170	8	Ashtadhyayi	3.4.113	sTA Ja
ch0001170	9	Ashtadhyayi	3.1.68	sTA Sap Ja
ch0001170	10	Ashtadhyayi	1.3.3	sTA Sap Ja
ch0001170	11	Ashtadhyayi	1.3.8	sTA Sap Ja
ch0001170	12	Ashtadhyayi	1.3.9	sTA a Ja
ch0001170	13	Ashtadhyayi	3.4.113	sTA a Ja
ch0001170	14	Ashtadhyayi	3.4.79	sTA a Je
ch0001170	15	Ashtadhyayi	1.2.4	sTA a Je
ch0001170	16	Ashtadhyayi	7.1.3	sTA a ante
ch0001170	17	Ashtadhyayi	1.4.13	sTA a ante
ch0001170	18	Ashtadhyayi	7.3.78	tizWa a ante
ch0001170	19	Ashtadhyayi	1.4.14	tizWa a ante
ch0001170	20	Ashtadhyayi	6.1.97	tizW a ante
ch0001170	21	Ashtadhyayi	6.1.97	tizW  ante
ch0001170	22	Ashtadhyayi	8.3.24	tizW  aMte
ch0001170	23	Ashtadhyayi	8.4.58	tizW  ante
ch0001170	24	Ashtadhyayi	8.4.68	tizW  ante
ch0001171	0	Ashtadhyayi	1.3.1	zWA\
ch0001171	1	Varttika	6.1.64.2	sTA
ch0001171	2	Ashtadhyayi	3.2.123	sTA la~w
ch0001171	3	Ashtadhyayi	1.3.2	sTA la~w
ch0001171	4	Ashtadhyayi	1.3.3	sTA la~w
ch0001171	5	Ashtadhyayi	1.3.9	sTA l
ch0001171	6	Ashtadhyayi	1.3.13	sTA l
ch0001171	7	Ashtadhyayi	3.4.78	sTA ta
ch0001171	8	Ashtadhyayi	3.4.113	sTA ta
ch0001171	9	Ashtadhyayi	3.1.67	sTA yak ta
ch0001171	10	Ashtadhyayi	1.3.3	sTA yak ta
ch0001171	11	Ashtadhyayi	1.3.9	sTA ya ta
ch0001171	12	Ashtadhyayi	3.4.114	sTA ya ta
ch0001171	13	Ashtadhyayi	3.4.79	sTA ya te
ch0001171	14	Ashtadhyayi	1.2.4	sTA ya te
ch0001171	15	Ashtadhyayi	1.4.13	sTA ya te
ch0001171	16	Ashtadhyayi	7.4.25	sTA ya te
ch0001171	17	Ashtadhyayi	6.4.66	sTI ya te
ch0001171	18	Ashtadhyayi	1.4.14	sTI ya te
ch0001171	19	Ashtadhyayi	8.3.111	sTI ya te
ch0001171	20	Ashtadhyayi	8.4.68	sTI ya te
ch0001172	0	Ashtadhyayi	1.3.1	zWA\
ch0001172	1	Varttika	6.1.64.2	sTA
ch0001172	2	Ashtadhyayi	3.2.111	sTA laN
ch0001172	3	Ashtadhyayi	1.3.3	sTA laN
ch0001172	4	Ashtadhyayi	1.3.9	sTA la
ch0001172	5	Ashtadhyayi	1.3.78	sTA la
ch0001172	6	Ashtadhyayi	3.4.78	sTA mip
ch0001172	7	Ashtadhyayi	1.3.3	sTA mip
ch0001172	8	Ashtadhyayi	1.3.9	sTA mi
ch0001172	9	Ashtadhyayi	3.4.113	sTA mi
ch0001172	10	Ashtadhyayi	3.1.68	sTA Sap mi
ch0001172	11	Ashtadhyayi	1.3.3	sTA Sap mi
ch0001172	12	Ashtadhyayi	1.3.8	sTA Sap mi
ch0001172	13	Ashtadhyayi	1.3.9	sTA a mi
ch0001172	14	Ashtadhyayi	3.4.113	sTA a mi
ch0001172	15	Ashtadhyayi	3.4.101	sTA a am
ch0001172	16	Ashtadhyayi	1.3.4	sTA a am
ch0001172	17	Ashtadhyayi	1.4.13	sTA a am
ch0001172	18	Ashtadhyayi	7.3.78	tizWa a am
ch0001172	19	Ashtadhyayi	6.4.71	aw tizWa a am
ch0001172	20	Ashtadhyayi	1.3.3	aw tizWa a am
ch0001172	21	Ashtadhyayi	1.3.9	a tizWa a am
ch0001172	22	Ashtadhyayi	1.4.14	a tizWa a am
ch0001172	23	Ashtadhyayi	6.1.97	a tizW a am
ch0001172	24	Ashtadhyayi	6.1.97	a tizW  am
ch0001172	25	Ashtadhyayi	8.4.68	a tizW  am
ch0001173	0	Ashtadhyayi	1.3.1	zWA\
ch0001173	1	Varttika	6.1.64.2	sTA
ch0001173	2	Ashtadhyayi	3.3.162	sTA lo~w
ch0001173	3	Ashtadhyayi	1.3.2	sTA lo~w
ch0001173	4	Ashtadhyayi	1.3.3	sTA lo~w
ch0001173	5	Ashtadhyayi	1.3.9	sTA l
ch0001173	6	Ashtadhyayi	1.3.23	sTA l
ch0001173	7	Ashtadhyayi	3.4.78	sTA TAs
ch0001173	8	Ashtadhyayi	1.3.4	sTA TAs
ch0001173	9	Ashtadhyayi	3.4.113	sTA TAs
ch0001173	10	Ashtadhyayi	3.1.68	sTA Sap TAs
ch0001173	11	Ashtadhyayi	1.3.3	sTA Sap TAs
ch0001173	12	Ashtadhyayi	1.3.8	sTA Sap TAs
ch0001173	13	Ashtadhyayi	1.3.9	sTA a TAs
