mandala	sukta	verse	pada_letter	pratika	match_status	elizarenkova_ref	rvlinks_anchor	pratika_verified_in_elizarenkova
1	1	1	a	agnim īḍe (ŚŚ.ŚG. īle) purohitam	joined	samudra:01_rigveda.no_tags#1.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.01	n
1	1	1	b	yajñasya devam ṛtvijam	joined	samudra:01_rigveda.no_tags#1.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.01	y
1	1	1	c	hotāraṃ ratnadhātamam	joined	samudra:01_rigveda.no_tags#1.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.01	y
1	1	2	a	agniḥ pūrvebhir ṛṣibhiḥ	joined	samudra:01_rigveda.no_tags#1.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.02	y
1	1	2	b	īḍyo nūtanair uta	joined	samudra:01_rigveda.no_tags#1.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.02	y
1	1	2	c	sa devāṃ eha vakṣati	joined	samudra:01_rigveda.no_tags#1.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.02	y
1	1	3	a	agninā rayim aśnavat	joined	samudra:01_rigveda.no_tags#1.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.03	y
1	1	3	b	dhenā jigāti dāśuṣe	joined	samudra:01_rigveda.no_tags#1.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.03	n
1	1	3	b	poṣam eva dive-dive	joined	samudra:01_rigveda.no_tags#1.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.03	y
1	1	3	c	yaśasaṃ vīravattamam	joined	samudra:01_rigveda.no_tags#1.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.03	y
1	1	4	a	agne yaṃ yajñam adhvaram	joined	samudra:01_rigveda.no_tags#1.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.04	y
1	1	4	b	viśvataḥ paribhūr asi	joined	samudra:01_rigveda.no_tags#1.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.04	y
1	1	4	c	sa id deveṣu gachati	joined	samudra:01_rigveda.no_tags#1.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.04	n
1	1	5	a	agnir hotā kavikratuḥ	joined	samudra:01_rigveda.no_tags#1.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.05	y
1	1	5	b	satyaś citraśravastamaḥ	joined	samudra:01_rigveda.no_tags#1.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.05	y
1	1	5	c	devo devebhir ā gamat	joined	samudra:01_rigveda.no_tags#1.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.05	y
1	1	6	a	yad aṅga dāśuṣe tvam	joined	samudra:01_rigveda.no_tags#1.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.06	y
1	1	6	b	agne bhadraṃ kariṣyasi	joined	samudra:01_rigveda.no_tags#1.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.06	y
1	1	6	c	tavet tat satyam aṅgiraḥ	joined	samudra:01_rigveda.no_tags#1.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.06	y
1	1	7	a	upa tvāgne dive-dive	joined	samudra:01_rigveda.no_tags#1.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.07	y
1	1	7	b	doṣāvastar dhiyā vayam	joined	samudra:01_rigveda.no_tags#1.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.07	y
1	1	7	c	namo bharanta emasi	joined	samudra:01_rigveda.no_tags#1.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.07	y
1	1	8	a	rājantam adhvarāṇām	joined	samudra:01_rigveda.no_tags#1.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.08	y
1	1	8	b	gopām ṛtasya dīdivim	joined	samudra:01_rigveda.no_tags#1.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.08	y
1	1	8	c	vardhamānaṃ sve dame	joined	samudra:01_rigveda.no_tags#1.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.08	y
1	1	9	a	sa naḥ piteva sūnave (AVŚ.KS.21.14c, putrebhyaḥ)	joined	samudra:01_rigveda.no_tags#1.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.09	y
1	1	9	b	agne sūpāyano bhava	joined	samudra:01_rigveda.no_tags#1.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.09	n
1	1	9	c	sacasvā naḥ svastaye	joined	samudra:01_rigveda.no_tags#1.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.001.html#rv01.001.09	y
1	2	1	a	vāyav ā yāhi darśata	joined	samudra:01_rigveda.no_tags#2.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.01	y
1	2	1	b	ime somā araṃkṛtāḥ	joined	samudra:01_rigveda.no_tags#2.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.01	n
1	2	1	c	teṣāṃ pāhi śrudhī havam	joined	samudra:01_rigveda.no_tags#2.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.01	y
1	2	2	a	vāya ukthebhir jarante	joined	samudra:01_rigveda.no_tags#2.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.02	y
1	2	2	b	tvām achā jaritāraḥ	joined	samudra:01_rigveda.no_tags#2.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.02	n
1	2	2	c	sutasomā aharvidaḥ	joined	samudra:01_rigveda.no_tags#2.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.02	y
1	2	3	a	vāyo tava prapṛñcatī	joined	samudra:01_rigveda.no_tags#2.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.03	y
1	2	3	c	urūcī somapītaye	joined	samudra:01_rigveda.no_tags#2.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.03	y
1	2	4	a	indravāyū ime sutāḥ	joined	samudra:01_rigveda.no_tags#2.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.04	y
1	2	4	b	upa prayobhir ā gatam	joined	samudra:01_rigveda.no_tags#2.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.04	y
1	2	4	c	indavo vām uśanti hi	joined	samudra:01_rigveda.no_tags#2.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.04	y
1	2	5	a	vāyav indraś ca cetathaḥ	joined	samudra:01_rigveda.no_tags#2.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.05	y
1	2	5	b	sutānāṃ vājinīvasū	joined	samudra:01_rigveda.no_tags#2.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.05	y
1	2	5	c	tāv ā yātam upa dravat	joined	samudra:01_rigveda.no_tags#2.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.05	y
1	2	6	a	vāyav indraś ca sunvate	joined	samudra:01_rigveda.no_tags#2.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.06	y
1	2	6	b	ā yātam upa niṣkṛtam	joined	samudra:01_rigveda.no_tags#2.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.06	y
1	2	6	c	makṣv itthā dhiyā narā	joined	samudra:01_rigveda.no_tags#2.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.06	y
1	2	7	a	mitraṃ huve pūtadakṣam	joined	samudra:01_rigveda.no_tags#2.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.07	y
1	2	7	b	varuṇaṃ ca riśādasam	joined	samudra:01_rigveda.no_tags#2.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.07	y
1	2	7	c	dhiyaṃ ghṛtācīṃ sādhantā	joined	samudra:01_rigveda.no_tags#2.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.07	y
1	2	8	a	ṛtena mitrāvaruṇau	joined	samudra:01_rigveda.no_tags#2.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.08	y
1	2	8	b	ṛtāvṛdhāv ṛtaspṛśā	joined	samudra:01_rigveda.no_tags#2.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.08	y
1	2	8	c	kratuṃ bṛhantam āśāthe	joined	samudra:01_rigveda.no_tags#2.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.08	y
1	2	9	a	kavī no mitrāvaruṇā	joined	samudra:01_rigveda.no_tags#2.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.09	y
1	2	9	b	tuvijātā urukṣayā	joined	samudra:01_rigveda.no_tags#2.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.09	y
1	2	9	c	dakṣaṃ dadhāte apasam	joined	samudra:01_rigveda.no_tags#2.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.002.html#rv01.002.09	y
1	3	1	a	aśvinā yajvarīr iṣaḥ	joined	samudra:01_rigveda.no_tags#3.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.01	n
1	3	1	b	dravatpāṇī śubhas patī	joined	samudra:01_rigveda.no_tags#3.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.01	y
1	3	1	c	purubhujā canasyatam	joined	samudra:01_rigveda.no_tags#3.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.01	y
1	3	2	a	aśvinā purudaṃsasā	joined	samudra:01_rigveda.no_tags#3.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.02	y
1	3	2	b	narā śavīrayā dhiyā	joined	samudra:01_rigveda.no_tags#3.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.02	y
1	3	2	c	dhiṣṇyā vanataṃ giraḥ	joined	samudra:01_rigveda.no_tags#3.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.02	y
1	3	3	a	dasrā yuvākavaḥ sutāḥ	joined	samudra:01_rigveda.no_tags#3.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.03	y
1	3	3	b	nāsatyā vṛktabarhiṣaḥ	joined	samudra:01_rigveda.no_tags#3.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.03	y
1	3	3	c	ā yātaṃ rudravartanī	joined	samudra:01_rigveda.no_tags#3.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.03	y
1	3	4	a	indrā yāhi citrabhāno	joined	samudra:01_rigveda.no_tags#3.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.04	y
1	3	4	b	sutā ime tvāyavaḥ	joined	samudra:01_rigveda.no_tags#3.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.04	y
1	3	4	c	aṇvībhis tanā pūtāsaḥ	joined	samudra:01_rigveda.no_tags#3.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.04	y
1	3	5	a	indrā yāhi dhiyeṣitaḥ	joined	samudra:01_rigveda.no_tags#3.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.05	n
1	3	5	b	viprajūtaḥ sutāvataḥ	joined	samudra:01_rigveda.no_tags#3.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.05	y
1	3	5	c	upa brahmāṇi vāghataḥ	joined	samudra:01_rigveda.no_tags#3.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.05	y
1	3	6	a	indrā yāhi tūtujānaḥ	joined	samudra:01_rigveda.no_tags#3.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.06	y
1	3	6	b	upa brahmāṇi harivaḥ	joined	samudra:01_rigveda.no_tags#3.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.06	y
1	3	6	c	sute dadhiṣva naś canaḥ	joined	samudra:01_rigveda.no_tags#3.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.06	y
1	3	7	a	omāsaś carṣaṇīdhṛtaḥ	joined	samudra:01_rigveda.no_tags#3.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.07	n
1	3	7	b	viśve devāsa (MS. °sā) ā gata	joined	samudra:01_rigveda.no_tags#3.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.07	y
1	3	7	c	dāśvāṃso dāśuṣaḥ sutam	joined	samudra:01_rigveda.no_tags#3.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.07	y
1	3	8	a	viśve devāso apturaḥ	joined	samudra:01_rigveda.no_tags#3.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.08	y
1	3	8	b	sutam ā ganta tūrṇayaḥ	joined	samudra:01_rigveda.no_tags#3.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.08	y
1	3	8	c	usrā iva svasarāṇi	joined	samudra:01_rigveda.no_tags#3.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.08	y
1	3	9	a	viśve devāso asridhaḥ	joined	samudra:01_rigveda.no_tags#3.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.09	y
1	3	9	b	ehimāyāso adruhaḥ	joined	samudra:01_rigveda.no_tags#3.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.09	y
1	3	9	c	medhaṃ juṣanta vahnayaḥ	joined	samudra:01_rigveda.no_tags#3.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.09	y
1	3	10	a	pāvakā naḥ sarasvatī	joined	samudra:01_rigveda.no_tags#3.10	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.10	y
1	3	10	b	vājebhir vājinīvatī	joined	samudra:01_rigveda.no_tags#3.10	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.10	y
1	3	10	c	yajñaṃ vaṣṭu dhiyāvasuḥ	joined	samudra:01_rigveda.no_tags#3.10	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.10	y
1	3	11	a	codayitrī sūnṛtānām	joined	samudra:01_rigveda.no_tags#3.11	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.11	y
1	3	11	b	cetantī sumatīnām	joined	samudra:01_rigveda.no_tags#3.11	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.11	y
1	3	11	c	yajñaṃ dadhe sarasvatī	joined	samudra:01_rigveda.no_tags#3.11	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.11	y
1	3	12	a	maho arṇaḥ sarasvatī	joined	samudra:01_rigveda.no_tags#3.12	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.12	y
1	3	12	b	pra cetayati ketunā	joined	samudra:01_rigveda.no_tags#3.12	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.12	y
1	3	12	c	dhiyo viśvā vi rājati	joined	samudra:01_rigveda.no_tags#3.12	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.003.html#rv01.003.12	y
1	4	1	a	surūpakṛtnum ūtaye	joined	samudra:01_rigveda.no_tags#4.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.01	y
1	4	1	b	sudughām iva goduhe	joined	samudra:01_rigveda.no_tags#4.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.01	y
1	4	1	c	juhūmasi dyavi-dyavi	joined	samudra:01_rigveda.no_tags#4.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.01	y
1	4	2	a	upa naḥ savanā gahi	joined	samudra:01_rigveda.no_tags#4.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.02	y
1	4	2	b	somasya somapāḥ piba	joined	samudra:01_rigveda.no_tags#4.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.02	y
1	4	2	c	godā id revato madaḥ	joined	samudra:01_rigveda.no_tags#4.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.02	y
1	4	3	a	athā te antamānām	joined	samudra:01_rigveda.no_tags#4.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.03	y
1	4	3	b	vidyāma sumatīnām	joined	samudra:01_rigveda.no_tags#4.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.03	y
1	4	3	c	mā no ati khya ā gahi	joined	samudra:01_rigveda.no_tags#4.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.03	y
1	4	4	a	parehi vigram astṛtam	joined	samudra:01_rigveda.no_tags#4.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.04	y
1	4	4	b	indraṃ pṛchā vipaścitam	joined	samudra:01_rigveda.no_tags#4.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.04	n
1	4	4	c	yas te sakhibhya ā varam	joined	samudra:01_rigveda.no_tags#4.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.04	y
1	4	5	a	uta bruvantu no nidaḥ	joined	samudra:01_rigveda.no_tags#4.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.05	n
1	4	5	b	nir anyataś cid ārata	joined	samudra:01_rigveda.no_tags#4.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.05	y
1	4	5	c	dadhānā indra id duvaḥ	joined	samudra:01_rigveda.no_tags#4.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.05	y
1	4	6	a	uta naḥ subhagāṃ ariḥ	joined	samudra:01_rigveda.no_tags#4.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.06	y
1	4	6	b	voceyur dasma kṛṣṭayaḥ	joined	samudra:01_rigveda.no_tags#4.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.06	y
1	4	6	c	syāmed indrasya śarmaṇi	joined	samudra:01_rigveda.no_tags#4.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.06	y
1	4	7	a	em āśum āśave bhara	joined	samudra:01_rigveda.no_tags#4.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.07	y
1	4	7	b	yajñaśriyaṃ nṛmādanam	joined	samudra:01_rigveda.no_tags#4.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.07	y
1	4	7	c	patayan mandayatsakham	joined	samudra:01_rigveda.no_tags#4.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.07	y
1	4	8	a	asya pītvā śatakrato	joined	samudra:01_rigveda.no_tags#4.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.08	y
1	4	8	b	ghano vṛtrāṇām abhavaḥ	joined	samudra:01_rigveda.no_tags#4.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.08	y
1	4	8	c	prāvo vājeṣu vājinam	joined	samudra:01_rigveda.no_tags#4.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.08	y
1	4	9	a	taṃ tvā vājeṣu vājinam	joined	samudra:01_rigveda.no_tags#4.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.09	y
1	4	9	b	vājayāmaḥ śatakrato	joined	samudra:01_rigveda.no_tags#4.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.09	y
1	4	9	c	dhanānām indra sātaye	joined	samudra:01_rigveda.no_tags#4.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.09	y
1	4	10	a	yo rāyo’vanir mahān	joined	samudra:01_rigveda.no_tags#4.10	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.10	y
1	4	10	b	supāraḥ sunvataḥ sakhā	joined	samudra:01_rigveda.no_tags#4.10	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.10	y
1	4	10	c	tasmā indrāya gāyata	joined	samudra:01_rigveda.no_tags#4.10	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.004.html#rv01.004.10	y
1	5	1	a	ā tv etā ni ṣīdata	joined	samudra:01_rigveda.no_tags#5.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.01	y
1	5	1	b	indram abhi pra gāyata	joined	samudra:01_rigveda.no_tags#5.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.01	n
1	5	1	c	sakhāya (JB. sakhāyas) stomavāhasaḥ	joined	samudra:01_rigveda.no_tags#5.1	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.01	y
1	5	2	a	purūtamaṃ purūṇām	joined	samudra:01_rigveda.no_tags#5.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.02	y
1	5	2	b	īśānaṃ vāryāṇām	joined	samudra:01_rigveda.no_tags#5.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.02	y
1	5	2	c	indraṃ some sacā sute	joined	samudra:01_rigveda.no_tags#5.2	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.02	y
1	5	3	a	sa ghā no yoga ā bhuvat	joined	samudra:01_rigveda.no_tags#5.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.03	y
1	5	3	b	sa rāye sa puraṃdhyām (SV. °dhyā)	joined	samudra:01_rigveda.no_tags#5.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.03	n
1	5	3	c	gamad vājebhir ā sa naḥ	joined	samudra:01_rigveda.no_tags#5.3	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.03	y
1	5	4	a	yasya saṃsthe na vṛṇvate	joined	samudra:01_rigveda.no_tags#5.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.04	y
1	5	4	b	harī samatsu śatravaḥ	joined	samudra:01_rigveda.no_tags#5.4	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.04	y
1	5	5	a	sutapāvne sutā ime	joined	samudra:01_rigveda.no_tags#5.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.05	y
1	5	5	b	śucayo yanti vītaye	joined	samudra:01_rigveda.no_tags#5.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.05	y
1	5	5	c	somāso dadhyāśiraḥ	joined	samudra:01_rigveda.no_tags#5.5	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.05	y
1	5	6	a	tvaṃ sutasya pītaye	joined	samudra:01_rigveda.no_tags#5.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.06	y
1	5	6	b	sadyo vṛddho ajāyathāḥ	joined	samudra:01_rigveda.no_tags#5.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.06	y
1	5	6	c	indra jyaiṣṭhyāya sukrato	joined	samudra:01_rigveda.no_tags#5.6	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.06	y
1	5	7	a	ā tvā viśantv āśavaḥ	joined	samudra:01_rigveda.no_tags#5.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.07	y
1	5	7	b	somāsa indra girvaṇaḥ	joined	samudra:01_rigveda.no_tags#5.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.07	y
1	5	7	c	śaṃ te santu pracetase	joined	samudra:01_rigveda.no_tags#5.7	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.07	y
1	5	8	a	tvāṃ stomā avīvṛdhan	joined	samudra:01_rigveda.no_tags#5.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.08	y
1	5	8	b	tvām ukthā śatakrato	joined	samudra:01_rigveda.no_tags#5.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.08	y
1	5	8	c	tvāṃ vardhantu no giraḥ	joined	samudra:01_rigveda.no_tags#5.8	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.08	y
1	5	9	a	akṣitotiḥ saned imam	joined	samudra:01_rigveda.no_tags#5.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.09	y
1	5	9	b	vājam indraḥ sahasriṇam	joined	samudra:01_rigveda.no_tags#5.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.09	y
1	5	9	c	yasmin viśvāni pauṃsyā	joined	samudra:01_rigveda.no_tags#5.9	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.09	y
1	5	10	a	mā no martā abhi druhan	joined	samudra:01_rigveda.no_tags#5.10	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.10	y
1	5	10	b	tanūnām indra girvaṇaḥ	joined	samudra:01_rigveda.no_tags#5.10	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.005.html#rv01.005.10	y
