num	saying_id	difficulty	vocab	fusion	n_chunks	n_tokens	n_unanalyzable	pct_w1b	syllables	metre	metre_method	iast_head
2249	Saying 2249	0.5433	0.7271	0.3333	10	15	3	0.667	36	āryā	vidyut-chandas	candre maṇḍalasaṃsthe nigṛhyate rāhuṇā dinādhīśaḥ
2250	Saying 2250	0.5726	0.7915	0.3226	21	31	8	0.429	76	śārdulavikrīḍita	vidyut-chandas	candre lāñchanatā himaṃ himagirau kṣāraṃ jalaṃ sāgare
2251	Saying 2251	0.4481	0.6382	0.2308	10	13	1	0.8	32	anuṣṭubh	syllable-heuristic	capalasya tu kṛtyeṣu prasamīkṣyādhikaṃ balam
2252	Saying 2252	0.5663	0.6534	0.4667	8	15	1	0.778	32	anuṣṭubh	syllable-heuristic	capalasyeha kṛtyāni sahasānupradhāvataḥ
2253	Saying 2253	0.6042	0.7578	0.4286	16	28	7	0.56	68	hariṇī	vidyut-chandas	capalahṛdaye kiṃ svātantryāttathā gṛhamāgata-
2254	Saying 2254	0.5418	0.7825	0.2667	11	15	4	0.4	32	anuṣṭubh	syllable-heuristic	capalo nirdayaścāsau janaḥ kiṃ tena me sākhi
2255	Saying 2255	0.3689	0.6917	0.0	15	15	3	0.75	32	anuṣṭubh	syllable-heuristic	capalo yaḥ svabhāvena māyā yasya pade pade
2256	Saying 2256	0.4345	0.7351	0.0909	10	11	6	0.455	32	anuṣṭubh	syllable-heuristic	campāyāṃ jāyate brahmā rājagṛhyāṃ maheśvaraḥ
2257	Saying 2257	0.5409	0.7953	0.25	12	16	4	0.455	68	hariṇī	vidyut-chandas	caraṇapatanapratyākhyānātprasādaparāṅmukhe
2258	Saying 2258	0.5884	0.9088	0.2222	7	9	4	0.167	32	upagīti	vidyut-chandas	carāṇāmannamacarā daṃṣṭriṇāmapyadaṃṣṭriṇaḥ
2259	Saying 2259	0.5027	0.7407	0.2308	10	13	4	0.444	32	anuṣṭubh	syllable-heuristic	carmakhaṇḍaṃ dvidhā bhinnamapānodgāradhūpitam
2260	Saying 2260	0.5742	0.838	0.2727	8	11	2	0.286	32	anuṣṭubh	syllable-heuristic	calacittamanātmānamindriyāṇāṃ vaśānugam
2261	Saying 2261	0.5608	0.7599	0.3333	6	9	2	0.429	32	anuṣṭubh	syllable-heuristic	calacittasya vai puṃso vṛddhānanupasevataḥ
2262	Saying 2262	0.5529	0.8492	0.2143	11	14	7	0.364	32	anuṣṭubh	syllable-heuristic	calaṃ cittaṃ calaṃ vittaṃ calaṃ jīvanayovanam
2263	Saying 2263	0.5786	0.7932	0.3333	12	18	6	0.429	32	anuṣṭubh	syllable-heuristic	calaṃ cittaṃ calaṃ vittaṃ calaṃ jīvitamāvayoḥ
2264	Saying 2264	0.5922	0.7275	0.4375	9	16	3	0.727	32	anuṣṭubh	syllable-heuristic	calatyekena pādena tiṣṭhatyekena buddhimān
2265	Saying 2265	0.5234	0.5696	0.4706	9	17	0	0.8	32	anuṣṭubh	syllable-heuristic	calasvabhāvā duḥsevyā durgrāhyā bhāvatastathā
2266	Saying 2266	0.5474	0.704	0.3684	12	19	3	0.7	44		unresolved	calāni hīmāni ṣaḍindriyāṇi teṣāṃ yadyadvartate yatra yatra
2267	Saying 2267	0.5825	0.7237	0.4211	11	19	2	0.75	31		unresolved	calā lakṣmīścalāḥ prāṇāścalaṃ rūpayauvanam
2268	Saying 2268	0.5765	0.7407	0.3889	11	18	2	0.6	32	anuṣṭubh	syllable-heuristic	calā lakṣmīścalāḥ prāṇāścalaṃ jīvitayauvanam
2269	Saying 2269	0.5378	0.8064	0.2308	10	13	4	0.5	32	anuṣṭubh	syllable-heuristic	calā lakṣmīścalāḥ prāṇāścalo deho 'pi yauvanam
2270	Saying 2270	0.5791	0.7942	0.3333	12	18	4	0.417	50		unresolved	calā vibhūtiḥ kṣaṇabhaṅgi yauvanaṃ yauvanaṃ kṛtāntadantāntav
2271	Saying 2271	0.5637	0.7996	0.2941	12	17	4	0.462	48	vaṃśastha	vidyut-chandas	caletsumerurvicalecca mandiraṃ calanti tārā dhruvacandramaṇḍ
2272	Saying 2272	0.4541	0.7057	0.1667	5	6	2	0.667	32	anuṣṭubh	syllable-heuristic	cāṭataskaradurvṛttamahāsāhasikādibhiḥ
2273	Saying 2273	0.5387	0.7767	0.2667	11	15	3	0.6	32	anuṣṭubh	syllable-heuristic	cāṇḍālānāṃ sahasre ca sūribhistattvadarśibhiḥ
2274	Saying 2274	0.5823	0.8898	0.2308	10	13	3	0.25	44	rathoddhatā	vidyut-chandas	cātakastricatuganpayaḥkaṇānyācate jaladharaṃ pipāsitaḥ
2277	Saying 2277	0.5642	0.7954	0.3	7	10	3	0.5	32	upagīti	vidyut-chandas	cāndrāyaṇasahasreṇa yaḥ kuryātkāyaśodhanam
2278	Saying 2278	0.5679	0.9399	0.1429	6	7	3	0.25	32	anuṣṭubh	syllable-heuristic	cāraṇairbandibhirnīcairnāpitairmālikairapi
2279	Saying 2279	0.4242	0.7467	0.0556	17	18	5	0.462	44		unresolved	cikīrṣitaṃ viprakṛtaṃ ca yasya nānye janāḥ karma jānanti kiñ
2280	Saying 2280	0.4843	0.6894	0.25	12	16	1	0.727	32	anuṣṭubh	syllable-heuristic	citā cintā dvayormadhye vintā eva garīyasī
2281	Saying 2281	0.5271	0.8537	0.1538	11	13	4	0.3	32	upagīti	vidyut-chandas	citā dahati nirjīvaṃ cintā jīvaṃ dahatyaho
2282	Saying 2282	0.4809	0.7175	0.2105	15	19	5	0.533	48		unresolved	citau pariṣvajya vicetanaṃ patiṃ priyā hi yā muñcati dehamāt
2283	Saying 2283	0.5553	0.8392	0.2308	10	13	5	0.364	33	udgīti	vidyut-chandas	cittaṃ samādhinā pūtaṃ vadanaṃ satyabhāṣaṇe
2284	Saying 2284	0.6089	0.6785	0.5294	8	17	1	0.462	32	anuṣṭubh	syllable-heuristic	cittajñaḥ śīlasaṃpanno vāgmī dakṣaḥ priyaṃvadaḥ
2285	Saying 2285	0.5986	0.8531	0.3077	9	13	5	0.4	32	anuṣṭubh	syllable-heuristic	cittamantargataṃ duṣṭaṃ tīrthasnāne na śudhyati
2286	Saying 2286	0.4825	0.7588	0.1667	15	18	6	0.538	44	śālinī	vidyut-chandas	cittāyattaṃ dhātubaddhaṃ śarīraṃ citte naṣṭe dhātavo yānti n
2287	Saying 2287	0.6704	0.7102	0.625	9	24	1	0.786	32	anuṣṭubh	syllable-heuristic	citrakṛtkāvyakartā ca kuvaidyaḥ kunareśvaraḥ
2288	Saying 2288	0.4646	0.8711	0.0	6	6	4	0.167	32	anuṣṭubh	syllable-heuristic	citraṃ nṛpadvipāḥ pūtamūrtayaḥ kīrtinirjharaiḥ
2289	Saying 2289	0.6443	0.6393	0.65	7	20	1	0.769	32	upagīti	vidyut-chandas	citrāsvādakathairbhatyairanāyāsitakārmukaiḥ
2290	Saying 2290	0.6264	0.9245	0.2857	10	14	4	0.083	32	udgīti	vidyut-chandas	cintā jvaro manuṣyāṇāṃ vastrāṇāmātapo jvaraḥ
2291	Saying 2291	0.4779	0.8128	0.0952	19	21	7	0.462	44		unresolved	cintāturāṇāṃ na sukhaṃ na nidrā kṣudhāturāṇāṃ na balaṃ na te
2292	Saying 2292	0.5375	0.8236	0.2105	15	19	8	0.429	76	śārdulavikrīḍita	vidyut-chandas	cintāmohaviniścalena manasā maunena pādānataḥ
2293	Saying 2293	0.5821	0.8581	0.2667	11	15	7	0.333	76	śārdulavikrīḍita	vidyut-chandas	cintāsaktanimagnamantrisalilaṃ dūtormiśaṅkhākulaṃ
2294	Saying 2294	0.4538	0.8509	0.0	10	10	4	0.222	32	anuṣṭubh	syllable-heuristic	cintyate naya evādāvamandaṃ samupepsubhiḥ
2295	Saying 2295	0.4148	0.7777	0.0	14	14	2	0.5	32	anuṣṭubh	syllable-heuristic	cibuke yasya lomāni na ca lomāni gaṇḍayoḥ
2296	Saying 2296	0.5401	0.7626	0.2857	10	14	4	0.545	32	anuṣṭubh	syllable-heuristic	ciraṃ jīvanti niḥsnehāḥ pṛthivyāṃ vālukādayaḥ
2297	Saying 2297	0.5765	0.7765	0.3478	15	23	7	0.5	68	śikhariṇī	vidyut-chandas	ciraṃ dugdho 'naḍvānstanabharatayā gauriti vṛthā
2298	Saying 2298	0.5015	0.7017	0.2727	16	22	3	0.714	68	hariṇī	vidyut-chandas	ciravirahiṇorutkaṇṭhārtiślathīkṛtagātrayo-
2299	Saying 2299	0.5539	0.7999	0.2727	8	11	2	0.556	32	anuṣṭubh	syllable-heuristic	cirādapi balātkāro balinaḥ siddhaye 'riṣu
2300	Saying 2300	0.5629	0.7637	0.3333	8	12	2	0.7	32	anuṣṭubh	syllable-heuristic	cīyate bāliśasyāpi satkṣetrapatitā kṛṣiḥ
2301	Saying 2301	0.4581	0.7715	0.1	18	20	7	0.529	56	vasantatilakā	vidyut-chandas	cīrāṇi kiṃ pathi na santi diśanti bhikṣāṃ naivāṅghripāḥ para
2302	Saying 2302	0.544	0.8742	0.1667	15	18	9	0.267	85		unresolved	cumbanto gaṇḍabhittīralakavati mukhe śītkṛtānyādadhānā
2303	Saying 2303	0.5042	0.7995	0.1667	10	12	6	0.5	76	śārdulavikrīḍita	vidyut-chandas	cūḍottaṃsitacārucandrakalikācañcacchikhābhāsvaro
2304	Saying 2304	0.5945	0.7396	0.4286	12	21	5	0.647	76	śārdulavikrīḍita	vidyut-chandas	cetaścintaya mā ramāṃ sakṛdimāmasthāyinīmāsthayā
2305	Saying 2305	0.4982	0.6842	0.2857	10	14	2	0.7	32	anuṣṭubh	syllable-heuristic	ceṣṭāmakurvaṁllabhate yadi kiñcidyadṛcchayā
2306	Saying 2306	0.4497	0.7703	0.0833	11	12	2	0.556	32	anuṣṭubh	syllable-heuristic	chādayitvātmabhāvaṃ hi calā hi śaṭhabuddhayaḥ
2307	Saying 2307	0.5345	0.6418	0.4118	10	17	2	0.727	32	anuṣṭubh	syllable-heuristic	chāyāmanyasya kurvanti svayaṃ tiṣṭhanti cātape
2308	Saying 2308	0.5586	0.8012	0.2812	23	32	8	0.409	76	śārdulavikrīḍita	vidyut-chandas	chāyā saṃśrayate talaṃ viṭapināṃ śrānteva pānthaiḥ samaṃ
2309	Saying 2309	0.6672	0.8472	0.4615	14	26	8	0.421	76	śārdulavikrīḍita	vidyut-chandas	chāyāsuptamṛgaḥ śakuntanivahairviṣvagviluptacchadaḥ
2310	Saying 2310	0.5002	0.6879	0.2857	20	28	7	0.609	76	śārdulavikrīḍita	vidyut-chandas	chittvā pāśamapāsya kūṭaracanāṃ bhaṅktvā balādvāgurāṃ
2311	Saying 2311	0.5716	0.7436	0.375	10	16	4	0.5	32	anuṣṭubh	syllable-heuristic	chidraṃ marma ca vīryaṃ ca vijānāti nijo ripuḥ
2312	Saying 2312	0.5788	0.6478	0.5	9	18	1	0.727	32	udgīti	vidyut-chandas	chinnamūle hyadhiṣṭhāne sarve tajjīvino hatāḥ
2313	Saying 2313	0.4972	0.7379	0.2222	21	27	5	0.6	57		unresolved	chinno 'pi candanatarurna jahāti gandhaṃ
2314	Saying 2314	0.463	0.704	0.1875	13	16	1	0.636	36	āryā	vidyut-chandas	chinno 'pi rohati taruḥ kṣīṇo 'pyupacīyate punaścandraḥ
2315	Saying 2315	0.4662	0.7865	0.1	18	20	5	0.529	76	śārdulavikrīḍita	vidyut-chandas	chedaścandanacūtacampakavane rakṣā karīradrume
2316	Saying 2316	0.4867	0.7376	0.2	12	15	2	0.727	32	anuṣṭubh	syllable-heuristic	jagatpatirhi yācitvā viṣṇurvāmanatāṃ gataḥ
2317	Saying 2317	0.5877	0.8395	0.3	7	10	3	0.375	32	anuṣṭubh	syllable-heuristic	jagadetannirālambaṃ kāmalobhādibhirbalāt
2318	Saying 2318	0.5821	0.8727	0.25	9	12	3	0.143	32	anuṣṭubh	syllable-heuristic	jaganmṛgatṛṣātulyaṃ vīkṣyedaṃ kṣaṇabhaṅguram
2319	Saying 2319	0.6001	0.8335	0.3333	8	12	4	0.5	31		unresolved	jaghanastanabhāreṇa mandaṃ mandaṃ prayāti sā
2320	Saying 2320	0.3486	0.5864	0.0769	12	13	2	0.7	32	anuṣṭubh	syllable-heuristic	jaṅgamāni ca bhūtāni sthāvarāṇi ca ye narāḥ
2321	Saying 2321	0.5538	0.8197	0.25	12	16	3	0.333	32	anuṣṭubh	syllable-heuristic	jaḍānyapi ca bījāni kālaṃ saṃprāpya cātmanaḥ
2322	Saying 2322	0.4657	0.6398	0.2667	11	15	2	0.833	32	anuṣṭubh	syllable-heuristic	jaḍe prabhavati prāyo duḥkhaṃ bibhrati sādhavaḥ
2323	Saying 2323	0.5213	0.7389	0.2727	8	11	4	0.556	32	anuṣṭubh	syllable-heuristic	janaṃ janapadā nityamarcayanti nṛpārcitam
2324	Saying 2324	0.5807	0.7762	0.3571	9	14	5	0.455	36	gīti	vidyut-chandas	janatīṃ janmasthānaṃ bāndhavalokaṃ vasūni jīvaṃ ca
2325	Saying 2325	0.4571	0.5808	0.3158	13	19	2	0.786	48	pramitākṣarā	vidyut-chandas	jananīmato harati jātavatī parivardhate saha śucā suhṛdām
2326	Saying 2326	0.512	0.7412	0.25	9	12	3	0.5	32	anuṣṭubh	syllable-heuristic	janayanti sutāngāvaḥ sarvā eva gavākṛtīn
2327	Saying 2327	0.4936	0.838	0.1	9	10	3	0.375	32	anuṣṭubh	syllable-heuristic	janayantyarjane duḥkhaṃ tāpayanti vipattiṣu
2328	Saying 2328	0.4496	0.6555	0.2143	11	14	2	0.667	32	anuṣṭubh	syllable-heuristic	janitā copanetā ca yastu vidyāṃ prayacchati
2329	Saying 2329	0.5789	0.9012	0.2105	15	19	12	0.2	76	śārdulavikrīḍita	vidyut-chandas	jantūnāmavanaṃ jineśamahanaṃ jaināgamākarṇanaṃ
2330	Saying 2330	0.5936	0.7012	0.4706	9	17	3	0.667	32	anuṣṭubh	syllable-heuristic	jantornirupabhogasya dṛśyate bhuvi rūkṣatā
2331	Saying 2331	0.6118	0.7494	0.4545	6	11	2	0.6	32	anuṣṭubh	syllable-heuristic	janmajanmanyabhyastaṃ yaddānamadhyayanaṃ tapaḥ
2332	Saying 2332	0.5615	0.6361	0.4762	11	21	2	0.692	32	anuṣṭubh	syllable-heuristic	janmani kleśabahule kiṃ nu duḥkhamataḥ param
2333	Saying 2333	0.5964	0.7145	0.4615	7	13	2	0.667	32	anuṣṭubh	syllable-heuristic	janmamṛtyujarāduḥkhairnityaṃ saṃsārasāgare
2334	Saying 2334	0.583	0.8744	0.25	6	8	3	0.25	32	anuṣṭubh	syllable-heuristic	janmamṛtyujarāvyādhivedanābhirabhidrutam
2335	Saying 2335	0.565	0.691	0.4211	11	19	1	0.833	32	anuṣṭubh	syllable-heuristic	janmamṛtyū hi yātyeko bhunaktyekaḥ śubhāśubham
2336	Saying 2336	0.6006	0.6885	0.5	7	14	2	0.727	32	anuṣṭubh	syllable-heuristic	janmāntarasahasreṣu tapodhyānasamādhibhiḥ
2337	Saying 2337	0.6172	0.8657	0.3333	8	12	5	0.333	32	anuṣṭubh	syllable-heuristic	janmedaṃ vandhyatāṃ nītaṃ bhavabhogopalipsayā
2338	Saying 2338	0.5591	0.6733	0.4286	8	14	1	0.5	32	anuṣṭubh	syllable-heuristic	jamadagneḥ sutasyeva sarvaḥ sarvatra sarvadā
2339	Saying 2339	0.5644	0.8991	0.1818	9	11	4	0.111	32	anuṣṭubh	syllable-heuristic	jambuko huḍuyuddhena vayaṃ cāṣāḍhabhūtinā
2340	Saying 2340	0.4711	0.7861	0.1111	8	9	4	0.5	32	anuṣṭubh	syllable-heuristic	jayatā tvanmukhenāsmānakathaṃ na kathaṃ jitam
2341	Saying 2341	0.4347	0.6401	0.2	12	15	2	0.7	32	anuṣṭubh	syllable-heuristic	jayatu dravyamevaikaṃ yatprabhāveṇa dehinaḥ
2342	Saying 2342	0.4109	0.6829	0.1	9	10	3	0.667	32	anuṣṭubh	syllable-heuristic	jayanti te jinā yeṣāṃ kevalajñānaśālinām
2343	Saying 2343	0.4927	0.6739	0.2857	10	14	2	0.583	32	anuṣṭubh	syllable-heuristic	jayanti te sukṛtino rasasiddhāḥ kavīśvarāḥ
2344	Saying 2344	0.4477	0.7145	0.1429	12	14	1	0.615	32	anuṣṭubh	syllable-heuristic	jaye ca labhate lakṣmīṃ mṛtenāpi surāṅganām
2345	Saying 2345	0.5405	0.6489	0.4167	7	12	2	0.778	32	anuṣṭubh	syllable-heuristic	jayetkadaryaṃ dānena satyenānṛtavādinam
2346	Saying 2346	0.612	0.7828	0.4167	7	12	3	0.429	32	anuṣṭubh	syllable-heuristic	jayedātmānamevādau vijayāyānyavidviṣām
2347	Saying 2347	0.5396	0.7074	0.3478	15	23	3	0.722	44		unresolved	jaye dharitryāḥ purameva sāraṃ pure gṛhaṃ sadmani caikadeśaḥ
2348	Saying 2348	0.5372	0.6849	0.3684	12	19	4	0.6	32	anuṣṭubh	syllable-heuristic	jayo 'stu pāṇḍuputrāṇāṃ yeṣāṃ pakṣe janārdanaḥ
2349	Saying 2349	0.5246	0.8086	0.2	16	20	8	0.4	68	śikhariṇī	vidyut-chandas	jarāgrastaṃ rūpaṃ hasitalalitotsāharahitaṃ
2350	Saying 2350	0.57	0.8188	0.2857	10	14	4	0.636	32	anuṣṭubh	syllable-heuristic	jarāmṛtyū hi bhūtānāṃ khāditārau vṛkāviva
2351	Saying 2351	0.5759	0.7464	0.381	13	21	4	0.6	45		unresolved	jarā rūpaṃ harati hi dhairyamāśā mṛtyuḥ prāṇāndharmacaryāmas
2352	Saying 2352	0.5893	0.903	0.2308	10	13	6	0.222	32	anuṣṭubh	syllable-heuristic	jalaṃ jaladharodgīrṇaṃ kulaṃ gṛhaśikhaṇḍinām
2353	Saying 2353	0.4878	0.7688	0.1667	10	12	3	0.4	36	āryā	vidyut-chandas	jaladhara nirlajjastvaṃ yanmāṃ dayitasya veśma gacchantīm
2354	Saying 2354	0.4164	0.7013	0.0909	10	11	3	0.429	46	āryā	vidyut-chandas	jalanidhiparataragatamapi karatalamāyāti yasya bhavitavyam
2355	Saying 2355	0.392	0.6767	0.0667	14	15	5	0.615	44		unresolved	jalapramāṇaṃ kamalasya nālaṃ kulapramāṇaṃ puruṣasya śīlam
2356	Saying 2356	0.5865	0.7631	0.3846	8	13	2	0.667	32	anuṣṭubh	syllable-heuristic	jalapravāhapatitā nimajjanti mahāgajāḥ
2357	Saying 2357	0.4835	0.7719	0.1538	11	13	2	0.5	32	anuṣṭubh	syllable-heuristic	jalabindunipātena kramaśaḥ pūryate ghaṭaḥ
2358	Saying 2358	0.5228	0.8344	0.1667	10	12	6	0.333	32	anuṣṭubh	syllable-heuristic	jalamagniṃ viṣaṃ śastraṃ kṣudvyādhī patanaṃ gireḥ
2359	Saying 2359	0.5416	0.9062	0.125	7	8	4	0.125	41	āryā	vidyut-chandas	jalamuci vitaraṇavimukhe kā kṣatiranyākhilāmbupātṝṇām
2360	Saying 2360	0.5134	0.9626	0.0	14	14	8	0.1	32	anuṣṭubh	syllable-heuristic	jalaṃ balaṃ ca sasyānāṃ matsyānāṃ ca jalaṃ balam
2361	Saying 2361	0.5304	0.8001	0.2222	7	9	2	0.429	32	anuṣṭubh	syllable-heuristic	jalarekhā khalaprītirardhavārighaṭastathā
2362	Saying 2362	0.5113	0.7568	0.2308	10	13	5	0.455	32	anuṣṭubh	syllable-heuristic	jalasnāne malatyāgī dayāsnāne sadā śuciḥ
2363	Saying 2363	0.5922	0.7459	0.4167	7	12	2	0.556	32	anuṣṭubh	syllable-heuristic	jalāntaścandracapalaṃ jīvitaṃ khalu dehinām
2364	Saying 2364	0.4838	0.6154	0.3333	12	18	0	0.917	32	anuṣṭubh	syllable-heuristic	jalāhatau viśeṣeṇa vaidyutāgneriva dyutiḥ
2365	Saying 2365	0.4844	0.8457	0.0714	13	14	8	0.25	32	āryā	vidyut-chandas	jale tailaṃ khale guhyaṃ pātre dānaṃ manāgapi
2366	Saying 2366	0.3769	0.7066	0.0	10	10	4	0.5	32	anuṣṭubh	syllable-heuristic	jalena jāyate paṅkaṃ jalena pariśudhyati
2367	Saying 2367	0.5222	0.6188	0.4118	10	17	0	0.9	32	anuṣṭubh	syllable-heuristic	jalena bhajyate setuḥ snehaḥ karṇajapena tu
2370	Saying 2370	0.5269	0.6963	0.3333	8	12	2	0.75	32	anuṣṭubh	syllable-heuristic	jalaukāvatpibedrāṣṭraṃ mṛdunaiva narādhipaḥ
2371	Saying 2371	0.5002	0.7359	0.2308	10	13	3	0.625	32	upagīti	vidyut-chandas	jalpanti sārdhamanyena paśyantyanyaṃ savibhramāḥ
2372	Saying 2372	0.4735	0.5276	0.4118	10	17	0	1.0	32	anuṣṭubh	syllable-heuristic	jalpanti sūrayaḥ sarve dharmo rakṣati dhārmikam
2373	Saying 2373	0.4846	0.7543	0.1765	14	17	4	0.5	48	vaṃśastha	vidyut-chandas	javo hi sapteḥ paramaṃ vibhūṣaṇaṃ trapāṅganāyāḥ kṛśatā tapas
2374	Saying 2374	0.4296	0.7082	0.1111	16	18	4	0.625	44		unresolved	jāgarti loko jvalati pradīpaḥ sakhīgaṇaḥ paśyati kautukena
2375	Saying 2375	0.5859	0.7825	0.3611	23	36	4	0.5	76	śārdulavikrīḍita	vidyut-chandas	jāḍyaṃ hrīmati gaṇyate vratarucau dambhaḥ śucau kaituvaṃ
2376	Saying 2376	0.4545	0.7064	0.1667	20	24	6	0.524	56	vasantatilakā	vidyut-chandas	jāḍyaṃ dhiyo harati siñcati vāci satyaṃ mānonnatiṃ diśati pā
2377	Saying 2377	0.5162	0.7803	0.2143	22	28	8	0.458	84	sragdharā	vidyut-chandas	jātaḥ kūrmaḥ sa ekaḥ pṛthu bhuvanabharāyārpitaṃ yena pṛṣṭhaṃ
2380	Saying 2380	0.5043	0.8427	0.1176	15	17	6	0.3	32	anuṣṭubh	syllable-heuristic	jātamātraṃ na yaḥ śatruṃ rogaṃ ca praśamaṃ nayet
2381	Saying 2381	0.509	0.6852	0.3077	9	13	1	0.625	32	anuṣṭubh	syllable-heuristic	jātamevāntako 'ntāya jarā cānveti dehinam
2382	Saying 2382	0.4856	0.648	0.3	7	10	1	0.75	37	āryā	vidyut-chandas	jātasya nadītīre tasyāpi tṛṇasya janmasāphalyam
2383	Saying 2383	0.4354	0.7491	0.0769	12	13	4	0.5	32	anuṣṭubh	syllable-heuristic	jātasya hi dhruvo mṛtyurdhruvaṃ janma mṛtasya ca
2384	Saying 2384	0.4988	0.7439	0.2188	25	32	6	0.565	76	śārdulavikrīḍita	vidyut-chandas	jātaḥ sūryakule pitā daśarathaḥ kṣauṇībhujāmagraṇīḥ
2385	Saying 2385	0.5635	0.7648	0.3333	24	36	6	0.571	76	śārdulavikrīḍita	vidyut-chandas	jātā notkalikā stanau na lulitau gātraṃ na romāñcitaṃ
2386	Saying 2386	0.3984	0.6886	0.0667	14	15	4	0.6	38	gīti	vidyut-chandas	jātā latā hi śaile jātu latāyāṃ na jāyate śailaḥ
2387	Saying 2387	0.556	0.7509	0.3333	12	18	3	0.417	32	upagīti	vidyut-chandas	jātimātreṇa kaścitkiṃ vadhyate pūjyate kvacit
2388	Saying 2388	0.5429	0.7074	0.3548	20	31	7	0.52	76		unresolved	jātiryātu rasātalaṃ guṇagaṇastasyāpyadho gacchatu
2389	Saying 2389	0.3852	0.6347	0.1	9	10	3	0.7	32	anuṣṭubh	syllable-heuristic	jātismarāṇi netrāṇi jānanti priyamapriyam
2390	Saying 2390	0.5087	0.6986	0.2917	17	24	2	0.667	44		unresolved	jāteti kanyā mahatīha cintā kasmai pradeyeti mahānvitarkaḥ
2391	Saying 2391	0.4802	0.817	0.0952	19	21	5	0.333	76	śārdulavikrīḍita	vidyut-chandas	jātyandhāya ca durmukhāya ca jarājīrṇākhilāṅgāya ca
2392	Saying 2392	0.4656	0.6981	0.2	12	15	2	0.583	32	anuṣṭubh	syllable-heuristic	jātyandhairiha tulyāste mṛtaiḥ paṅgubhireva ca
2393	Saying 2393	0.6375	0.7579	0.5	8	16	3	0.455	32	anuṣṭubh	syllable-heuristic	jātyaivaike sukhitarāḥ santyanye bhṛśaduḥkhitāḥ
2394	Saying 2394	0.5398	0.5746	0.5	7	14	2	0.75	32	anuṣṭubh	syllable-heuristic	jānanti paśavo gandhādvedājjānanti vāḍavāḥ
2395	Saying 2395	0.4365	0.7456	0.0833	11	12	4	0.444	32	anuṣṭubh	syllable-heuristic	jānanti hi guṇānvaktuṃ tadvidhā eva tādṛśām
2396	Saying 2396	0.4766	0.6749	0.25	12	16	2	0.778	32	anuṣṭubh	syllable-heuristic	jānannapi ca yaḥ pāpaṃ śaktimānna niyacchati
2397	Saying 2397	0.4749	0.6885	0.2308	10	13	3	0.7	32	anuṣṭubh	syllable-heuristic	jānannapi naro daivātprakaroti vigarhitam
2398	Saying 2398	0.5007	0.7546	0.2105	15	19	5	0.533	44		unresolved	jānāti viśvāsayituṃ manuṣyānvijñātadoṣeṣu dadhāti daṇḍam
2399	Saying 2399	0.5032	0.8706	0.0833	11	12	6	0.3	32	anuṣṭubh	syllable-heuristic	jānāti hantuṃ hantavyamāsannaṃ na tu dūragam
2400	Saying 2400	0.5674	0.675	0.4444	10	18	3	0.6	32	anuṣṭubh	syllable-heuristic	jānāmi kāma tvāṃ caiva yacca kiñcitpriyaṃ tava
2401	Saying 2401	0.4638	0.7646	0.12	22	25	9	0.421	76	śārdulavikrīḍita	vidyut-chandas	jānāmi kṣaṇabhaṅguraṃ jagadidaṃ jānāmi tucchaṃ sukhaṃ
2404	Saying 2404	0.4384	0.7705	0.0588	16	17	6	0.467	48		unresolved	jānāmi sādho jagataḥ svarūpakaṃ mayāpi pūrvaṃ bahavaḥ sthirī
2405	Saying 2405	0.5645	0.7402	0.3636	7	11	3	0.5	32	anuṣṭubh	syllable-heuristic	jānīyātpreṣaṇe bhṛtyānbāndhavānvyasanāgame
2406	Saying 2406	0.4373	0.7835	0.0417	23	24	8	0.474	76	śārdulavikrīḍita	vidyut-chandas	jāne kopaparāṅmukhī priyatamā svapne 'dya dṛṣṭā mayā
2407	Saying 2407	0.4851	0.6179	0.3333	8	12	2	0.778	32	anuṣṭubh	syllable-heuristic	jāmayo yāni gehāni śapantyapratipūjitāḥ
2408	Saying 2408	0.5702	0.7325	0.3846	8	13	0	0.5	32	anuṣṭubh	syllable-heuristic	jāmātā kṛṣṇasarpaśca durjanaḥ pāvakastathā
2409	Saying 2409	0.4388	0.6352	0.2143	11	14	1	0.8	32	anuṣṭubh	syllable-heuristic	jāmīśaptāni gehāni nikṛttānīva kṛtyayā
2410	Saying 2410	0.3926	0.6736	0.0714	13	14	3	0.556	32	anuṣṭubh	syllable-heuristic	jāyā vā syājjanitrī vā saṃbhavaḥ strīkṛto nṛṇām
2411	Saying 2411	0.4706	0.7477	0.1538	11	13	4	0.615	32	anuṣṭubh	syllable-heuristic	jāhnavītīrasaṃbhūtāṃ mṛdaṃ mūrghnā bibharti yaḥ
2412	Saying 2412	0.5725	0.6984	0.4286	8	14	3	0.545	32	anuṣṭubh	syllable-heuristic	jāhnavīpulinotthābhiḥ sikatābhiḥ samukṣitam
2413	Saying 2413	0.5247	0.6087	0.4286	8	14	3	0.727	32	anuṣṭubh	syllable-heuristic	jitaṃ kṛṣibhirdāridryaṃ gobhirabhyāgato jitaḥ
2414	Saying 2414	0.5453	0.7137	0.3529	11	17	2	0.643	42	vaitālīyam	vidyut-chandas	jitaroṣarayā mahādhiyaḥ samadi krodhajito laghurjanaḥ
2415	Saying 2415	0.4449	0.6154	0.25	12	16	1	0.714	32	anuṣṭubh	syllable-heuristic	jitā sabhā vastravatā miṣṭāśā gomatā jitā
