num	saying_id	difficulty	vocab	fusion	n_chunks	n_tokens	n_unanalyzable	pct_w1b	syllables	metre	metre_method	iast_head
2083	Saying 2083	0.6024	0.8603	0.3077	18	26	7	0.263	68	mandākrāntā	vidyut-chandas	gandhāḍhyāsau bhuvanaviditā ketakī svarṇavarṇā
2084	Saying 2084	0.3794	0.4781	0.2667	11	15	0	0.917	32	anuṣṭubh	syllable-heuristic	gandhena gāvaḥ paśyanti vedaiḥ paśyanti vai dvijāḥ
2085	Saying 2085	0.6104	0.6297	0.5882	7	17	1	0.818	32	anuṣṭubh	syllable-heuristic	gandhairmālyaistathā dhūpairvividhairbhūṣaṇairapi
2086	Saying 2086	0.5312	0.8368	0.1818	9	11	2	0.5	32	anuṣṭubh	syllable-heuristic	gambhīrārtheṣu kāvyeṣu prāyeṇa spṛhayālavaḥ
2087	Saying 2087	0.365	0.6844	0.0	11	11	4	0.5	44	rathoddhatā	vidyut-chandas	gamyate yadi mṛgendramandiraṃ labhyate karikapolamauktikam
2088	Saying 2088	0.528	0.6071	0.4375	9	16	2	0.727	32	anuṣṭubh	syllable-heuristic	garo 'pi gavi dugdhaṃ syāddugdhamapyurage viṣam
2089	Saying 2089	0.3765	0.5679	0.1579	16	19	1	0.917	40	āryā	vidyut-chandas	garjati śaradi na varṣati varṣati varṣāsu niḥsvano meghaḥ
2090	Saying 2090	0.4266	0.7512	0.0556	17	18	4	0.583	32	anuṣṭubh	syllable-heuristic	garja vā varṣa vā śakra muñca vā śataśo 'śanim
2091	Saying 2091	0.457	0.8083	0.0556	17	18	7	0.462	42	āryāgīti	vidyut-chandas	garjasi megha na yacchasi toyaṃ cātakapakṣī vyākulito 'ham
2092	Saying 2092	0.4032	0.6887	0.0769	12	13	3	0.556	32	anuṣṭubh	syllable-heuristic	garbhakleśaḥ striyo manye sāphalyaṃ bhajate tadā
2093	Saying 2093	0.5886	0.7287	0.4286	8	14	2	0.7	32	anuṣṭubh	syllable-heuristic	garbhavāsavyathāṃ jātaḥ śarīrī vismaredyathā
2094	Saying 2094	0.4846	0.8149	0.1071	25	28	12	0.4	84	sragdharā	vidyut-chandas	garbhasthaṃ gāyamānaṃ śayanatalagataṃ māturutsaṅgasaṃsthaṃ
2095	Saying 2095	0.4581	0.7964	0.0714	26	28	10	0.381	74		unresolved	garvaṃ nodvahate na nindati paraṃ no bhāṣate niṣṭhura-
2096	Saying 2096	0.4364	0.7453	0.0833	11	12	4	0.455	41	āryā	vidyut-chandas	garvamasaṃvāhyamimaṃ locanayugalena kiṃ vahasi mugdhe
2097	Saying 2097	0.5589	0.698	0.4	12	20	3	0.75	32	anuṣṭubh	syllable-heuristic	gavādīnāṃ payo 'nyedyuḥ sadyo vā dadhi jāyate
2098	Saying 2098	0.3848	0.7216	0.0	13	13	4	0.5	32	upagīti	vidyut-chandas	gavārthe brāhmaṇārthe ca prāṇatyāgaṃ karoti yaḥ
2099	Saying 2099	0.4756	0.7571	0.1538	11	13	2	0.556	32	anuṣṭubh	syllable-heuristic	gavārthe brāhmaṇārthe ca strīvittaharaṇe tathā
2100	Saying 2100	0.5627	0.8218	0.2667	11	15	3	0.4	32	anuṣṭubh	syllable-heuristic	gavārthe brāhmaṇārthe ca svāmyarthe strīkṛte 'tha vā
2101	Saying 2101	0.5112	0.7283	0.2632	14	19	2	0.667	44	rathoddhatā	vidyut-chandas	gāṅgamambu sitamambu yāmunaṃ kajjalābhamubhayatra majjataḥ
2102	Saying 2102	0.4921	0.7476	0.2	20	25	4	0.6	76	śārdulavikrīḍita	vidyut-chandas	gāḍhāliṅganavāmanīkṛtakucaprodbhinnaromodgamā
2103	Saying 2103	0.5199	0.7628	0.2424	25	33	8	0.5	76	śārdulavikrīḍita	vidyut-chandas	gātraṃ saṅkucitaṃ gatirvigalitā bhraṣṭā ca dantāvalī
2104	Saying 2104	0.4825	0.6473	0.2941	12	17	2	0.846	32	anuṣṭubh	syllable-heuristic	gātreṣu valayaḥ prāptāḥ śvetāścaiva śiroruhāḥ
2105	Saying 2105	0.5941	0.6326	0.55	9	20	1	0.6	32	upagīti	vidyut-chandas	gāmbhīryeṇa samudro 'si gauraveṇāsi parvataḥ
2106	Saying 2106	0.4586	0.6266	0.2667	11	15	2	0.769	32	anuṣṭubh	syllable-heuristic	girayo yena bhidyante dharā yena vidāryate
2107	Saying 2107	0.5316	0.8376	0.1818	9	11	2	0.333	32	anuṣṭubh	syllable-heuristic	giripṛṣṭhaṃ samāruhya prāsādaṃ vā rahogataḥ
2108	Saying 2108	0.4704	0.882	0.0	5	5	3	0.25	32	upagīti	vidyut-chandas	girīndraśikharākāro līlayonmūlitadrumaḥ
2109	Saying 2109	0.4518	0.6721	0.2	16	20	2	0.824	44		unresolved	girau kalāpī gagane payodā lakṣāntare 'rkaśca jaleṣu padmāḥ
2110	Saying 2110	0.5608	0.8327	0.25	9	12	2	0.4	32	anuṣṭubh	syllable-heuristic	gītī śīghrī śiraḥkampī tathā likhitapāṭhakaḥ
2111	Saying 2111	0.4442	0.6142	0.25	12	16	0	0.727	32	āryā	vidyut-chandas	gīte nāṭye pāṭhe vāde saṅgrāme suratotsave
2112	Saying 2112	0.5478	0.8327	0.2222	14	18	4	0.4	32	anuṣṭubh	syllable-heuristic	guṇajño 'pi kṛtajño 'pi kulīno 'pi mahānapi
2113	Saying 2113	0.6234	0.7712	0.4545	6	11	3	0.5	32	anuṣṭubh	syllable-heuristic	guṇadāridryanirnidraiḥ kṣudraiḥ kauśalaśālinām
2114	Saying 2114	0.5122	0.6979	0.3	7	10	3	0.556	32	anuṣṭubh	syllable-heuristic	guṇadoṣānaśāstrajñaḥ kathaṃ vibhajate janaḥ
2115	Saying 2115	0.5376	0.7163	0.3333	8	12	2	0.6	32	anuṣṭubh	syllable-heuristic	guṇadoṣāvaniścitya vidhirna grahanigrahau
2116	Saying 2116	0.6452	0.8059	0.4615	7	13	3	0.5	32	anuṣṭubh	syllable-heuristic	guṇadoṣāvavāpyete puṃsāṃ saṃśīlanādbudhaiḥ
2117	Saying 2117	0.4613	0.8648	0.0	9	9	4	0.333	32	anuṣṭubh	syllable-heuristic	guṇadoṣau budho gṛhṇannindukṣveḍāviveśvaraḥ
2118	Saying 2118	0.5756	0.9334	0.1667	10	12	8	0.1	44		unresolved	guṇapravālaṃ vinayapraśākhaṃ viśrambhamūlaṃ mahanīyapuṣpam
2119	Saying 2119	0.3965	0.7434	0.0	20	20	6	0.5	32	anuṣṭubh	syllable-heuristic	guṇaṃ pṛccha hi mā rūpaṃ śīlaṃ pṛccha hi mā kulam
2120	Saying 2120	0.5358	0.7659	0.2727	8	11	4	0.5	32	anuṣṭubh	syllable-heuristic	guṇavajjanasaṃsargādyāti svalpo 'pi gauravam
2121	Saying 2121	0.501	0.7644	0.2	8	10	4	0.5	32	anuṣṭubh	syllable-heuristic	guṇavattarapātreṇa cchādyante guṇināṃ guṇāḥ
2122	Saying 2122	0.4577	0.7331	0.1429	12	14	5	0.5	60	malinī	vidyut-chandas	guṇavadaguṇavadvā kurvatā kāryajātaṃ pariṇatiravadhāryā yatn
2123	Saying 2123	0.4866	0.6207	0.3333	10	15	0	0.833	36	āryā	vidyut-chandas	guṇavantaḥ kliśyante prāyeṇa bhavanti nirguṇāḥ sukhinaḥ
2124	Saying 2124	0.5147	0.715	0.2857	10	14	2	0.75	32	anuṣṭubh	syllable-heuristic	guṇavantaṃ niyuñjīta guṇahīnaṃ vivarjayet
2125	Saying 2125	0.5635	0.7802	0.3158	13	19	1	0.625	32	anuṣṭubh	syllable-heuristic	guṇavānvā parajanaḥ svajano nirguṇo 'pi vā
2126	Saying 2126	0.5298	0.8961	0.1111	8	9	5	0.286	32	anuṣṭubh	syllable-heuristic	guṇavānsucirasthāyī devo 'pi nābhijāyate
2127	Saying 2127	0.5324	0.9011	0.1111	8	9	3	0.222	38	upagīti	vidyut-chandas	guṇaśataśālini piśunaḥ kevaladoṣaṃ nibhālayati
2128	Saying 2128	0.3638	0.6822	0.0	11	11	4	0.5	32	upagīti	vidyut-chandas	guṇāḥ kurvanti dūtatvaṃ dūre 'pi vasatāṃ satām
2129	Saying 2129	0.4177	0.7831	0.0	11	11	2	0.429	32	anuṣṭubh	syllable-heuristic	guṇāḥ khalu guṇā eva na guṇāḥ phalahetavaḥ
2130	Saying 2130	0.4692	0.6853	0.2222	14	18	1	0.533	44		unresolved	guṇā guṇajñeṣu guṇā bhavanti te nirguṇaṃ prāpya bhavanti doṣ
2131	Saying 2131	0.5217	0.7594	0.25	15	20	5	0.533	44		unresolved	guṇā daśa snānaśīlaṃ bhajante balaṃ rūpaṃ svaravarṇapraśuddh
2132	Saying 2132	0.5299	0.8186	0.2	12	15	6	0.308	32	upagīti	vidyut-chandas	guṇānarcanti jantūnāṃ na jātiṃ kevalāṃ kvacit
2133	Saying 2133	0.405	0.7593	0.0	9	9	4	0.5	32	anuṣṭubh	syllable-heuristic	guṇānāmantaraṃ prāyastajjño jānāti netaraḥ
2134	Saying 2134	0.644	0.77	0.5	7	14	3	0.583	32	udgīti	vidyut-chandas	guṇānāmāyathātathyādarthaṃ viplāvayanti ye
2135	Saying 2135	0.5475	0.7348	0.3333	8	12	2	0.636	32	anuṣṭubh	syllable-heuristic	guṇānāmeva daurātmyāddhuri dhuryo niyujyate
2136	Saying 2136	0.5465	0.806	0.25	12	16	2	0.375	32	anuṣṭubh	syllable-heuristic	guṇā yatra tu pūjyante dhānyaṃ yatra susañcitam
2137	Saying 2137	0.4824	0.7879	0.1333	13	15	2	0.364	32	anuṣṭubh	syllable-heuristic	guṇā yatra na pūjyante kā tatra guṇināṃ gatiḥ
2138	Saying 2138	0.5699	0.7769	0.3333	20	30	8	0.5	68	śikhariṇī	vidyut-chandas	guṇāyante doṣāḥ sujanavadane durjanamukhe
2139	Saying 2139	0.5415	0.6971	0.3636	7	11	3	0.625	32	anuṣṭubh	syllable-heuristic	guṇālayo 'pyasanmantrī nṛpatirnādhigamyate
2140	Saying 2140	0.5882	0.7846	0.3636	14	22	6	0.385	44		unresolved	guṇāśca ṣaṇmitabhuktaṃ bhajanta ārogyamāyuśca balaṃ sukhaṃ c
2141	Saying 2141	0.489	0.9168	0.0	14	14	9	0.231	44		unresolved	guṇāśrayaṃ kīrtiyutaṃ ca kāntaṃ patiṃ vidheyaṃ sadhanaṃ rati
2142	Saying 2142	0.5491	0.7671	0.3	14	20	2	0.538	32	anuṣṭubh	syllable-heuristic	guṇāḥ sarvatra pūjyante na mahatyo 'pi saṃpadaḥ
2143	Saying 2143	0.4715	0.6965	0.2143	11	14	3	0.4	32	anuṣṭubh	syllable-heuristic	guṇāḥ sarvatra pūjyante pitṛvaṃśo nirarthakaḥ
2144	Saying 2144	0.4422	0.7619	0.0769	12	13	2	0.375	39	udgīti	vidyut-chandas	guṇigaṇagaṇanārambhe na patati kaṭhinī susaṃbhramādyasya
2145	Saying 2145	0.5962	0.8262	0.3333	8	12	5	0.3	32	anuṣṭubh	syllable-heuristic	guṇinaṃ janamālokya nijabandhanaśaṅkayā
2146	Saying 2146	0.5577	0.8865	0.1818	9	11	4	0.125	36	āryā	vidyut-chandas	guṇinaḥ samīpavartī pūjyo lokasya guṇavihīno 'pi
2147	Saying 2147	0.4274	0.7285	0.0833	11	12	3	0.6	32	anuṣṭubh	syllable-heuristic	guṇināṃ nirguṇānāṃ ca dṛśyate mahadantaram
2148	Saying 2148	0.4509	0.7483	0.1111	8	9	3	0.333	41	āryā	vidyut-chandas	guṇināmapi nijarūpapratipattiḥ parata eva saṃbhavati
2149	Saying 2149	0.5962	0.7495	0.4211	11	19	2	0.583	40	āryā	vidyut-chandas	guṇini guṇajño ramate nāguṇaśīlasya guṇini paritoṣaḥ
2150	Saying 2150	0.4998	0.6797	0.2941	12	17	2	0.6	32	anuṣṭubh	syllable-heuristic	guṇino na videśo 'sti na santuṣṭasya cāsukham
2151	Saying 2151	0.5076	0.835	0.1333	13	15	3	0.375	32	anuṣṭubh	syllable-heuristic	guṇino 'pi hi sīdanti guṇagrāhī na cediha
2152	Saying 2152	0.4352	0.7796	0.0417	23	24	5	0.444	48	vaṃśastha	vidyut-chandas	guṇī guṇaṃ vetti na vetti nirguṇo balī balaṃ vetti na vetti 
2153	Saying 2153	0.5318	0.7637	0.2667	11	15	3	0.417	32	anuṣṭubh	syllable-heuristic	guṇena spṛhaṇīyaḥ syānna rūpeṇa yuto naraḥ
2154	Saying 2154	0.5412	0.6319	0.4375	9	16	3	0.583	44	upendravajrā	vidyut-chandas	guṇeṣu yatnaḥ puruṣeṇa kāryo na kiñcidaprāpyatamaṃ guṇānām
2155	Saying 2155	0.5234	0.7869	0.2222	14	18	5	0.455	48		unresolved	guṇeṣu rāgo vyasaneṣvanādaro ratiḥ subhṛtyeṣu ca yasya bhūpa
2156	Saying 2156	0.4513	0.8463	0.0	10	10	5	0.375	32	anuṣṭubh	syllable-heuristic	guṇeṣvanādaraṃ bhrātaḥ pūrṇaśrīrapi mā kṛthāḥ
2157	Saying 2157	0.438	0.5879	0.2667	11	15	2	0.556	32	anuṣṭubh	syllable-heuristic	guṇeṣveva hi kartavyaḥ prayatnaḥ puruṣaiḥ sadā
2158	Saying 2158	0.5236	0.6067	0.4286	8	14	1	0.9	32	anuṣṭubh	syllable-heuristic	guṇeṣvevādaraḥ kāryaḥ kimāṭopaiḥ prayojanam
2159	Saying 2159	0.579	0.6252	0.5263	9	19	2	0.692	32	anuṣṭubh	syllable-heuristic	guṇaiḥ pūjā bhavetpuṃsāṃ naikasmājjāyate kulāt
2160	Saying 2160	0.5621	0.7175	0.3846	8	13	2	0.714	32	anuṣṭubh	syllable-heuristic	guṇairuttuṅgatāṃ yāti na tu jātiprabhāvataḥ
2161	Saying 2161	0.5946	0.7783	0.3846	8	13	3	0.429	32	anuṣṭubh	syllable-heuristic	guṇairuttuṅgatāṃ yāti noccairāsanasaṃsthitaḥ
2162	Saying 2162	0.6097	0.6182	0.6	6	15	1	0.833	32	anuṣṭubh	syllable-heuristic	guṇairudāraiḥ saṃyuktānpronnayenmadhyamādhamān
2163	Saying 2163	0.4789	0.6063	0.3333	10	15	1	0.75	32	upagīti	vidyut-chandas	guṇairbhūtāni yujyante viyujyante tathaiva ca
2164	Saying 2164	0.5979	0.7127	0.4667	8	15	2	0.727	32	anuṣṭubh	syllable-heuristic	guṇaiḥ sarvajñatulyo 'pi sīdatyeko nirāśrayaḥ
2165	Saying 2165	0.6353	0.7537	0.5	6	12	2	0.556	32	anuṣṭubh	syllable-heuristic	guṇo guṇāntarāpekṣī svarūpakhyātihetave
2166	Saying 2166	0.5179	0.807	0.1875	13	16	3	0.273	32	anuṣṭubh	syllable-heuristic	guṇo dūṣaṇatāṃ yāti dūṣaṇaṃ guṇatāṃ kvacit
2167	Saying 2167	0.5218	0.9054	0.0833	11	12	5	0.182	32	anuṣṭubh	syllable-heuristic	guṇo bhūṣayate rūpaṃ śīlaṃ bhūṣayate kulam
2168	Saying 2168	0.5313	0.8213	0.2	12	15	3	0.3	32	anuṣṭubh	syllable-heuristic	guravo yatra pūjyante yatra dhānyaṃ susañcitam
2169	Saying 2169	0.5252	0.7155	0.3077	9	13	2	0.667	32	anuṣṭubh	syllable-heuristic	guruṇā stanabhāreṇa mukhacandreṇa bhāsvatā
2170	Saying 2170	0.4796	0.8118	0.1	9	10	4	0.444	32	anuṣṭubh	syllable-heuristic	gurupatnyāṃ niśādhīśo brāhmaṇyāṃ pākaśāsanaḥ
2171	Saying 2171	0.5216	0.728	0.2857	10	14	3	0.7	32	anuṣṭubh	syllable-heuristic	guruṃ prayojanoddeśādarcayanti na bhaktitaḥ
2172	Saying 2172	0.5682	0.7154	0.4	9	15	4	0.545	32	anuṣṭubh	syllable-heuristic	gururagnirdvijātīnāṃ varṇānāṃ brāhmaṇo guruḥ
2173	Saying 2173	0.4921	0.7208	0.2308	10	13	2	0.778	32	anuṣṭubh	syllable-heuristic	gururātmavatāṃ śāstā śāstā rājā durātmanām
2174	Saying 2174	0.5363	0.8305	0.2	12	15	2	0.333	32	anuṣṭubh	syllable-heuristic	gururduṣṭaḥ parityājyastathā mātā tathā pitā
2175	Saying 2175	0.4286	0.7364	0.0769	12	13	3	0.556	32	anuṣṭubh	syllable-heuristic	gurulāghavamarthānāmārambhe karmaṇāṃ phalam
2176	Saying 2176	0.5388	0.913	0.1111	8	9	6	0.143	32	anuṣṭubh	syllable-heuristic	guru vittaṃ tato mitraṃ tasmādbhūmirgarīyasī
2177	Saying 2177	0.645	0.8594	0.4	9	15	3	0.4	50	puṣpitāgrā	vidyut-chandas	guruśakaṭadhurandharastṛṇāśī samavisameṣu ca lāṅgalāpakarṣī
2178	Saying 2178	0.3985	0.6126	0.1538	11	13	1	0.625	32	anuṣṭubh	syllable-heuristic	guruśuśrūṣayā vidyā puṣkalena dhanena vā
2179	Saying 2179	0.5405	0.6852	0.375	10	16	3	0.556	32	upagīti	vidyut-chandas	gurūṇāṃ nāmamātre 'pi gṛhīte svāmisaṃbhave
2180	Saying 2180	0.5066	0.6875	0.3	7	10	3	0.667	32	anuṣṭubh	syllable-heuristic	gurorapyavaliptasya kāryākāryamajānataḥ
2181	Saying 2181	0.5207	0.8013	0.2	12	15	3	0.5	32	anuṣṭubh	syllable-heuristic	guroryatra parīvādo nindā vāpi pravartate
2182	Saying 2182	0.4688	0.8789	0.0	8	8	5	0.25	32	anuṣṭubh	syllable-heuristic	guroḥ sutāṃ mitrabhāryāṃ svāmisevakagehinīm
2183	Saying 2183	0.4676	0.8768	0.0	10	10	2	0.375	32	anuṣṭubh	syllable-heuristic	gūḍhamaithunadhārṣṭyaṃ ca kāle kāle ca saṅgraham
2184	Saying 2184	0.6091	0.8238	0.3636	7	11	3	0.4	32	anuṣṭubh	syllable-heuristic	gṛdhradṛṣṭirbakālīnaḥ śvaceṣṭaḥ siṃhavikramaḥ
2185	Saying 2185	0.5989	0.6855	0.5	11	22	2	0.714	32	anuṣṭubh	syllable-heuristic	gṛdhrākāro 'pi sevyaḥ syāddhaṃsākāraiḥ sabhāsadaiḥ
2186	Saying 2186	0.6022	0.9103	0.25	12	16	5	0.286	32	anuṣṭubh	syllable-heuristic	gṛdhro 'pi hi varaṃ rājā sevyo haṃsaparicchadaḥ
2187	Saying 2187	0.5679	0.8629	0.2308	10	13	6	0.222	32	anuṣṭubh	syllable-heuristic	gṛhaṃ rājakulaṃ devamandiraṃ pattanaṃ vanam
2188	Saying 2188	0.4749	0.781	0.125	7	8	3	0.5	32	anuṣṭubh	syllable-heuristic	gṛhakṣetrataḍāgeṣu kūpopavanabhūmiṣu
2189	Saying 2189	0.4659	0.6861	0.2143	11	14	2	0.75	32	anuṣṭubh	syllable-heuristic	gṛhamadhyanikhātena dhanena dhanino yadi
2190	Saying 2190	0.4876	0.6956	0.25	9	12	3	0.667	32	anuṣṭubh	syllable-heuristic	gṛhavyāpārasaṃsakto yo dharmaṃ na karoti saḥ
2191	Saying 2191	0.6005	0.7175	0.4667	8	15	3	0.6	32	anuṣṭubh	syllable-heuristic	gṛhasnehāvabaddhānāṃ narāṇāmalpamedhasām
2192	Saying 2192	0.4908	0.8035	0.1333	13	15	2	0.556	32	anuṣṭubh	syllable-heuristic	gṛhārambho hi duḥkhāya na sukhāya kadā ca na
2193	Saying 2193	0.4845	0.651	0.2941	12	17	2	0.7	32	upagīti	vidyut-chandas	gṛhāsaktasya no vidyā no dayā māṃsabhakṣiṇaḥ
2194	Saying 2194	0.534	0.7321	0.3077	9	13	4	0.636	32	upagīti	vidyut-chandas	gṛhītvā dakṣiṇāṃ viprāstyajanti yajamānakam
2195	Saying 2195	0.4291	0.6405	0.1875	13	16	3	0.692	32	anuṣṭubh	syllable-heuristic	gṛhī yatrāgataṃ dṛṣṭvā diśo vīkṣeta vāpyadhaḥ
2196	Saying 2196	0.5416	0.6654	0.4	18	30	5	0.731	68	śikhariṇī	vidyut-chandas	gṛhe paryantasthe draviṇakaṇamoṣaṃ śrutavatā
2197	Saying 2197	0.5575	0.6703	0.4286	8	14	2	0.583	32	anuṣṭubh	syllable-heuristic	gṛhe śatrumapi prāptaṃ viśvastamakutobhayam
2198	Saying 2198	0.512	0.6684	0.3333	12	18	0	0.8	32	anuṣṭubh	syllable-heuristic	goghne caiva surāpe ca caure bhagnavrate tathā
2199	Saying 2199	0.5212	0.8926	0.0968	28	31	13	0.176	75		unresolved	gotraṃ naiva nijaṃ kulaṃ na vimalaṃ jātiṃ ca no sundarīṃ
2200	Saying 2200	0.5521	0.7966	0.2727	8	11	4	0.444	32	anuṣṭubh	syllable-heuristic	gopālena prajādhenorvittadugdhaṃ śanaiḥ śanaiḥ
2205	Saying 2205	0.6099	0.8519	0.3333	8	12	5	0.444	32	anuṣṭubh	syllable-heuristic	gośatādapi gokṣīraṃ prasthaṃ dhānyaśatādapi
2206	Saying 2206	0.5789	0.7574	0.375	10	16	1	0.625	36	āryā	vidyut-chandas	goṣṭhikakarmaniyuktaḥ śreṣṭhī cintayati cetasā hṛṣṭaḥ
2207	Saying 2207	0.5956	0.9417	0.2	8	10	5	0.125	32	anuṣṭubh	syllable-heuristic	gauracarmāvṛtādhāraṃ vastrābharaṇabhūṣitam
2208	Saying 2208	0.5561	0.8239	0.25	9	12	2	0.3	32	anuṣṭubh	syllable-heuristic	gauravaṃ labhate loke nīcajātistu sadguṇaiḥ
2209	Saying 2209	0.5025	0.614	0.375	10	16	2	0.778	32	anuṣṭubh	syllable-heuristic	gauravaṃ prāpyate dānānna tu dravyasya saṅgrahāt
2210	Saying 2210	0.4847	0.6588	0.2857	10	14	1	0.727	32	upagīti	vidyut-chandas	gaurgauḥ kāmadughā samyakprayuktā smaryate budhaiḥ
2211	Saying 2211	0.4783	0.5879	0.3529	11	17	1	0.889	32	anuṣṭubh	syllable-heuristic	grāsādapi tadardhaṃ ca kasmānno dīyate 'rthiṣu
2212	Saying 2212	0.6215	0.7277	0.5	3	6	2	0.5	32	anuṣṭubh	syllable-heuristic	grīṣmasūryāṃśusantaptamudvejanamanāśrayam
2213	Saying 2213	0.5719	0.6834	0.4444	10	18	1	0.786	34		unresolved	grīṣmātapatapto 'pi vṛkṣādinirāśraye 'pi kāntāre
2214	Saying 2214	0.4905	0.6397	0.32	17	25	2	0.765	48	vaṃśastha	vidyut-chandas	ghanodaye śuṣyati yajjalāśayo dinodaye paśyati yanna kauśika
2215	Saying 2215	0.5562	0.7804	0.3	21	30	7	0.45	76		unresolved	gharmārtaṃ na tathā suśītalajalaiḥ snānaṃ na muktāvalī
2216	Saying 2216	0.5531	0.7308	0.35	13	20	1	0.5	45		unresolved	ghṛṇī rājā puṃścalī rājabhṛtyaḥ putro bhrātā vidhavā bālaput
2217	Saying 2217	0.6281	0.7193	0.5238	10	21	2	0.615	32	anuṣṭubh	syllable-heuristic	ghṛtakumbhasamā nārī taptāṅgārasamaḥ pumān
2218	Saying 2218	0.5333	0.6911	0.3529	11	17	3	0.583	32	anuṣṭubh	syllable-heuristic	ghṛtakumbho yathā śuddho malino 'pi vinā jalaiḥ
2219	Saying 2219	0.6015	0.9091	0.25	21	28	11	0.188	68		unresolved	ghṛṣṭaṃ ghṛṣṭaṃ punarapi punaścandanaṃ cārugandhi
2220	Saying 2220	0.49	0.802	0.1333	13	15	4	0.333	41	udgīti	vidyut-chandas	cakradharo 'pi suratvaṃ sura bhāve sakalasurapatitvaṃ ca
2221	Saying 2221	0.4861	0.6422	0.3077	9	13	1	0.818	31		unresolved	cakṣurbhyāṃ hasate vidvāntodghāṭena madhyamāḥ
2222	Saying 2222	0.5194	0.6515	0.3684	12	19	2	0.667	32	anuṣṭubh	syllable-heuristic	cakṣuṣā manasā vācā karmaṇā ca caturvidham
2223	Saying 2223	0.4557	0.6669	0.2143	11	14	1	0.75	32	anuṣṭubh	syllable-heuristic	cakṣuṣī tava rajyete sphuratyadharapallavaḥ
2224	Saying 2224	0.5981	0.7386	0.4375	9	16	3	0.636	32	anuṣṭubh	syllable-heuristic	caṭakā kāṣṭhakūṭana makṣikā saha darduraiḥ
2225	Saying 2225	0.5104	0.7183	0.2727	24	33	6	0.6	74		unresolved	caṇḍālaḥ kimayaṃ dvijātiratha vā śūdro 'tha kiṃ tāpasaḥ
2226	Saying 2226	0.4991	0.7483	0.2143	11	14	1	0.625	32	anuṣṭubh	syllable-heuristic	caṇḍālaśca daridraśca dvāveva sadṛśau mama
2227	Saying 2227	0.407	0.5444	0.25	12	16	0	0.9	32	anuṣṭubh	syllable-heuristic	caturaḥ sṛjatā pūrvamupāyāṃstena vedhasā
2228	Saying 2228	0.6143	0.754	0.4545	6	11	2	0.6	32	anuṣṭubh	syllable-heuristic	caturo vārṣikānmāsānyathā śakro 'bhivarṣati
2229	Saying 2229	0.5056	0.789	0.1818	9	11	3	0.5	32	anuṣṭubh	syllable-heuristic	caturthopāyasādhye tu ripau sāntvamapakriyā
2230	Saying 2230	0.4564	0.6917	0.1875	13	16	3	0.6	31	upagīti	vidyut-chandas	caturvedo 'pi yo bhūtvā caṇḍakarma smācaret
2231	Saying 2231	0.4571	0.8571	0.0	12	12	8	0.25	32	upagīti	vidyut-chandas	catuṣpadāṃ gauḥ pravarā lohānāṃ kāñcanaṃ varam
2232	Saying 2232	0.5886	0.739	0.4167	7	12	3	0.556	32	anuṣṭubh	syllable-heuristic	catuḥsāgaraparyantāṃ yo dadyādvasudhāmimām
2233	Saying 2233	0.611	0.7081	0.5	8	16	2	0.545	44		unresolved	catvāri karmāṇyabhayaṅkarāṇi bhayaṃ prayacchantyayathākṛtāni
2234	Saying 2234	0.4783	0.6909	0.2353	13	17	3	0.467	42		unresolved	catvāri te tāta gṛhe vasantu śriyābhijuṣṭasya gṛhasthadharme
2235	Saying 2235	0.5602	0.6494	0.4583	13	24	2	0.867	45		unresolved	catvāri rājñā tu mahābalena varjyānyāhuḥ paṇḍitastāni vidyāt
2238	Saying 2238	0.6151	0.6866	0.5333	7	15	2	0.818	32	anuṣṭubh	syllable-heuristic	catvāryāhurnaraśreṣṭhā vyasanāni mahīkṣitām
2239	Saying 2239	0.5295	0.8338	0.1818	9	11	3	0.333	32	anuṣṭubh	syllable-heuristic	candanaṃ candrikā mando gandhavāhaśca dakṣiṇaḥ
2240	Saying 2240	0.4704	0.7571	0.1429	12	14	3	0.5	39	āryā	vidyut-chandas	candanataruṣu bhujaṅgā jaleṣu kamalāni tatra ca grāhāḥ
2241	Saying 2241	0.5315	0.7232	0.3125	11	16	1	0.556	32	anuṣṭubh	syllable-heuristic	candanādapi saṃbhūto dahatyeva hutāśanaḥ
2242	Saying 2242	0.4381	0.8214	0.0	13	13	5	0.375	34	udgīti	vidyut-chandas	candanānāṃ mahārhāṇāmagurūṇāṃ tathā prabho
2243	Saying 2243	0.5641	0.7077	0.4	6	10	2	0.7	32	anuṣṭubh	syllable-heuristic	candanāraṇyamādhūya spṛṣṭvā malayanirjharān
2244	Saying 2244	0.535	0.7973	0.2353	13	17	4	0.462	56		unresolved	candraḥ kṣayī prakṛtivakratanurjaḍātmā doṣākaraḥ sphurati mi
2245	Saying 2245	0.5435	0.6544	0.4167	7	12	2	0.556	32	anuṣṭubh	syllable-heuristic	candramāḥ pīyate devairmayā tvanmukhacandramāḥ
2246	Saying 2246	0.5928	0.7549	0.4074	16	27	3	0.526	76	śārdulavikrīḍita	vidyut-chandas	candraścaṇḍakarāmate mṛdugatirvāto 'pi vajrāyate
2247	Saying 2247	0.5233	0.7312	0.2857	20	28	6	0.571	68		unresolved	candra svairaṃ vihara gagane preyasī namravaktrā
2248	Saying 2248	0.609	0.7669	0.4286	12	21	3	0.6	44		unresolved	candrāyate śuklarucāpi haṃso haṃsāyate cārugatena kāntā
